Format Version,1.23,Take Name,cotton_hang_exp_9,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2024-03-21 04.41.45.321 下午,Capture Start Frame,566172,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar:Marker1,Bar:Marker1,Bar:Marker1,Bar:Marker2,Bar:Marker2,Bar:Marker2,Bar:Marker3,Bar:Marker3,Bar:Marker3,Bar:Marker4,Bar:Marker4,Bar:Marker4,Bar:Marker1,Bar:Marker1,Bar:Marker1,Bar:Marker2,Bar:Marker2,Bar:Marker2,Bar:Marker3,Bar:Marker3,Bar:Marker3,Bar:Marker4,Bar:Marker4,Bar:Marker4,Unlabeled 1850,Unlabeled 1850,Unlabeled 1850,Unlabeled 1851,Unlabeled 1851,Unlabeled 1851,Unlabeled 1852,Unlabeled 1852,Unlabeled 1852,Unlabeled 1853,Unlabeled 1853,Unlabeled 1853,Unlabeled 1854,Unlabeled 1854,Unlabeled 1854,Unlabeled 1855,Unlabeled 1855,Unlabeled 1855,Unlabeled 1856,Unlabeled 1856,Unlabeled 1856,Unlabeled 1857,Unlabeled 1857,Unlabeled 1857,Unlabeled 1858,Unlabeled 1858,Unlabeled 1858,Unlabeled 1859,Unlabeled 1859,Unlabeled 1859
,ID,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,D8AAEFB1E75E11EE1DBCEA1B09BCCFA4,D8AAEFB1E75E11EE1DBCEA1B09BCCFA4,D8AAEFB1E75E11EE1DBCEA1B09BCCFA4,D8AAEFB0E75E11EE1DBCEA1B09BCCFA4,D8AAEFB0E75E11EE1DBCEA1B09BCCFA4,D8AAEFB0E75E11EE1DBCEA1B09BCCFA4,D8AAEFB2E75E11EE1DBCEA1B09BCCFA4,D8AAEFB2E75E11EE1DBCEA1B09BCCFA4,D8AAEFB2E75E11EE1DBCEA1B09BCCFA4,D8AAEFB3E75E11EE1DBCEA1B09BCCFA4,D8AAEFB3E75E11EE1DBCEA1B09BCCFA4,D8AAEFB3E75E11EE1DBCEA1B09BCCFA4,5C2D7686EADE75311EE,5C2D7686EADE75311EE,5C2D7686EADE75311EE,5C7D7686EADE75311EE,5C7D7686EADE75311EE,5C7D7686EADE75311EE,5C8D7686EADE75311EE,5C8D7686EADE75311EE,5C8D7686EADE75311EE,5CBD7686EADE75311EE,5CBD7686EADE75311EE,5CBD7686EADE75311EE,5CDD7686EADE75311EE,5CDD7686EADE75311EE,5CDD7686EADE75311EE,5CFD7686EADE75311EE,5CFD7686EADE75311EE,5CFD7686EADE75311EE,5D0D7686EADE75311EE,5D0D7686EADE75311EE,5D0D7686EADE75311EE,5E3D7686EADE75311EE,5E3D7686EADE75311EE,5E3D7686EADE75311EE,5E4D7686EADE75311EE,5E4D7686EADE75311EE,5E4D7686EADE75311EE,5E5D7686EADE75311EE,5E5D7686EADE75311EE,5E5D7686EADE75311EE
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,-0.000034,0.000016,-0.000649,1,-52.254833,69.436493,33.009434,-51.789917,71.729637,68.756165,-51.811226,67.193169,68.913277,-52.70137,67.052933,-2.907589,-52.71682,71.770264,-2.724111,-51.779072,71.738075,68.743065,-51.821812,67.184738,68.908791,-52.693874,67.049347,-2.899056,-52.724098,71.774094,-2.717357,-77.792023,81.924355,25.359737,-77.973465,74.975624,17.832111,-77.108421,98.206177,11.099252,-77.299477,97.365219,26.844246,-77.516922,82.75531,-5.790492,-77.056755,88.358177,3.527452,-76.919647,99.484421,-6.091992,-77.567116,66.350266,-6.654098,-78.356514,64.524963,24.631535,-72.611602,64.031204,6.263396
1,0.008,-0.000037,0.000017,-0.000711,1,-52.254059,69.436485,33.009125,-51.788719,71.72979,68.755829,-51.8106,67.193329,68.912971,-52.701027,67.05275,-2.907878,-52.715885,71.770081,-2.72443,-51.779099,71.73822,68.741806,-51.819958,67.184937,68.908371,-52.693779,67.048508,-2.898439,-52.722889,71.774605,-2.717265,-77.803291,81.912376,25.349545,-77.979019,74.973869,17.813459,-77.115494,98.199501,11.093965,-77.315277,97.351234,26.840004,-77.518234,82.755852,-5.803069,-77.06028,88.358772,3.52194,-76.924286,99.48513,-6.097526,-77.561508,66.35482,-6.668588,-78.385696,64.519867,24.617165,-72.640784,64.026108,6.248906
2,0.016,-0.000052,0,-0.000693,1,-52.254822,69.435402,33.009262,-51.790821,71.729759,68.755928,-51.812534,67.193306,68.9132,-52.700447,67.050606,-2.907691,-52.715485,71.767937,-2.724382,-51.781036,71.738319,68.741379,-51.822029,67.184761,68.908394,-52.693176,67.046776,-2.897331,-52.722454,71.772087,-2.717705,-77.818558,81.897026,25.337679,-78.017975,74.953773,17.792297,-77.123955,98.194397,11.088453,-77.327438,97.338852,26.835817,-77.528397,82.763,-5.829512,-77.063278,88.359093,3.512249,-76.927086,99.485474,-6.102956,-77.558228,66.360695,-6.687792,-78.41526,64.510468,24.599894,-72.670348,64.016709,6.229702
3,0.025,-0.000047,0.000008,-0.000665,1,-52.252979,69.434776,33.009815,-51.78849,71.728828,68.7565,-51.809956,67.192368,68.913734,-52.699089,67.050293,-2.90716,-52.714382,71.767632,-2.723807,-51.778786,71.736923,68.74305,-51.819481,67.184326,68.907898,-52.691097,67.045059,-2.897576,-52.722134,71.773087,-2.715557,-77.831177,81.883873,25.327019,-78.029282,74.946724,17.772783,-77.132851,98.189957,11.081824,-77.340446,97.327087,26.829697,-77.530571,82.766502,-5.846047,-77.066132,88.357124,3.507386,-76.930504,99.487801,-6.108024,-77.55262,66.36248,-6.704597,-78.44754,64.497505,24.58156,-72.702628,64.003746,6.212897
