19,25,25,0.208,0.000983,-0.002062,-0.016883,0.999855,-52.99831,68.119698,32.154331,-52.586864,70.350288,67.821846,-53.34874,70.275536,-3.487816,-52.85598,65.85376,67.885712,-53.201668,65.999207,-3.602412,-52.528496,70.366058,67.849419,-53.45401,70.236137,-3.549647,-52.92701,65.833374,67.979912,-53.082859,66.045616,-3.721427,-68.238396,90.177628,27.370035,-68.660324,82.261932,16.974785,-67.979141,82.429253,49.065636,-67.78331,98.867104,31.78443,-66.993507,99.833664,48.824039,-68.298813,99.612518,15.48727,-68.431931,76.265297,38.439312,-70.137215,66.392906,48.888771,-69.440201,64.599098,33.035488,-70.049797,66.095657,16.775869
20,26,26,0.216,0.000974,-0.002065,-0.017652,0.999842,-53.000103,68.119034,32.155746,-52.585335,70.349541,67.823235,-53.347103,70.274849,-3.486434,-52.86137,65.853432,67.887154,-53.206615,65.998299,-3.600964,-52.528561,70.364639,67.85154,-53.453266,70.23494,-3.549765,-52.929382,65.834251,67.977585,-53.086548,66.045296,-3.722138,-68.235641,90.168228,27.365637,-68.664124,82.254723,16.966364,-67.982155,82.422134,49.061195,-67.790642,98.861511,31.779634,-67.009499,99.823387,48.819077,-68.297928,99.603447,15.484542,-68.415909,76.262512,38.436226,-70.074051,66.387024,48.887028,-69.40509,64.587135,33.028397,-70.056175,66.082138,16.759985
21,27,27,0.225,0.000982,-0.00207,-0.01802,0.999835,-52.999866,68.119225,32.155399,-52.58379,70.348801,67.822922,-53.344948,70.275917,-3.486743,-52.863129,65.852898,67.886765,-53.207607,65.999268,-3.601348,-52.527321,70.36393,67.850906,-53.452915,70.235901,-3.550582,-52.931107,65.833565,67.977158,-53.085804,66.04631,-3.72291,-68.239006,90.156418,27.362982,-68.6717,82.250473,16.956982,-67.981133,82.415428,49.059753,-67.799171,98.855118,31.772623,-67.027359,99.80793,48.815937,-68.300713,99.593506,15.478067,-68.407562,76.257431,38.433884,-69.994911,66.377266,48.881058,-69.356682,64.586205,33.018364,-70.067383,66.076149,16.749643
22,28,28,0.233,0.000982,-0.002069,-0.017002,0.999853,-53.000694,68.120781,32.152393,-52.589161,70.351334,67.819908,-53.350155,70.276649,-3.489757,-52.859352,65.854866,67.883766,-53.204113,66.00029,-3.60435,-52.529629,70.368324,67.850456,-53.453648,70.237427,-3.551712,-52.931297,65.833267,67.976669,-53.088017,66.046005,-3.72102,-68.235382,90.151413,27.356552,-68.677246,82.241974,16.95286,-67.980881,82.404877,49.0532,-67.805313,98.846886,31.77368,-67.04454,99.798569,48.809811,-68.304184,99.586632,15.474274,-68.399475,76.253098,38.427387,-69.926682,66.370132,48.872559,-69.329491,64.57943,33.013241,-70.079597,66.070595,16.740837
23,29,29,0.241,0.000993,-0.002094,-0.017226,0.999849,-52.999542,68.120865,32.153736,-52.588799,70.350471,67.821327,-53.34626,70.277649,-3.488386,-52.861004,65.854126,67.885071,-53.202122,66.001221,-3.603059,-52.531006,70.365517,67.847305,-53.453213,70.237404,-3.551296,-52.930302,65.834816,67.976227,-53.082626,66.048279,-3.71854,-68.226334,90.144798,27.351418,-68.680779,82.23111,16.950296,-67.978607,82.397179,49.043751,-67.811234,98.840401,31.773762,-67.058876,99.78479,48.812069,-68.306641,99.581139,15.472935,-68.391586,76.246819,38.420147,-69.85907,66.369835,48.861679,-69.303337,64.574234,33.004715,-70.090881,66.065308,16.732943
24,30,30,0.25,0.000987,-0.002074,-0.017042,0.999852,-52.999138,68.120697,32.153912,-52.587814,70.350861,67.821457,-53.348042,70.276947,-3.488222,-52.858364,65.854424,67.885277,-53.202343,66.000572,-3.602853,-52.529873,70.366692,67.848923,-53.452198,70.237854,-3.551073,-52.929104,65.833839,67.979774,-53.085716,66.046356,-3.718979,-68.218636,90.137016,27.348566,-68.689163,82.225159,16.942396,-67.966118,82.388893,49.036465,-67.822769,98.830757,31.771397,-67.073959,99.77092,48.80909,-68.315605,99.572655,15.468667,-68.379898,76.23745,38.415554,-69.797012,66.356804,48.852844,-69.275246,64.568909,32.994392,-70.10511,66.070229,16.699633
25,31,31,0.258,0.000994,-0.001997,-0.015502,0.999877,-52.99588,68.121422,32.154472,-52.586025,70.352501,67.821968,-53.356827,70.276924,-3.487587,-52.842705,65.85524,67.88578,-53.197964,66.001022,-3.602278,-52.530712,70.368973,67.85125,-53.453751,70.238998,-3.551715,-52.912201,65.833214,67.986359,-53.088177,66.046028,-3.722003,-68.202354,90.138641,27.339226,-68.698181,82.22847,16.932344,-67.957703,82.380791,49.028519,-67.832466,98.824081,31.773666,-67.088669,99.761742,48.80827,-68.322769,99.566307,15.468275,-68.372765,76.224579,38.411079,-69.716087,66.337608,48.846836,-69.252762,64.560532,32.981098,-70.116783,66.062279,16.689497
26,32,32,0.266,0.001026,-0.001982,-0.014944,0.999886,-52.992386,68.119659,32.154732,-52.584064,70.348984,67.822357,-53.356697,70.276955,-3.487182,-52.835728,65.85144,67.885902,-53.193062,66.001244,-3.60215,-52.527302,70.364944,67.85054,-53.45438,70.238762,-3.551416,-52.906219,65.830185,67.986191,-53.083004,66.046455,-3.719207,-68.195847,90.135376,27.335402,-68.709175,82.220436,16.927523,-67.938133,82.37011,49.014538,-67.84491,98.815727,31.773577,-67.102066,99.749741,48.807804,-68.324921,99.557121,15.468404,-68.361816,76.212593,38.407867,-69.633804,66.307976,48.838867,-69.228729,64.549118,32.966484,-70.12957,66.050323,16.684269
27,33,33,0.275,0.00101,-0.001974,-0.015735,0.999874,-52.993507,68.119446,32.156433,-52.581013,70.349144,67.82399,-53.355045,70.276306,-3.485537,-52.83979,65.852005,67.887665,-53.198181,66.000336,-3.600386,-52.527206,70.364449,67.850876,-53.453426,70.236671,-3.549872,-52.905582,65.83194,67.982933,-53.086697,66.047462,-3.719784,-68.186829,90.129745,27.330471,-68.723244,82.209206,16.923727,-67.91819,82.359665,49.003082,-67.856117,98.804543,31.772528,-67.117126,99.735817,48.804588,-68.336906,99.544411,15.464948,-68.347435,76.199295,38.404381,-69.542946,66.269249,48.816948,-69.19104,64.535225,32.954227,-70.142349,66.037109,16.679306
28,34,34,0.283,0.000997,-0.002008,-0.015737,0.999874,-52.994312,68.119774,32.152836,-52.584171,70.350418,67.820374,-53.353481,70.275688,-3.489217,-52.842968,65.853287,67.88414,-53.196629,65.99971,-3.603944,-52.525764,70.367119,67.849754,-53.453171,70.237175,-3.551935,-52.914936,65.831421,67.982201,-53.084427,66.044991,-3.720665,-68.175888,90.124855,27.325163,-68.71846,82.177864,16.912069,-67.89444,82.349113,48.994938,-67.86776,98.79142,31.766371,-67.13002,99.720383,48.801109,-68.347404,99.529533,15.460189,-68.339302,76.185234,38.401863,-69.471451,66.236832,48.800522,-69.164566,64.512924,32.945095,-70.154778,66.029839,16.674692
29,35,35,0.291,0.001013,-0.002029,-0.016201,0.999866,-52.99638,68.120003,32.152611,-52.585663,70.34906,67.820236,-53.352058,70.277451,-3.489384,-52.848637,65.852165,67.883835,-53.199173,66.001335,-3.604245,-52.526867,70.365028,67.849403,-53.452431,70.23941,-3.551544,-52.920437,65.831413,67.980499,-53.085907,66.046181,-3.721299,-68.158409,90.122009,27.321928,-68.711121,82.161942,16.893248,-67.867844,82.336014,48.985699,-67.878281,98.775909,31.76679,-67.14193,99.706764,48.798008,-68.354668,99.519539,15.459326,-68.313988,76.177689,38.396988,-69.393898,66.219269,48.796425,-69.148102,64.485184,32.936737,-70.161636,66.016594,16.676519
30,36,36,0.3,0.000989,-0.002057,-0.016835,0.999856,-52.997303,68.119293,32.153316,-52.58572,70.349533,67.820862,-53.348286,70.275482,-3.4888,-52.854401,65.852982,67.884666,-53.200809,65.999176,-3.603452,-52.527767,70.364799,67.849716,-53.452419,70.237061,-3.552226,-52.924473,65.833351,67.977676,-53.083794,66.04425,-3.721325,-68.134155,90.117867,27.320656,-68.710976,82.143463,16.884474,-67.827614,82.325897,48.979481,-67.890488,98.764793,31.760094,-67.158188,99.69175,48.796249,-68.364754,99.506447,15.459861,-68.283211,76.166016,38.397068,-69.301498,66.210541,48.79628,-69.122131,64.461433,32.935131,-70.1745,65.998878,16.68144
31,37,37,0.308,0.000986,-0.002024,-0.016522,0.999861,-52.995213,68.11898,32.156116,-52.58268,70.349701,67.823616,-53.349888,70.274719,-3.48599,-52.848537,65.852982,67.887459,-53.199745,65.998505,-3.600624,-52.529545,70.364204,67.849167,-53.451664,70.236595,-3.551599,-52.914913,65.83342,67.984795,-53.085094,66.043785,-3.720413,-68.127151,90.10762,27.319918,-68.719765,82.13018,16.88431,-67.796257,82.311157,48.975666,-67.900536,98.754494,31.759956,-67.174667,99.679314,48.794071,-68.3769,99.49012,15.460597,-68.252235,76.155472,38.397175,-69.23185,66.197662,48.801991,-69.098732,64.443893,32.936562,-70.181473,65.982201,16.684896
32,38,38,0.316,0.001009,-0.001954,-0.01436,0.999895,-52.991802,68.11985,32.153057,-52.584106,70.350929,67.820587,-53.3606,70.275459,-3.488916,-52.830517,65.853104,67.8843,-53.191982,65.999931,-3.603739,-52.530849,70.367073,67.846611,-53.453838,70.23848,-3.552257,-52.899796,65.83046,67.991272,-53.086185,66.04425,-3.721862,-68.110588,90.101707,27.322832,-68.705589,82.125473,16.870871,-67.759384,82.29731,48.973892,-67.912903,98.737534,31.756443,-67.189636,99.665939,48.79491,-68.383087,99.463402,15.460302,-68.221519,76.144066,38.403198,-69.157997,66.183754,48.80394,-69.088699,64.420654,32.946461,-70.185638,65.96563,16.690531
33,39,39,0.325,0.001023,-0.001934,-0.014013,0.9999,-52.989979,68.118324,32.153656,-52.582401,70.348671,67.821236,-53.36171,70.274696,-3.488245,-52.825684,65.850662,67.884827,-53.190125,65.99929,-3.60319,-52.528347,70.365005,67.847908,-53.452839,70.236,-3.550667,-52.893742,65.828568,67.988503,-53.085674,66.045975,-3.72237,-68.099419,90.092133,27.323856,-68.708534,82.104126,16.870707,-67.71891,82.282066,48.970146,-67.92469,98.721657,31.753307,-67.200874,99.649033,48.796593,-68.402115,99.433258,15.46154,-68.189995,76.129128,38.403591,-69.098572,66.169487,48.810295,-69.069183,64.402061,32.950272,-70.191017,65.945549,16.697994
34,40,40,0.333,0.001027,-0.00196,-0.014674,0.99989,-52.99086,68.117958,32.152958,-52.582169,70.347473,67.82058,-53.357899,70.275101,-3.488937,-52.831406,65.849792,67.884117,-53.191967,65.999474,-3.603911,-52.526428,70.363968,67.848099,-53.452641,70.236313,-3.550612,-52.90094,65.82782,67.985176,-53.083717,66.045937,-3.723124,-68.084793,90.086403,27.327093,-68.7146,82.080528,16.871574,-67.681656,82.268211,48.965065,-67.953804,98.697205,31.764153,-67.230225,99.627174,48.802559,-68.418465,99.412674,15.465522,-68.16552,76.11367,38.402748,-69.045998,66.15686,48.813824,-69.03244,64.393982,32.956547,-70.192291,65.928963,16.703178
35,41,41,0.341,0.001015,-0.001998,-0.015407,0.999879,-52.993946,68.118927,32.152668,-52.584602,70.348587,67.820274,-53.355217,70.275848,-3.489306,-52.840431,65.85128,67.883888,-53.195549,65.999977,-3.60418,-52.527409,70.364929,67.84848,-53.452862,70.237442,-3.550637,-52.911194,65.829758,67.982826,-53.084469,66.045677,-3.722796,-68.075439,90.078667,27.32616,-68.719467,82.057541,16.87414,-67.640472,82.256424,48.962704,-67.970055,98.681679,31.763655,-67.249992,99.607338,48.802727,-68.437981,99.386482,15.467945,-68.146957,76.09539,38.407413,-68.998322,66.147125,48.814816,-69.005928,64.374252,32.962818,-70.190681,65.908493,16.710733
36,42,42,0.35,0.000995,-0.002031,-0.016556,0.99986,-52.997612,68.120712,32.153446,-52.585392,70.350746,67.820984,-53.351677,70.277145,-3.488627,-52.851562,65.854042,67.884758,-53.201824,66.000916,-3.603333,-52.526802,70.366211,67.850677,-53.453739,70.239296,-3.552739,-52.922852,65.834007,67.980515,-53.087173,66.045372,-3.720868,-68.070015,90.067825,27.331785,-68.725822,82.025925,16.882946,-67.609962,82.237663,48.967571,-67.985962,98.656013,31.765604,-67.275879,99.585571,48.801048,-68.464302,99.343475,15.469299,-68.12326,76.077736,38.413868,-68.934837,66.128548,48.825119,-68.953117,64.346886,32.966923,-70.187531,65.882095,16.717112
37,43,43,0.358,0.000985,-0.002053,-0.017022,0.999853,-52.999908,68.119247,32.152142,-52.587189,70.349571,67.819656,-53.350388,70.27533,-3.489989,-52.857548,65.853119,67.883507,-53.204514,65.998962,-3.604612,-52.5266,70.366425,67.850655,-53.453426,70.236366,-3.551878,-52.930321,65.831802,67.976418,-53.089027,66.044327,-3.720306,-68.068382,90.055939,27.333981,-68.730125,81.994263,16.891106,-67.582771,82.221336,48.97047,-68.002113,98.629951,31.768459,-67.288467,99.5644,48.804649,-68.487885,99.306389,15.474631,-68.08786,76.071609,38.412361,-68.858307,66.096329,48.841805,-68.915482,64.309341,32.973,-70.179161,65.843353,16.75235
38,44,44,0.366,0.000977,-0.002056,-0.016924,0.999854,-53.000278,68.119698,32.152863,-52.588184,70.3507,67.820343,-53.35099,70.275124,-3.489306,-52.857666,65.854195,67.88427,-53.204281,65.998779,-3.603861,-52.527927,70.367043,67.851273,-53.453518,70.237137,-3.550975,-52.930374,65.833389,67.977997,-53.088974,66.043175,-3.720512,-68.064049,90.042519,27.334064,-68.736328,81.964317,16.894169,-67.565117,82.206276,48.978252,-68.022736,98.603287,31.769499,-67.302307,99.542931,48.807266,-68.509773,99.269264,15.475236,-68.067932,76.040482,38.421669,-68.785652,66.049797,48.856098,-68.849083,64.29129,32.991901,-70.174507,65.813522,16.767406
39,45,45,0.375,0.000975,-0.002059,-0.017022,0.999853,-52.998821,68.119698,32.153637,-52.586491,70.350716,67.821114,-53.348915,70.275101,-3.488538,-52.856857,65.854256,67.88504,-53.203041,65.998726,-3.603074,-52.527672,70.36644,67.849983,-53.45245,70.236458,-3.550256,-52.927887,65.834129,67.978119,-53.086388,66.044083,-3.720478,-68.0588,90.022156,27.340258,-68.739761,81.920265,16.900883,-67.5429,82.187492,48.989353,-68.045876,98.57386,31.772276,-67.31881,99.514236,48.80883,-68.536003,99.229301,15.481183,-68.039413,76.003632,38.433697,-68.720367,65.995499,48.869083,-68.798141,64.260559,33.008926,-70.15831,65.772224,16.777891
