,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1063,Unlabeled 1063,Unlabeled 1063,Unlabeled 1064,Unlabeled 1064,Unlabeled 1064,Unlabeled 1065,Unlabeled 1065,Unlabeled 1065,Unlabeled 1066,Unlabeled 1066,Unlabeled 1066,Unlabeled 1067,Unlabeled 1067,Unlabeled 1067,Unlabeled 1068,Unlabeled 1068,Unlabeled 1068,Unlabeled 1069,Unlabeled 1069,Unlabeled 1069,Unlabeled 1070,Unlabeled 1070,Unlabeled 1070,Unlabeled 1071,Unlabeled 1071,Unlabeled 1071,Unlabeled 1072,Unlabeled 1072,Unlabeled 1072
,ID,1423224FEEEBCE111EE,1423224FEEEBCE111EE,1423224FEEEBCE111EE,1443224FEEEBCE111EE,1443224FEEEBCE111EE,1443224FEEEBCE111EE,1463224FEEEBCE111EE,1463224FEEEBCE111EE,1463224FEEEBCE111EE,1683224FEEEBCE111EE,1683224FEEEBCE111EE,1683224FEEEBCE111EE,16B3224FEEEBCE111EE,16B3224FEEEBCE111EE,16B3224FEEEBCE111EE,16C3224FEEEBCE111EE,16C3224FEEEBCE111EE,16C3224FEEEBCE111EE,16D3224FEEEBCE111EE,16D3224FEEEBCE111EE,16D3224FEEEBCE111EE,1703224FEEEBCE111EE,1703224FEEEBCE111EE,1703224FEEEBCE111EE,1733224FEEEBCE111EE,1733224FEEEBCE111EE,1733224FEEEBCE111EE,1743224FEEEBCE111EE,1743224FEEEBCE111EE,1743224FEEEBCE111EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
276,2.299,-96.327995,114.07077,35.915997,-96.776093,108.658279,2.892524,-97.131599,112.473663,-32.24688,-48.636044,50.253151,3.885029,-88.275711,94.506165,-9.495194,-56.413353,69.692772,10.608606,-76.15641,79.403221,33.035816,-46.622578,60.426796,32.963963,-48.436592,61.497253,-29.122942,-76.168373,78.116722,-29.329824
277,2.308,-96.514641,113.537994,35.90229,-96.923241,108.040085,2.913425,-97.309601,111.951828,-32.185276,-48.677158,50.177692,3.885885,-88.667595,93.840385,-9.487553,-56.600117,69.271782,10.565822,-76.299164,78.909615,33.032749,-46.606251,60.231174,32.905041,-48.412159,61.498886,-29.095787,-76.343925,77.63842,-29.306824
278,2.316,-96.699867,113.076904,35.890579,-97.065041,107.519081,2.959352,-97.465477,111.497459,-32.136353,-48.677143,50.126797,3.884805,-88.990913,93.282608,-9.486649,-56.763927,68.86467,10.551318,-76.43383,78.484673,33.035664,-46.620697,60.096405,32.88665,-48.396427,61.501129,-29.082016,-76.477013,77.223083,-29.273865
279,2.325,-96.902008,112.551842,35.864182,-97.243004,106.928574,2.955958,-97.642761,110.987877,-32.08157,-48.680805,50.081627,3.876087,-89.353188,92.650673,-9.474432,-56.965401,68.433167,10.529562,-76.346397,78.080261,33.123241,-46.625675,60.021793,32.875546,-48.378269,61.500698,-29.069223,-76.643799,76.728951,-29.214478
280,2.333,-97.046951,112.105469,35.849907,-97.364716,106.423317,2.932917,-97.817574,110.546516,-32.063942,-48.69828,50.032215,3.848742,-89.66465,92.102203,-9.473929,-57.149147,68.065926,10.497752,-76.435242,77.690002,33.151131,-46.631386,59.975113,32.875355,-48.352604,61.502987,-29.060894,-76.794174,76.349579,-29.201874
281,2.341,-97.217804,111.662254,35.838039,-97.515198,105.919838,2.956475,-97.981247,110.129059,-32.049644,-48.679905,50.012268,3.834434,-89.983765,91.555534,-9.455094,-57.330341,67.671364,10.505849,-76.577217,77.292007,33.180122,-46.632961,59.912292,32.866928,-48.337234,61.505379,-29.058329,-76.931435,75.966965,-29.202192
282,2.35,-97.416344,111.162735,35.823364,-97.625793,105.356422,2.964768,-98.157356,109.646461,-32.025627,-48.614826,50.01329,3.807438,-90.355705,90.930382,-9.449671,-57.542507,67.281845,10.44739,-76.712509,76.806023,33.293869,-46.639118,59.850735,32.854454,-48.322132,61.50338,-29.049719,-77.075127,75.540886,-29.228512
283,2.358,-97.589806,110.70607,35.836132,-97.761238,104.833237,2.966635,-98.329903,109.193848,-32.03093,-48.536819,50.018684,3.776525,-90.660713,90.418213,-9.430175,-57.726715,66.903374,10.416786,-76.798111,76.4039,33.386292,-46.664299,59.765213,32.832764,-48.306274,61.501007,-29.049032,-77.178726,75.178131,-29.282484
284,2.366,-97.743675,110.262939,35.849194,-97.851845,104.371284,2.975072,-98.483337,108.77005,-32.014378,-48.440739,50.029285,3.769247,-90.99247,89.864464,-9.430082,-57.919704,66.520317,10.401637,-77.102249,75.996002,33.380146,-46.672195,59.717827,32.826591,-48.298351,61.500603,-29.05267,-77.322418,74.809311,-29.380283
285,2.375,-97.939056,109.753456,35.832039,-97.998512,103.826462,2.960585,-98.657639,108.29911,-31.993277,-48.346004,50.016464,3.746496,-91.334404,89.305664,-9.42036,-58.144623,66.164795,10.376502,-77.369247,75.530434,33.50602,-46.666988,59.667976,32.816242,-48.282921,61.497967,-29.05233,-77.45533,74.387131,-29.493492
286,2.383,-98.091034,109.326897,35.816696,-98.123581,103.368546,2.962823,-98.813461,107.889488,-31.994715,-48.266754,49.963573,3.732363,-91.670769,88.763191,-9.418642,-58.355923,65.777306,10.387276,-77.48642,75.168282,33.6269,-46.676765,59.626942,32.808739,-48.270836,61.495399,-29.055067,-77.55027,74.016579,-29.626911
287,2.391,-98.235962,108.897926,35.812382,-98.214333,102.911995,2.943319,-98.957405,107.469109,-31.992546,-48.148235,49.935047,3.73107,-91.960121,88.273552,-9.409163,-58.586586,65.450378,10.349945,-77.610596,74.782883,33.725731,-46.676003,59.590904,32.802788,-48.267071,61.495232,-29.058058,-77.657112,73.633774,-29.783609
288,2.399,-98.406555,108.462105,35.799458,-98.292007,102.478203,2.94626,-99.116531,107.040741,-31.998739,-48.012779,49.902145,3.710625,-92.268867,87.824562,-9.393332,-58.832073,65.090126,10.329113,-77.748291,74.387688,33.850624,-46.684475,59.543312,32.804211,-48.265518,61.494152,-29.059172,-77.762207,73.31427,-29.993721
289,2.408,-98.560616,107.990685,35.779179,-98.452393,101.977264,2.945878,-99.287331,106.557121,-32.010277,-47.856686,49.873535,3.667301,-92.631874,87.303009,-9.408255,-59.085838,64.746841,10.283031,-77.901863,73.988113,33.935226,-46.685963,59.509171,32.802036,-48.265106,61.494076,-29.060343,-77.884827,72.885811,-30.215984
290,2.416,-98.723427,107.570717,35.759674,-98.549149,101.563011,2.937463,-99.441246,106.153168,-32.018314,-47.708218,49.848347,3.6467,-92.899269,86.826546,-9.444233,-59.270035,64.442711,10.282442,-77.999115,73.630241,33.985474,-46.687157,59.483646,32.797825,-48.266689,61.493683,-29.061041,-77.977966,72.54171,-30.428358
291,2.424,-98.881378,107.152596,35.745403,-98.656975,101.171829,2.912188,-99.619095,105.744316,-32.053139,-47.542942,49.836674,3.642155,-93.153404,86.345901,-9.469824,-59.472729,64.129929,10.273339,-78.095016,73.266792,34.048019,-46.685902,59.460674,32.795288,-48.266407,61.492928,-29.061581,-78.064934,72.231308,-30.66003
292,2.433,-99.035927,106.691254,35.735363,-98.766747,100.702652,2.870471,-99.777351,105.319443,-32.04829,-47.367287,49.819462,3.642758,-93.46666,85.797707,-9.513612,-59.67231,63.84465,10.265108,-78.333,72.774574,34.11528,-46.671989,59.428703,32.794048,-48.259716,61.490788,-29.062208,-78.181442,71.863464,-30.898819
293,2.441,-99.197029,106.276794,35.721691,-98.902313,100.289963,2.863048,-99.911942,104.913269,-32.033897,-47.199665,49.836166,3.652752,-93.733719,85.314194,-9.526841,-59.81226,63.551392,10.297093,-78.517456,72.401009,34.152542,-46.674767,59.391678,32.788139,-48.254482,61.489002,-29.066303,-78.248405,71.554718,-31.10322
294,2.45,-99.344208,105.829178,35.705948,-99.053703,99.839958,2.858396,-100.087296,104.441277,-32.050644,-47.01746,49.873249,3.629373,-94.05471,84.828499,-9.580084,-59.99514,63.294456,10.277528,-78.667694,71.991096,34.185364,-46.664173,59.367317,32.793495,-48.24715,61.483227,-29.073936,-78.359222,71.189743,-31.256378
295,2.458,-99.50808,105.45565,35.678062,-99.176033,99.432335,2.836518,-100.229935,104.035095,-32.069683,-46.837196,49.918533,3.60353,-94.323456,84.397293,-9.617678,-60.134876,63.069489,10.314239,-78.83667,71.574608,34.203918,-46.655853,59.345692,32.807865,-48.242241,61.47847,-29.096445,-78.411858,70.868866,-31.355991
296,2.466,-99.666367,105.05098,35.660576,-99.319756,99.035706,2.825476,-100.384315,103.666412,-32.089329,-46.678017,49.971081,3.586978,-94.568092,83.967888,-9.639531,-60.274677,62.872147,10.367388,-78.994331,71.212234,34.215305,-46.636547,59.327877,32.823162,-48.234928,61.473381,-29.1199,-78.470238,70.595154,-31.505838
297,2.475,-99.825546,104.598984,35.653244,-99.455635,98.607269,2.818189,-100.537338,103.247688,-32.08213,-46.503281,50.053345,3.570016,-94.834122,83.453568,-9.636724,-60.486187,62.736046,10.405682,-79.2547,70.771996,34.293087,-46.612389,59.305256,32.847534,-48.224545,61.467827,-29.15019,-78.526001,70.319,-31.694708
298,2.483,-99.98632,104.200378,35.649582,-99.615303,98.235718,2.825203,-100.695732,102.86068,-32.109215,-46.323544,50.167648,3.541694,-95.081383,82.986176,-9.640591,-60.765106,62.680466,10.414255,-79.434296,70.363579,34.339897,-46.594734,59.27319,32.869606,-48.219482,61.465981,-29.184019,-78.529564,70.063782,-31.848734
299,2.491,-100.113892,103.804291,35.644932,-99.761726,97.851189,2.805381,-100.842224,102.483704,-32.126835,-46.086987,50.31464,3.511438,-95.310036,82.55619,-9.646155,-61.143803,62.700867,10.412121,-79.537918,70.016144,34.410744,-46.579868,59.236855,32.902832,-48.215137,61.465919,-29.240313,-78.510536,69.791397,-31.980425
300,2.5,-100.294708,103.330956,35.668518,-99.919006,97.422821,2.785968,-101.015648,102.078011,-32.137043,-45.883312,50.481232,3.484421,-95.559593,82.058922,-9.655566,-61.677807,62.619705,10.444604,-79.785065,69.582146,34.472683,-46.563999,59.193729,32.935959,-48.201893,61.460918,-29.299438,-78.462753,69.638458,-32.142464
301,2.508,-100.438835,102.892914,35.691921,-100.084114,97.045715,2.783755,-101.147125,101.751694,-32.131546,-45.717831,50.635815,3.454458,-95.767723,81.602211,-9.650614,-62.20116,62.496544,10.463329,-80.015984,69.166412,34.567947,-46.540676,59.159191,32.9716,-48.197208,61.461903,-29.358868,-78.502609,69.566772,-32.229973
302,2.516,-100.582214,102.475151,35.726784,-100.254784,96.702484,2.771982,-101.287712,101.386032,-32.126766,-45.496807,50.857521,3.417354,-95.984634,81.161293,-9.681588,-62.701088,62.376404,10.459394,-80.192482,68.805161,34.618698,-46.505756,59.101795,33.04089,-48.194519,61.459995,-29.437138,-78.577805,69.511276,-32.255981
303,2.524,-100.75666,102.098175,35.725529,-100.392532,96.321991,2.765398,-101.440987,101.033333,-32.124458,-45.315456,51.088135,3.402387,-96.187141,80.774498,-9.726644,-63.119419,62.180096,10.480047,-80.315231,68.499451,34.668854,-46.550674,58.981483,33.144955,-48.201855,61.461956,-29.506403,-78.747597,69.339462,-32.170147
304,2.533,-100.916443,101.656433,35.720417,-100.558434,95.879448,2.783229,-101.62455,100.672592,-32.131844,-45.112057,51.365406,3.411348,-96.409431,80.325325,-9.762816,-63.497589,61.957176,10.481914,-80.482399,68.134895,34.704998,-46.529221,58.892136,33.251865,-48.220497,61.459869,-29.590549,-79,69.057877,-31.947079
305,2.541,-101.080528,101.275314,35.716057,-100.724052,95.491898,2.829306,-101.753235,100.326836,-32.10952,-44.977943,51.606155,3.431412,-96.611778,79.907646,-9.770119,-63.763218,61.805843,10.493713,-80.430565,67.983185,34.802486,-46.45932,58.865334,33.387394,-48.219723,61.461906,-29.681042,-79.298653,68.731728,-31.680143
306,2.549,-101.244843,100.89917,35.712929,-100.865173,95.132294,2.782292,-101.894379,99.966118,-32.099396,-44.788456,51.908325,3.425622,-96.818176,79.514175,-9.771865,-63.973927,61.820633,10.502164,-80.34201,67.823982,34.8801,-46.297966,58.992046,33.667938,-48.222118,61.467308,-29.75742,-79.660103,68.259132,-31.399769
307,2.558,-101.403961,100.505234,35.706093,-101.026199,94.737747,2.744113,-102.071526,99.595192,-32.094578,-44.584785,52.289917,3.412563,-97.040863,79.058212,-9.775485,-64.147026,61.911137,10.535557,-80.479584,67.553146,34.918167,-46.311031,58.855133,33.898602,-48.227493,61.459232,-29.844067,-80.143257,67.648163,-31.154448
308,2.566,-101.576782,100.18158,35.689308,-101.162888,94.358528,2.750693,-102.236771,99.246445,-32.07877,-44.386501,52.758045,3.436193,-97.201332,78.643867,-9.774242,-64.412651,61.973148,10.506223,-80.677704,67.328171,34.8288,-46.341682,58.696609,34.076199,-48.217976,61.449451,-29.921541,-80.625618,67.100296,-31.040916
309,2.575,-101.75074,99.774773,35.704052,-101.310059,93.956314,2.782548,-102.383186,98.853127,-32.054321,-44.206341,53.276817,3.458114,-97.399826,78.182655,-9.786683,-64.751068,61.968266,10.495273,-80.937233,67.096573,34.780415,-46.336193,58.553703,34.277542,-48.204102,61.441303,-29.975918,-81.195808,66.362991,-31.017517
310,2.583,-101.915405,99.398918,35.729172,-101.448479,93.638832,2.784357,-102.535698,98.528198,-32.061142,-43.997066,53.724937,3.460897,-97.608849,77.809792,-9.826399,-65.142105,61.894238,10.575882,-81.255524,66.756355,34.768089,-46.328846,58.435036,34.448284,-48.192303,61.432266,-30.016417,-81.614281,65.705261,-31.082422
311,2.591,-102.077118,99.066528,35.717506,-101.58522,93.254814,2.792574,-102.696823,98.186432,-32.060474,-43.83609,54.130096,3.462988,-97.801773,77.424149,-9.857044,-65.54026,61.942215,10.590743,-81.688644,66.413841,34.702713,-46.321831,58.321709,34.611362,-48.182972,61.42662,-30.082434,-82.049622,65.05954,-31.13913
312,2.6,-102.246117,98.680786,35.705715,-101.748047,92.86364,2.810551,-102.88253,97.812386,-32.057045,-43.722324,54.665375,3.488945,-98.011215,77.009872,-9.856911,-66.025818,61.874699,10.68516,-82.262184,65.948074,34.600052,-46.03908332,58.16393483,34.60440165,-48.156425,61.421577,-30.164623,-82.538071,64.32972,-31.207064
313,2.608,-102.432678,98.346161,35.708206,-101.870323,92.531921,2.789535,-103.020645,97.52375,-32.050621,-43.63818,55.190002,3.52136,-98.225929,76.650925,-9.840364,-66.389046,61.831959,10.858452,-82.766113,65.465698,34.52626,-45.79501321,58.04910658,34.6203102,-48.107296,61.414997,-30.230635,-83.006927,63.73082,-31.219929
314,2.616,-102.606392,98.037872,35.687653,-101.99894,92.180679,2.780308,-103.171204,97.188995,-32.051262,-43.589775,55.74007,3.583555,-98.448196,76.262466,-9.844533,-66.680351,61.890221,10.943274,-83.195137,64.986946,34.479584,-45.54422265,57.92590956,34.64290637,-48.084675,61.394371,-30.295259,-83.396324,63.200676,-31.21841
315,2.625,-102.778862,97.654709,35.672459,-102.161156,91.787743,2.77637,-103.353584,96.856064,-32.077023,-43.63512,56.281166,3.623078,-98.735985,75.859505,-9.850188,-66.969124,61.883865,11.085039,-83.694626,64.45668,34.517231,-45.28402522,57.91056184,34.63174527,-48.059517,61.376995,-30.362055,-83.842682,62.739182,-31.108824
316,2.633,-102.954613,97.318001,35.677441,-102.295456,91.503082,2.751687,-103.524651,96.545837,-32.07515,-43.69656,56.695068,3.696352,-99.00116,75.47728,-9.847627,-67.240303,61.851013,11.176091,-83.942558,64.081993,34.660782,-44.966949,56.903255,34.571503,-48.045105,61.367779,-30.391752,-84.186348,62.328255,-30.979019
317,2.641,-103.101395,97.005951,35.656517,-102.423271,91.167831,2.752962,-103.695389,96.266518,-32.086235,-43.800552,57.064182,3.751218,-99.295464,75.161919,-9.877259,-67.535294,61.817623,11.250934,-84.046761,63.860626,34.739204,-44.923096,57.234848,34.699554,-48.045597,61.370598,-30.408791,-84.536903,62.06966,-30.903154
318,2.649,-103.276337,96.665085,35.65049,-102.558098,90.893745,2.721454,-103.830765,95.99054,-32.06134,-43.930111,57.328617,3.833146,-99.633667,74.806992,-9.893041,-67.841194,61.871986,11.223575,-84.117416,63.605667,34.839378,-44.819962,57.431515,34.763424,-48.058708,61.379444,-30.423698,-85.019859,62.07074,-30.879086
319,2.658,-103.486084,96.294678,35.659195,-102.709267,90.545876,2.709796,-104.014229,95.66938,-32.06868,-44.118259,57.610477,3.84583,-100.023773,74.436646,-9.900001,-68.16964,61.860363,11.19332,-84.176308,63.427109,34.997837,-44.644798,57.824062,34.581802,-48.07761,61.401039,-30.44743,-85.571136,62.078762,-30.879265
320,2.666,-103.638016,95.978508,35.675934,-102.841187,90.249474,2.709167,-104.177391,95.374512,-32.094486,-44.281353,57.789314,3.829047,-100.38475,74.080971,-9.891533,-68.422928,61.836029,11.179022,-84.293991,63.20932,35.024109,-44.470043,58.17955,34.307674,-48.092518,61.427135,-30.467928,-85.968712,62.035538,-30.908329
321,2.674,-103.816811,95.67865,35.696384,-102.982056,89.974098,2.728419,-104.342415,95.061058,-32.10466,-44.454937,57.904648,3.821623,-100.796524,73.732307,-9.889148,-68.666855,61.846413,11.156668,-84.501579,62.948193,35.087048,-44.427616,58.655884,34.025272,-48.109264,61.461872,-30.493317,-86.30928,62.03767,-30.95158
322,2.683,-104.028847,95.349594,35.691887,-103.156326,89.664116,2.745597,-104.496597,94.760315,-32.101471,-44.67717,57.999451,3.761004,-101.23745,73.373207,-9.896924,-68.913528,61.85178,11.145965,-84.809769,62.664391,35.078014,-44.547379,59.055225,33.902786,-48.120193,61.497463,-30.530283,-86.59919,61.972279,-31.019779
323,2.691,-104.176262,95.090622,35.708557,-103.284264,89.389,2.742758,-104.660713,94.466408,-32.09864,-44.843636,58.031399,3.703822,-101.644745,73.028793,-9.893514,-69.115311,61.837666,11.143824,-85.128006,62.438847,35.087894,-44.72913,59.363876,33.954536,-48.150612,61.547958,-30.5902,-86.789612,61.932858,-31.040699
324,2.7,-104.38192,94.796677,35.724659,-103.436615,89.087807,2.761651,-104.833878,94.174629,-32.08812,-45.07613,58.050652,3.663162,-102.124809,72.663719,-9.852087,-69.321167,61.825352,11.156152,-85.548462,62.190777,35.077671,-44.85923,59.628445,34.073975,-48.202049,61.650688,-30.682367,-86.910851,61.956043,-31.052166
325,2.708,-104.564857,94.509979,35.747166,-103.579315,88.80571,2.802643,-105.001724,93.881416,-32.079666,-45.333076,58.058487,3.663048,-102.594612,72.363373,-9.828127,-69.472794,61.820477,11.141331,-85.86058,62.073635,35.108261,-44.871078,59.825397,34.13271,-48.273926,61.785519,-30.764454,-87.108643,61.93922,-31.121195
326,2.716,-104.715111,94.253883,35.794754,-103.723274,88.517151,2.866657,-105.144608,93.62484,-32.048813,-45.613678,58.043373,3.673282,-103.04248,72.065567,-9.776252,-69.654343,61.834263,11.105338,-86.12529,61.974747,35.176624,-44.923389,60.035294,34.208214,-48.378994,61.979069,-30.850107,-87.333885,61.965763,-31.176168
327,2.725,-104.913918,93.956909,35.838322,-103.919014,88.220688,2.879665,-105.322578,93.327759,-32.011086,-45.930405,58.02121,3.664862,-103.572037,71.747749,-9.736267,-69.823593,61.878376,11.047357,-86.351936,61.942852,35.209167,-44.932018,60.189102,34.245121,-48.501953,62.17704,-30.916616,-87.566856,61.990143,-31.226326
328,2.733,-105.047783,93.722321,35.852699,-104.105545,87.927132,2.894925,-105.498184,93.075912,-32.002171,-46.159878,58.014687,3.655672,-104.016205,71.480217,-9.687666,-69.972382,61.850388,10.996045,-86.498299,61.987228,35.199867,-44.881462,60.341972,34.24123,-48.638855,62.359077,-30.971802,-87.741974,61.981903,-31.241257
329,2.741,-105.214775,93.488899,35.868462,-104.268227,87.684509,2.916505,-105.671463,92.82708,-31.987461,-46.416355,57.98843,3.546452,-104.447731,71.231201,-9.644313,-70.076149,61.843193,10.974879,-86.595978,62.117489,35.139069,-44.949451,60.615559,34.196522,-48.784889,62.487976,-31.00906,-87.878899,61.972755,-31.23177
330,2.75,-105.412971,93.233276,35.885796,-104.459587,87.358955,2.954564,-105.856232,92.538216,-31.936192,-46.877705,57.742702,3.33576,-104.947266,70.958183,-9.619022,-70.15889,61.82362,11.015351,-86.635788,62.230103,35.126652,-45.087532,61.013241,34.122787,-48.970715,62.629341,-31.06345,-88.03347,61.956871,-31.218964
331,2.758,-105.550125,93.052414,35.890015,-104.654221,87.088486,2.990356,-106.00251,92.319191,-31.905252,-46.763794,57.863235,3.33562,-105.352341,70.782341,-9.565372,-70.261475,61.782352,11.022467,-86.655136,62.286072,35.099392,-45.294086,61.350693,34.095528,-49.078716,62.678719,-31.084875,-88.177521,61.94582,-31.223801
332,2.766,-105.717728,92.801575,35.908768,-104.822777,86.813408,3.016379,-106.157127,92.067795,-31.863243,-46.452778,58.102966,3.327016,-105.752197,70.59491,-9.494812,-70.319626,61.77404,11.016435,-86.725655,62.317501,35.049683,-45.560982,61.599602,34.127419,-49.121429,62.692867,-31.108719,-88.285568,61.941044,-31.226803
333,2.774,-105.850365,92.584656,35.940247,-104.988953,86.554703,3.035484,-106.333374,91.828918,-31.840557,-46.163826,58.354412,3.310499,-106.11956,70.434975,-9.425351,-70.346085,61.77578,11.004839,-86.784401,62.336479,35.015137,-45.725555,61.717606,34.16148,-49.114315,62.698727,-31.132912,-88.389381,61.935329,-31.2264
334,2.783,-106.028091,92.347412,35.974182,-105.196449,86.289452,3.044076,-106.522751,91.565567,-31.796568,-45.864479,58.646309,3.287462,-106.511459,70.295242,-9.369341,-70.351654,61.795662,10.980549,-86.851105,62.345654,35.003979,-45.877018,61.839699,34.135052,-49.084759,62.707466,-31.165426,-88.481934,61.95026,-31.218412
335,2.791,-106.155548,92.144485,35.977497,-105.379555,86.007904,3.07705,-106.674446,91.341415,-31.762583,-45.627815,58.941471,3.299482,-106.799683,70.213333,-9.330699,-70.376518,61.802639,10.975021,-86.913467,62.342422,35.007648,-45.934113,61.871403,34.106277,-49.049507,62.715878,-31.197697,-88.541832,61.960835,-31.216257
336,2.799,-106.311127,91.963913,35.985806,-105.555046,85.752449,3.078572,-106.832863,91.131851,-31.742949,-45.410416,59.264069,3.318248,-107.044792,70.16214,-9.293109,-70.409851,61.802219,10.979349,-86.948029,62.331707,35.021885,-45.961864,61.891968,34.097282,-49.006744,62.727417,-31.231106,-88.587212,61.955406,-31.220446
337,2.808,-106.461166,91.750153,35.991337,-105.733398,85.454437,3.109191,-107.036697,90.86908,-31.724924,-45.164509,59.686111,3.368004,-107.271431,70.108223,-9.259924,-70.435951,61.797131,10.985841,-86.95266,62.310036,35.035713,-45.964806,61.896969,34.095959,-48.964432,62.748325,-31.246296,-88.619926,61.947189,-31.228947
338,2.816,-106.613098,91.548813,36.0121,-105.917397,85.228439,3.131403,-107.206276,90.659103,-31.70648,-45.049644,59.963573,3.376938,-107.412132,70.053894,-9.251963,-70.438255,61.798679,10.988779,-86.940681,62.260933,35.052761,-45.941753,61.882233,34.09927,-48.937737,62.771488,-31.247633,-88.629524,61.938839,-31.238226
339,2.825,-106.758095,91.367035,36.014557,-106.115723,84.942642,3.151887,-107.408508,90.440842,-31.703876,-44.979443,60.24398,3.365034,-107.506577,69.962784,-9.245653,-70.425194,61.799282,10.986484,-86.950211,62.179184,35.037529,-45.912682,61.867702,34.101059,-48.909424,62.792938,-31.247044,-88.619408,61.935043,-31.254478
340,2.833,-106.912064,91.210297,36.015965,-106.284538,84.710426,3.186964,-107.536972,90.255264,-31.662106,-44.951527,60.373055,3.371159,-107.500229,69.845108,-9.253983,-70.415871,61.79995,10.985892,-86.952576,62.127983,35.027309,-45.898079,61.853195,34.101135,-48.882401,62.805145,-31.24929,-88.60331,61.934929,-31.275898
341,2.841,-107.044495,91.016396,36.039688,-106.483772,84.517838,3.167389,-107.692657,90.073578,-31.65167,-44.950027,60.431652,3.373589,-107.504211,69.723549,-9.236959,-70.417496,61.799728,10.986045,-86.963661,62.074333,35.031422,-45.898361,61.854195,34.100746,-48.853519,62.819584,-31.247755,-88.598755,61.935295,-31.301298
342,2.85,-107.188881,90.831085,36.056152,-106.703293,84.346237,3.158136,-107.887184,89.88176,-31.65723,-44.956589,60.434212,3.367445,-107.536697,69.47657,-9.184744,-70.420509,61.800636,10.986071,-87.019234,62.007175,35.058327,-45.901718,61.858906,34.103024,-48.811249,62.841831,-31.242079,-88.60186,61.902271,-31.310658
343,2.858,-107.295189,90.700203,36.06757,-106.911552,84.154869,3.165317,-108.042953,89.733315,-31.644922,-44.963505,60.373569,3.363627,-107.541206,69.272591,-9.147388,-70.42086,61.798813,10.987019,-87.055031,61.954796,35.082008,-45.903496,61.857891,34.10239,-48.781586,62.865543,-31.244606,-88.617416,61.911247,-31.347448
344,2.866,-107.442902,90.563339,36.052803,-107.086388,84.004608,3.173856,-108.166374,89.607155,-31.622795,-44.990387,60.26255,3.35633,-107.519745,69.110802,-9.139405,-70.419807,61.799603,10.988109,-87.081787,61.925877,35.112583,-45.900379,61.85685,34.099602,-48.756325,62.884892,-31.246883,-88.606606,61.904812,-31.337791
345,2.875,-107.568428,90.4217,36.050434,-107.274307,83.877182,3.208457,-108.341621,89.45031,-31.629869,-45.033409,60.039795,3.364649,-107.514885,68.936234,-9.171278,-70.4198,61.799503,10.988285,-87.089554,61.906273,35.176586,-45.898842,61.853951,34.098766,-48.730217,62.906425,-31.249231,-88.609947,61.894821,-31.342278
346,2.883,-107.698021,90.288887,36.065369,-107.478226,83.774803,3.209913,-108.477226,89.335236,-31.629826,-45.119267,59.855896,3.380426,-107.479965,68.805656,-9.182441,-70.420998,61.803413,10.985118,-87.10582,61.886703,35.224678,-45.897503,61.852818,34.101032,-48.710114,62.91777,-31.252872,-88.611359,61.894299,-31.347042
347,2.891,-107.799767,90.179459,36.073036,-107.671402,83.687035,3.187023,-108.585037,89.245522,-31.615055,-45.20039,59.635681,3.365227,-107.454002,68.670692,-9.173106,-70.420998,61.800522,10.985141,-87.120316,61.871918,35.252205,-45.893623,61.849159,34.100018,-48.688965,62.928104,-31.247002,-88.609932,61.900879,-31.34853
348,2.899,-107.90712,90.085228,36.070694,-107.831535,83.618301,3.168939,-108.722511,89.165268,-31.614632,-45.310795,59.416336,3.371722,-107.462761,68.538292,-9.181135,-70.420425,61.800472,10.986419,-87.124023,61.865379,35.260601,-45.888897,61.843227,34.095905,-48.670422,62.926788,-31.232489,-88.609123,61.903,-31.348684
349,2.908,-108.033691,90.001671,36.078186,-107.995605,83.583099,3.186731,-108.858742,89.091034,-31.620491,-45.470238,59.194206,3.355726,-107.463585,68.43132,-9.194017,-70.418762,61.798615,10.988366,-87.113968,61.815338,35.30558,-45.88237,61.835991,34.094795,-48.667206,62.923645,-31.221598,-88.606575,61.899017,-31.345743
350,2.916,-108.121681,89.937592,36.087833,-108.155754,83.548393,3.198132,-108.97921,89.032211,-31.631783,-45.586498,59.038605,3.363854,-107.451477,68.30909,-9.19527,-70.418915,61.801105,10.988048,-87.112518,61.813927,35.314262,-45.875351,61.830681,34.091293,-48.675259,62.910374,-31.214861,-88.605515,61.898212,-31.345362
351,2.924,-108.244797,89.849228,36.107319,-108.287933,83.522369,3.221201,-109.073517,88.991631,-31.635654,-45.713699,58.913921,3.361083,-107.444611,68.210281,-9.204431,-70.418961,61.79784,10.987529,-87.117615,61.813812,35.315697,-45.869453,61.825012,34.089218,-48.696621,62.890797,-31.210064,-88.606239,61.898064,-31.344963
