Format Version,1.23,Take Name,Take 2024-03-18 05.27.03 PM,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2024-03-18 05.27.03.342 下午,Capture Start Frame,276967,Total Frames in Take,1201,Total Exported Frames,1201,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.166,-0.000384,0.024322,-0.001058,0.999704,-28.262741,29.141417,40.689514,-55.240025,29.109005,80.583641,-58.606232,28.203127,3.072757,1.898557,30.044847,78.275314,-1.103261,29.208691,0.826341,-55.275623,29.105667,80.526337,-58.423965,28.210348,3.110114,1.954207,30.048237,78.317978,-1.328798,29.200897,0.80923,-55.181801,112.710777,72.237366,-59.976971,113.233696,7.122293,-55.54422,72.557762,73.03656,-58.049667,30.488586,8.112056,-57.766174,111.840652,39.591034,-59.028469,71.955177,7.693152,-59.960262,91.181007,30.074654,-56.531479,53.221924,52.388954,-56.632454,30.024984,40.721066,-60.37278,30.278864,73.015907
21,0.175,-0.000385,0.024296,-0.001046,0.999704,-28.257729,29.141846,40.691429,-55.237026,29.108852,80.58419,-58.5993,28.202742,3.073144,1.90165,30.046085,78.278748,-1.096243,29.209703,0.829628,-55.272858,29.105577,80.526268,-58.423065,28.20965,3.111483,1.956465,30.049372,78.321114,-1.328876,29.201756,0.81037,-55.165554,112.700417,72.232857,-59.958618,113.226631,7.118165,-55.52272,72.536003,73.038948,-57.954865,30.438116,8.103314,-57.750996,111.826691,39.591537,-58.98872,71.940186,7.689376,-59.934044,91.153214,30.072733,-56.523632,53.208733,52.385838,-56.575466,30.004364,40.718735,-60.317509,30.242729,73.003654
22,0.183,-0.000384,0.024247,-0.00105,0.999705,-28.252373,29.141552,40.69323,-55.235649,29.108774,80.583313,-58.59021,28.202768,3.071919,1.903272,30.045467,78.283562,-1.086912,29.209188,0.834131,-55.271755,29.105494,80.524483,-58.422428,28.209358,3.111504,1.956135,30.048651,78.32518,-1.329133,29.200876,0.811144,-55.152069,112.69355,72.231522,-59.947384,113.216827,7.117135,-55.503155,72.513161,73.040306,-57.831989,30.442425,8.07967,-57.737392,111.806,39.584496,-58.956421,71.929939,7.68839,-59.894543,91.13868,30.07777,-56.511559,53.198719,52.391209,-56.501625,30.000061,40.723076,-60.269653,30.223488,72.995918
23,0.191,-0.000376,0.024201,-0.001036,0.999707,-28.244701,29.14176,40.696602,-55.231594,29.107512,80.584213,-58.579082,28.202751,3.072521,1.907495,30.0459,78.289688,-1.075619,29.210875,0.839978,-55.27066,29.103851,80.526085,-58.421356,28.209396,3.111403,1.958421,30.049206,78.328972,-1.328302,29.201508,0.811378,-55.138237,112.687012,72.230804,-59.930016,113.203255,7.119309,-55.477314,72.501976,73.040924,-57.745903,30.426281,8.086046,-57.722008,111.795296,39.580303,-58.911873,71.923264,7.685933,-59.873505,91.119087,30.077761,-56.490101,53.194382,52.39513,-56.417595,29.996201,40.725792,-60.230328,30.209181,72.999863
24,0.2,-0.000377,0.024235,-0.00104,0.999706,-28.247578,29.141478,40.696369,-55.231762,29.107502,80.585823,-58.58453,28.202662,3.074345,1.907185,30.045424,78.287415,-1.081201,29.210314,0.837889,-55.269768,29.104176,80.529472,-58.419937,28.209173,3.112528,1.959285,30.048576,78.327438,-1.327501,29.201719,0.811709,-55.115986,112.684692,72.219147,-59.917904,113.180038,7.116488,-55.45435,72.493057,73.044662,-57.664722,30.402405,8.106678,-57.702209,111.781921,39.579342,-58.881081,71.909012,7.690334,-59.854019,91.100685,30.08169,-56.476391,53.183067,52.400238,-56.318821,29.995478,40.723614,-60.188389,30.206078,73.003006
25,0.208,-0.000376,0.024251,-0.001052,0.999705,-28.250725,29.142553,40.694565,-55.233658,29.109236,80.584869,-58.588875,28.204498,3.073499,1.905236,30.045744,78.28466,-1.085603,29.210728,0.835237,-55.272114,29.105997,80.525856,-58.42065,28.210917,3.112823,1.958875,30.04882,78.325783,-1.329376,29.202566,0.811273,-55.103271,112.683853,72.21389,-59.905136,113.162506,7.114105,-55.436916,72.489716,73.046204,-57.552528,30.387476,8.122273,-57.688713,111.7705,39.577583,-58.848892,71.894783,7.706968,-59.832691,91.092102,30.084042,-56.460686,53.17532,52.406395,-56.237625,29.989368,40.732178,-60.159416,30.205313,73.006142
26,0.216,-0.000377,0.024296,-0.001059,0.999704,-28.257385,29.141378,40.692829,-55.236713,29.108501,80.585571,-58.598953,28.203678,3.074503,1.901993,30.044218,78.280197,-1.095855,29.209114,0.831044,-55.272324,29.104837,80.527473,-58.419739,28.211329,3.112716,1.957431,30.047909,78.323044,-1.32782,29.200537,0.812681,-55.09016,112.687614,72.205368,-59.883736,113.151573,7.106962,-55.421741,72.491631,73.048439,-57.466179,30.394571,8.132138,-57.674675,111.760887,39.572872,-58.816444,71.882545,7.713675,-59.810085,91.085556,30.089224,-56.439018,53.171867,52.414341,-56.185703,29.963255,40.75547,-60.124569,30.205622,73.009575
27,0.225,-0.000401,0.024319,-0.001068,0.999704,-28.26111,29.140736,40.692184,-55.238575,29.110268,80.586197,-58.604462,28.201708,3.075323,1.900044,30.044905,78.278099,-1.101449,29.206059,0.829121,-55.270542,29.106525,80.524872,-58.420788,28.209717,3.11348,1.955198,30.048735,78.322517,-1.325318,29.197737,0.816322,-55.075985,112.688507,72.197365,-59.866917,113.13945,7.104722,-55.407219,72.495392,73.052132,-57.390846,30.373579,8.144088,-57.662273,111.75145,39.568092,-58.765476,71.867157,7.720302,-59.795498,91.07428,30.086887,-56.417679,53.169006,52.418297,-56.084667,29.971418,40.74823,-60.097271,30.200975,73.015686
28,0.233,-0.000398,0.024319,-0.001069,0.999704,-28.260571,29.140509,40.692486,-55.238068,29.109816,80.586472,-58.603882,28.201801,3.075588,1.900551,30.044355,78.278435,-1.100874,29.206059,0.829443,-55.270058,29.106623,80.525276,-58.42244,28.208811,3.114017,1.955448,30.047646,78.322685,-1.325996,29.198584,0.816076,-55.06768,112.691406,72.190201,-59.864449,113.127426,7.100685,-55.399834,72.501335,73.053314,-57.304718,30.378181,8.163136,-57.65472,111.745407,39.559509,-58.727161,71.856674,7.724205,-59.782845,91.065369,30.084583,-56.391369,53.167259,52.420551,-55.988968,29.986588,40.762772,-60.065704,30.206841,73.019318
29,0.241,-0.000404,0.024304,-0.001076,0.999704,-28.260559,29.141735,40.691891,-55.239235,29.111975,80.585083,-58.602776,28.202936,3.074116,1.899466,30.045679,78.278709,-1.099688,29.20635,0.829658,-55.273457,29.109165,80.523712,-58.422287,28.209198,3.113406,1.955168,30.048561,78.322662,-1.328126,29.199478,0.814239,-55.060638,112.69735,72.183365,-59.855545,113.118935,7.094371,-55.390167,72.509476,73.054955,-57.208824,30.374161,8.153576,-57.646881,111.740372,39.558151,-58.691429,71.853455,7.727138,-59.76569,91.059784,30.083296,-56.373013,53.160797,52.420677,-55.907856,29.993105,40.770283,-60.035767,30.204964,73.021339
30,0.25,-0.000393,0.02428,-0.001064,0.999705,-28.258589,29.142117,40.693386,-55.239223,29.110802,80.585251,-58.598946,28.203465,3.0741,1.89957,30.045912,78.281715,-1.09576,29.208294,0.832483,-55.275066,29.107719,80.526962,-58.421963,28.210062,3.112019,1.954718,30.049017,78.324158,-1.327081,29.200771,0.814274,-55.052376,112.703415,72.17543,-59.83733,113.100494,7.087115,-55.384243,72.515854,73.05204,-57.130726,30.357063,8.154922,-57.640976,111.737617,39.552006,-58.644737,71.854095,7.721745,-59.749699,91.052895,30.081753,-56.363018,53.149406,52.424866,-55.837978,29.990971,40.771744,-60.000336,30.204523,73.024818
31,0.258,-0.000389,0.024257,-0.001066,0.999705,-28.252434,29.14151,40.69455,-55.234875,29.109955,80.58519,-58.591087,28.203314,3.073886,1.904023,30.044846,78.284248,-1.087806,29.207918,0.834885,-55.271561,29.106518,80.52626,-58.421253,28.21018,3.113245,1.957618,30.048174,78.325943,-1.327136,29.199484,0.812823,-55.045216,112.707474,72.166992,-59.825386,113.083885,7.07929,-55.371952,72.52504,73.050529,-57.065971,30.324274,8.173493,-57.634075,111.732841,39.548626,-58.61668,71.846863,7.722512,-59.741623,91.044655,30.080738,-56.340248,53.151512,52.426727,-55.78994,29.982895,40.770424,-59.972733,30.200798,73.025238
