Format Version,1.23,Take Name,textured_table_exp_3,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2024-03-21 01.53.08.986 下午,Capture Start Frame,16404,Total Frames in Take,1201,Total Exported Frames,1201,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Table,Table,Table,Table,Table,Table,Table,Table:Marker1,Table:Marker1,Table:Marker1,Table:Marker2,Table:Marker2,Table:Marker2,Table:Marker3,Table:Marker3,Table:Marker3,Table:Marker4,Table:Marker4,Table:Marker4,Table:Marker1,Table:Marker1,Table:Marker1,Table:Marker2,Table:Marker2,Table:Marker2,Table:Marker3,Table:Marker3,Table:Marker3,Table:Marker4,Table:Marker4,Table:Marker4,Unlabeled 1118,Unlabeled 1118,Unlabeled 1118,Unlabeled 1119,Unlabeled 1119,Unlabeled 1119,Unlabeled 1120,Unlabeled 1120,Unlabeled 1120,Unlabeled 1121,Unlabeled 1121,Unlabeled 1121,Unlabeled 1122,Unlabeled 1122,Unlabeled 1122,Unlabeled 1123,Unlabeled 1123,Unlabeled 1123,Unlabeled 1124,Unlabeled 1124,Unlabeled 1124,Unlabeled 1125,Unlabeled 1125,Unlabeled 1125,Unlabeled 1126,Unlabeled 1126,Unlabeled 1126,Unlabeled 1127,Unlabeled 1127,Unlabeled 1127
,ID,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,4ADCC59CE74711EE1DBCEA1B09BCCFA4,4ADCC59CE74711EE1DBCEA1B09BCCFA4,4ADCC59CE74711EE1DBCEA1B09BCCFA4,4ADCC59EE74711EE1DBCEA1B09BCCFA4,4ADCC59EE74711EE1DBCEA1B09BCCFA4,4ADCC59EE74711EE1DBCEA1B09BCCFA4,4ADCC59DE74711EE1DBCEA1B09BCCFA4,4ADCC59DE74711EE1DBCEA1B09BCCFA4,4ADCC59DE74711EE1DBCEA1B09BCCFA4,4ADCC59FE74711EE1DBCEA1B09BCCFA4,4ADCC59FE74711EE1DBCEA1B09BCCFA4,4ADCC59FE74711EE1DBCEA1B09BCCFA4,3F426B106E74611EE,3F426B106E74611EE,3F426B106E74611EE,4F426B106E74611EE,4F426B106E74611EE,4F426B106E74611EE,CF426B106E74611EE,CF426B106E74611EE,CF426B106E74611EE,12F426B106E74611EE,12F426B106E74611EE,12F426B106E74611EE,16F426B106E74611EE,16F426B106E74611EE,16F426B106E74611EE,17F426B106E74611EE,17F426B106E74611EE,17F426B106E74611EE,18F426B106E74611EE,18F426B106E74611EE,18F426B106E74611EE,1AF426B106E74611EE,1AF426B106E74611EE,1AF426B106E74611EE,1BF426B106E74611EE,1BF426B106E74611EE,1BF426B106E74611EE,1CF426B106E74611EE,1CF426B106E74611EE,1CF426B106E74611EE
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,0.000031,0.000516,0.000706,1,-31.704325,28.908411,40.950626,-59.809731,30.268028,1.643276,-2.24368,28.340435,2.845386,-3.737599,27.550623,79.990723,-61.026295,29.474562,79.323219,-59.76786,30.293289,1.664642,-2.245809,28.318352,2.831569,-3.672464,27.580938,79.948387,-61.17244,29.437197,79.371658,-66.607246,70.682892,9.62056,-67.721542,52.319778,55.082672,-68.008995,71.491333,75.294563,-66.194321,111.706902,74.530945,-64.086792,29.032448,10.419058,-66.449722,29.359165,43.154999,-70.814484,28.811869,75.439041,-65.85273,111.919571,9.166447,-66.393311,110.355103,41.952011,-65.624382,89.72464,32.301655
1,0.008,0.000043,0.000512,0.000689,1,-31.70509,28.909264,40.952076,-59.810181,30.270737,1.644567,-2.244201,28.341183,2.847025,-3.738678,27.549631,79.992325,-61.027302,29.47551,79.324486,-59.768612,30.297207,1.666842,-2.245137,28.316986,2.831655,-3.67297,27.582689,79.947701,-61.168819,29.437321,79.372589,-66.602188,70.648964,9.647829,-67.691902,52.317696,55.122025,-67.924957,71.506958,75.327599,-66.15596,111.714729,74.530823,-64.073631,28.997589,10.476396,-66.407547,29.356363,43.223228,-70.75164,28.830088,75.50219,-65.854698,111.884483,9.174354,-66.376183,110.344711,41.951542,-65.613823,89.710419,32.311054
2,0.016,0.000033,0.000521,0.000681,1,-31.704792,28.909838,40.95195,-59.810585,30.271027,1.64493,-2.244616,28.34059,2.846363,-3.737682,27.550489,79.991707,-61.026287,29.477253,79.32489,-59.770084,30.29797,1.667759,-2.244992,28.31662,2.830995,-3.673967,27.582657,79.950165,-61.170536,29.437765,79.37207,-66.584366,70.616394,9.685346,-67.669243,52.310772,55.166668,-67.870552,71.514603,75.354324,-66.125885,111.723038,74.53154,-64.057632,28.94577,10.554539,-66.389099,29.349848,43.284653,-70.719666,28.840536,75.56559,-65.85083,111.852493,9.180205,-66.347679,110.331902,41.942539,-65.597961,89.69442,32.324501
3,0.025,0.000044,0.000511,0.000695,1,-31.70706,28.908131,40.954094,-59.812046,30.269426,1.646504,-2.246049,28.340473,2.849132,-3.740755,27.548677,79.994431,-61.0294,29.473951,79.326416,-59.77145,30.293724,1.67088,-2.245246,28.316799,2.830375,-3.672837,27.581036,79.948738,-61.166496,29.43993,79.372139,-66.572433,70.579605,9.719865,-67.624397,52.311832,55.212296,-67.809456,71.52739,75.386551,-66.099281,111.737465,74.534264,-64.042175,28.888269,10.650319,-66.348793,29.346731,43.353157,-70.679626,28.850815,75.640152,-65.844124,111.815987,9.180711,-66.324699,110.316658,41.93771,-65.571449,89.677254,32.334805
