Format Version,1.23,Take Name,textured_table_exp_10,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2024-03-21 02.00.38.396 下午,Capture Start Frame,70333,Total Frames in Take,1201,Total Exported Frames,1201,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Table,Table,Table,Table,Table,Table,Table,Table:Marker1,Table:Marker1,Table:Marker1,Table:Marker2,Table:Marker2,Table:Marker2,Table:Marker3,Table:Marker3,Table:Marker3,Table:Marker4,Table:Marker4,Table:Marker4,Table:Marker1,Table:Marker1,Table:Marker1,Table:Marker2,Table:Marker2,Table:Marker2,Table:Marker3,Table:Marker3,Table:Marker3,Table:Marker4,Table:Marker4,Table:Marker4,Unlabeled 1346,Unlabeled 1346,Unlabeled 1346,Unlabeled 1347,Unlabeled 1347,Unlabeled 1347,Unlabeled 1348,Unlabeled 1348,Unlabeled 1348,Unlabeled 1349,Unlabeled 1349,Unlabeled 1349,Unlabeled 1350,Unlabeled 1350,Unlabeled 1350,Unlabeled 1351,Unlabeled 1351,Unlabeled 1351,Unlabeled 1352,Unlabeled 1352,Unlabeled 1352,Unlabeled 1353,Unlabeled 1353,Unlabeled 1353,Unlabeled 1354,Unlabeled 1354,Unlabeled 1354,Unlabeled 1355,Unlabeled 1355,Unlabeled 1355
,ID,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,56BB61E6E74811EE1DBCEA1B09BCCFA4,56BB61E6E74811EE1DBCEA1B09BCCFA4,56BB61E6E74811EE1DBCEA1B09BCCFA4,56BB61E8E74811EE1DBCEA1B09BCCFA4,56BB61E8E74811EE1DBCEA1B09BCCFA4,56BB61E8E74811EE1DBCEA1B09BCCFA4,56BB61E7E74811EE1DBCEA1B09BCCFA4,56BB61E7E74811EE1DBCEA1B09BCCFA4,56BB61E7E74811EE1DBCEA1B09BCCFA4,56BB61E9E74811EE1DBCEA1B09BCCFA4,56BB61E9E74811EE1DBCEA1B09BCCFA4,56BB61E9E74811EE1DBCEA1B09BCCFA4,CF426B106E74611EE,CF426B106E74611EE,CF426B106E74611EE,2CF426B106E74611EE,2CF426B106E74611EE,2CF426B106E74611EE,33F426B106E74611EE,33F426B106E74611EE,33F426B106E74611EE,60F426B106E74611EE,60F426B106E74611EE,60F426B106E74611EE,62F426B106E74611EE,62F426B106E74611EE,62F426B106E74611EE,64F426B106E74611EE,64F426B106E74611EE,64F426B106E74611EE,6EF426B106E74611EE,6EF426B106E74611EE,6EF426B106E74611EE,71F426B106E74611EE,71F426B106E74611EE,71F426B106E74611EE,72F426B106E74611EE,72F426B106E74611EE,72F426B106E74611EE,73F426B106E74611EE,73F426B106E74611EE,73F426B106E74611EE
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,0.000279,0.000541,0.000381,1,-31.685007,28.956234,40.94059,-59.791542,30.353605,1.635364,-2.226689,28.387981,2.833551,-3.717172,27.560917,79.978561,-61.004639,29.52244,79.31498,-59.746563,30.38118,1.638362,-2.252235,28.353321,2.845727,-3.659838,27.591938,79.931763,-61.181908,29.459322,79.383705,-66.065689,70.981026,77.141426,-65.240463,52.147926,56.467064,-66.097328,71.44104,11.288765,-64.710754,111.158241,76.859756,-64.764198,110.146378,44.098286,-63.194485,89.941238,34.232468,-64.821915,112.580833,11.130992,-63.884789,29.757055,11.335829,-65.586304,29.333008,44.101963,-70.104233,28.352631,76.333916
1,0.008,0.000269,0.000544,0.000401,1,-31.685083,28.959862,40.941395,-59.791901,30.355307,1.636308,-2.226961,28.392044,2.834198,-3.716964,27.566456,79.97924,-61.00452,29.525644,79.315948,-59.748886,30.383408,1.639017,-2.252286,28.355646,2.846818,-3.661091,27.597725,79.934486,-61.182827,29.459187,79.383942,-66.060776,70.975906,77.131668,-65.225426,52.149071,56.448471,-66.101532,71.439415,11.278838,-64.697266,111.166061,76.833305,-64.763847,110.146866,44.082787,-63.194817,89.942238,34.219505,-64.823082,112.583252,11.121717,-63.898426,29.771351,11.303781,-65.554245,29.333931,44.090591,-70.099976,28.349543,76.319031
2,0.016,0.000266,0.00056,0.000362,1,-31.685337,28.95759,40.941734,-59.79327,30.35503,1.637512,-2.228451,28.387255,2.833617,-3.716111,27.562201,79.978706,-61.003529,29.525879,79.317184,-59.750622,30.383324,1.641134,-2.251615,28.351349,2.845222,-3.659108,27.594006,79.932732,-61.183842,29.459646,79.385529,-66.053185,70.973,77.122726,-65.207085,52.15065,56.440628,-66.107483,71.438492,11.270281,-64.704834,111.163437,76.82518,-64.76754,110.148796,44.076191,-63.203453,89.938141,34.209694,-64.82811,112.582741,11.11303,-63.939373,29.750463,11.302935,-65.512901,29.340597,44.07457,-70.09549,28.347933,76.30777
3,0.025,0.000264,0.000551,0.000386,1,-31.686565,28.956392,40.942268,-59.793907,30.352324,1.637572,-2.229011,28.387346,2.834645,-3.71792,27.562506,79.979721,-61.005421,29.523403,79.317238,-59.750366,30.381287,1.641146,-2.251386,28.351578,2.845613,-3.661558,27.595108,79.932526,-61.18306,29.456905,79.387497,-66.043762,70.97081,77.114243,-65.186386,52.15379,56.430882,-66.110596,71.438194,11.263999,-64.703873,111.164627,76.817352,-64.770439,110.146294,44.071259,-63.207672,89.935753,34.199135,-64.837891,112.578323,11.104088,-63.972305,29.748735,11.29764,-65.466728,29.342409,44.061462,-70.09314,28.349567,76.298401
