Format Version,1.23,Take Name,textured_table_exp_2,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2024-03-21 01.43.18.371 下午,Capture Start Frame,24730,Total Frames in Take,1201,Total Exported Frames,1201,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Table,Table,Table,Table,Table,Table,Table,Table:Marker1,Table:Marker1,Table:Marker1,Table:Marker2,Table:Marker2,Table:Marker2,Table:Marker3,Table:Marker3,Table:Marker3,Table:Marker4,Table:Marker4,Table:Marker4,Table:Marker1,Table:Marker1,Table:Marker1,Table:Marker2,Table:Marker2,Table:Marker2,Table:Marker3,Table:Marker3,Table:Marker3,Table:Marker4,Table:Marker4,Table:Marker4,Unlabeled 1088,Unlabeled 1088,Unlabeled 1088,Unlabeled 1089,Unlabeled 1089,Unlabeled 1089,Unlabeled 1090,Unlabeled 1090,Unlabeled 1090,Unlabeled 1091,Unlabeled 1091,Unlabeled 1091,Unlabeled 1092,Unlabeled 1092,Unlabeled 1092,Unlabeled 1093,Unlabeled 1093,Unlabeled 1093,Unlabeled 1094,Unlabeled 1094,Unlabeled 1094,Unlabeled 1095,Unlabeled 1095,Unlabeled 1095,Unlabeled 1096,Unlabeled 1096,Unlabeled 1096,Unlabeled 1097,Unlabeled 1097,Unlabeled 1097
,ID,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,73FC4CEBE74411EE1DBCEA1B09BCCFA4,EAD40624E74511EE1DBCEA1B09BCCFA4,EAD40624E74511EE1DBCEA1B09BCCFA4,EAD40624E74511EE1DBCEA1B09BCCFA4,EAD40623E74511EE1DBCEA1B09BCCFA4,EAD40623E74511EE1DBCEA1B09BCCFA4,EAD40623E74511EE1DBCEA1B09BCCFA4,EAD40622E74511EE1DBCEA1B09BCCFA4,EAD40622E74511EE1DBCEA1B09BCCFA4,EAD40622E74511EE1DBCEA1B09BCCFA4,EAD40625E74511EE1DBCEA1B09BCCFA4,EAD40625E74511EE1DBCEA1B09BCCFA4,EAD40625E74511EE1DBCEA1B09BCCFA4,46AF0B381E74511EE,46AF0B381E74511EE,46AF0B381E74511EE,C6AF0B381E74511EE,C6AF0B381E74511EE,C6AF0B381E74511EE,D6AF0B381E74511EE,D6AF0B381E74511EE,D6AF0B381E74511EE,126AF0B381E74511EE,126AF0B381E74511EE,126AF0B381E74511EE,246AF0B381E74511EE,246AF0B381E74511EE,246AF0B381E74511EE,266AF0B381E74511EE,266AF0B381E74511EE,266AF0B381E74511EE,376AF0B381E74511EE,376AF0B381E74511EE,376AF0B381E74511EE,386AF0B381E74511EE,386AF0B381E74511EE,386AF0B381E74511EE,396AF0B381E74511EE,396AF0B381E74511EE,396AF0B381E74511EE,3B6AF0B381E74511EE,3B6AF0B381E74511EE,3B6AF0B381E74511EE
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,0.000128,0.000227,0.000524,1,-31.736315,28.839046,40.96862,-59.81852,30.216503,1.645306,-2.253866,28.267717,2.880293,-3.792641,27.463522,80.024597,-61.080242,29.408445,79.324387,-59.774506,30.229988,1.656431,-2.287615,28.245407,2.866528,-3.714991,27.49227,79.981384,-61.146893,29.393812,79.345406,-62.156891,28.505367,7.42594,-77.5681,53.26408,48.929707,-85.278091,73.000893,67.011223,-72.301483,30.312714,38.694595,-87.266365,30.270731,67.960739,-59.151512,111.767975,5.288069,-60.163773,70.555153,6.44448,-71.850014,110.735977,35.436172,-66.66803,89.89724,27.666286,-83.957832,113.526871,65.974335
1,0.008,0.000124,0.000179,0.000539,1,-31.739864,28.83847,40.972145,-59.818375,30.214808,1.646155,-2.253786,28.267733,2.886617,-3.799859,27.464062,80.030777,-61.08744,29.407288,79.325119,-59.777687,30.225859,1.65882,-2.28913,28.244585,2.866008,-3.716866,27.493568,79.981003,-61.145927,29.395802,79.343872,-62.153244,28.51218,7.409559,-77.570961,53.255974,48.917545,-85.300514,72.98912,66.99157,-72.272041,30.323748,38.679905,-87.197433,30.272099,67.969887,-59.156181,111.767456,5.285765,-60.161423,70.547447,6.43389,-71.862045,110.724953,35.437206,-66.666306,89.8965,27.651859,-83.960579,113.520859,65.973457
2,0.016,0.000125,0.000193,0.000525,1,-31.737242,28.840044,40.970879,-59.816765,30.217243,1.645648,-2.252206,28.268587,2.884552,-3.796217,27.464777,80.028763,-61.083771,29.409576,79.324654,-59.774284,30.22967,1.657242,-2.288634,28.244976,2.867726,-3.718722,27.494722,79.982536,-61.14341,29.396465,79.344055,-62.158958,28.512405,7.399777,-77.548599,53.256969,48.894291,-85.318817,72.975639,66.977722,-72.250526,30.324141,38.671673,-87.137833,30.264956,67.978836,-59.16053,111.762001,5.286826,-60.158913,70.544312,6.433105,-71.872971,110.716698,35.436378,-66.673431,89.887962,27.656921,-83.964287,113.513496,65.972427
3,0.025,0.000099,0.000206,0.000548,1,-31.738251,28.838518,40.973717,-59.818913,30.212397,1.649183,-2.254224,28.266472,2.886623,-3.796101,27.466551,80.030907,-61.083771,29.408661,79.328247,-59.778149,30.223412,1.660982,-2.290513,28.244251,2.868476,-3.717434,27.494612,79.984619,-61.140942,29.397181,79.346451,-62.165417,28.506088,7.387919,-77.546867,53.251339,48.881252,-85.33342,72.964661,66.966843,-72.23407,30.316517,38.671803,-87.090103,30.255455,67.993912,-59.164482,111.757812,5.287785,-60.157181,70.537407,6.430058,-71.882484,110.704124,35.431335,-66.674034,89.882896,27.646101,-83.966728,113.505463,65.972748
