,Frame,Time (Seconds),X,Y,Z,W,X.1,Y.1,Z.1,X.2,Y.2,Z.2,X.3,Y.3,Z.3,X.4,Y.4,Z.4,X.5,Y.5,Z.5,X.6,Y.6,Z.6,X.7,Y.7,Z.7,X.8,Y.8,Z.8,X.9,Y.9,Z.9,X.10,Y.10,Z.10,X.11,Y.11,Z.11,X.12,Y.12,Z.12,X.13,Y.13,Z.13,X.14,Y.14,Z.14,X.15,Y.15,Z.15,X.16,Y.16,Z.16,X.17,Y.17,Z.17,X.18,Y.18,Z.18,X.19,Y.19,Z.19,X.20,Y.20,Z.20
174,174,1.449,0.0001,2.7e-05,-0.000444,1.0,-52.253254,69.440308,33.004482,-51.788448,71.724052,68.751816,-51.807899,67.187538,68.907715,-52.699642,67.0662,-2.913171,-52.717026,71.783463,-2.728429,-51.778244,71.735786,68.742096,-51.817219,67.177055,68.904915,-52.690269,67.085434,-2.910988,-52.728645,71.759239,-2.71641,-55.031353,100.523209,34.152039,-32.335583,76.016373,47.576401,-44.071396,87.138115,49.45314,-48.607166,87.579575,17.55434,-50.022213,92.518105,39.346195,-53.187542,100.076912,51.118286,-45.3909,83.500237,26.806406,-36.190239,75.45018,30.885727,-39.762154,74.031822,15.226862,-57.931393,101.147827,18.516825,,,
175,175,1.458,0.0001,2.7e-05,-0.000503,1.0,-52.252567,69.440788,33.004097,-51.787495,71.724449,68.751434,-51.807487,67.187943,68.907326,-52.699234,67.06675,-2.913558,-52.716053,71.784019,-2.728814,-51.777695,71.735619,68.742729,-51.816338,67.178131,68.904861,-52.690117,67.085876,-2.912403,-52.72789,71.758743,-2.71674,-55.237381,99.824921,34.161167,-32.675755,75.256561,47.690792,-44.455338,86.362602,49.517101,-48.764374,86.911995,17.589422,-50.282539,91.81871,39.386734,-53.450943,99.387062,51.128834,-45.617889,82.804489,26.85815,-36.420345,74.710823,30.993887,-39.883335,73.441109,15.279288,-58.150558,100.437592,18.526951,,,
176,176,1.466,0.000107,3e-05,-0.000313,1.0,-52.252476,69.44091,33.003822,-51.788044,71.724236,68.751183,-51.806305,67.187714,68.907013,-52.698475,67.067223,-2.913866,-52.717083,71.784492,-2.729049,-51.77816,71.736,68.741615,-51.815159,67.177414,68.904617,-52.689392,67.086258,-2.91218,-52.728619,71.759888,-2.716973,-55.419952,99.189079,34.1861,-33.023754,74.570808,47.802181,-44.823383,85.654663,49.586578,-48.9161,86.305824,17.61429,-50.526108,91.190445,39.42432,-53.681087,98.770798,51.134247,-45.825836,82.173988,26.902586,-36.646236,74.010345,31.075054,-40.020859,72.89463,15.337573,-58.349216,99.802467,18.539156,,,
177,177,1.475,0.000112,1.6e-05,-0.000363,1.0,-52.252609,69.439812,33.003853,-51.788956,71.722748,68.751251,-51.807671,67.186226,68.907043,-52.69783,67.066505,-2.913874,-52.715981,71.783768,-2.729011,-51.778316,71.736572,68.740761,-51.816696,67.174751,68.905205,-52.689064,67.084625,-2.912669,-52.727318,71.759933,-2.716542,-55.642109,98.458115,34.188633,-33.424725,73.769287,47.923786,-45.235516,84.849167,49.65498,-49.108234,85.606056,17.657679,-50.811958,90.470924,39.450047,-53.9585,98.068687,51.131268,-46.079235,81.464958,26.94895,-36.943943,73.223282,31.182522,-40.173801,72.269836,15.383318,-58.569645,99.105957,18.558399,,,
178,178,1.483,0.000101,3.2e-05,-0.000246,1.0,-52.252449,69.440636,33.003719,-51.788216,71.724487,68.751053,-51.80587,67.187965,68.906937,-52.698231,67.066422,-2.913931,-52.717476,71.783684,-2.72918,-51.778381,71.737167,68.741524,-51.814873,67.176674,68.903458,-52.689064,67.08461,-2.911846,-52.728783,71.76075,-2.71652,-55.841808,97.798294,34.197933,-33.820267,73.028534,48.015667,-45.617092,84.127747,49.722149,-49.314701,84.975693,17.68273,-51.08754,89.838486,39.476227,-54.231731,97.460228,51.140671,-46.333042,80.825394,27.00198,-37.242756,72.49218,31.271721,-40.318344,71.66584,15.444059,-58.766449,98.498154,18.578117,,,
179,179,1.491,0.000108,2.9e-05,-0.000132,1.0,-52.252842,69.440216,33.003956,-51.789307,71.723694,68.75132,-51.805931,67.187164,68.90715,-52.69791,67.066376,-2.913731,-52.718227,71.783638,-2.728912,-51.777882,71.736115,68.740723,-51.815533,67.176895,68.905899,-52.688454,67.084091,-2.912549,-52.730507,71.760345,-2.717051,-56.042595,97.139862,34.198776,-34.254597,72.303413,48.12537,-46.004047,83.408752,49.786167,-49.544094,84.358765,17.717958,-51.392944,89.204887,39.498371,-54.497623,96.849091,51.132702,-46.576031,80.181885,27.037584,-37.564224,71.747986,31.357157,-40.497974,71.049126,15.517682,-58.948399,97.885834,18.587214,,,
180,180,1.5,0.000105,4.9e-05,-4.4e-05,1.0,-52.255802,69.439926,33.004265,-51.791267,71.723671,68.751595,-51.807087,67.187134,68.907455,-52.701862,67.065826,-2.913392,-52.723003,71.783081,-2.728596,-51.776791,71.736404,68.740387,-51.819229,67.176628,68.905838,-52.689804,67.083611,-2.911897,-52.738865,71.759422,-2.71591,-56.276245,96.40741,34.189453,-34.761124,71.470116,48.214355,-46.465137,82.602509,49.861347,-49.851883,83.673187,17.735218,-51.734554,88.486977,39.515038,-54.813869,96.156815,51.121666,-46.890724,79.461617,27.078819,-37.968575,70.893211,31.444723,-40.720497,70.35498,15.576572,-59.175884,97.200172,18.599035,,,
181,181,1.508,0.000105,-1e-06,-0.000321,1.0,-52.253811,69.442184,33.002506,-51.791561,71.72567,68.749893,-51.809902,67.189148,68.905731,-52.697624,67.068329,-2.915198,-52.716171,71.785591,-2.730408,-51.783649,71.735146,68.741135,-51.81749,67.180183,68.903488,-52.690228,67.084274,-2.912004,-52.724148,71.768227,-2.721992,-56.494354,95.753853,34.179539,-35.256012,70.703514,48.300545,-46.884399,81.892029,49.907719,-50.136829,83.051414,17.774651,-52.05072,87.880821,39.515793,-55.12154,95.557083,51.096771,-47.158203,78.85376,27.102011,-38.349632,70.127876,31.532843,-40.982525,69.714539,15.641504,-59.410824,96.590881,18.608232,,,
182,182,1.516,0.000106,-0.000136,0.00146,0.999999,-52.2631,69.44458,33.006859,-51.818691,71.729645,68.754364,-51.820915,67.193085,68.910202,-52.688694,67.069214,-2.91096,-52.724098,71.786377,-2.726171,-51.821564,71.743149,68.754478,-51.817154,67.176598,68.906555,-52.690338,67.086426,-2.911291,-52.722477,71.768944,-2.722734,-56.70377,95.096718,34.172665,-35.793007,69.930962,48.405193,-47.320408,81.196335,49.945652,-50.455009,82.412018,17.806858,-52.384834,87.271431,39.525955,-55.419224,94.975822,51.069622,-47.468452,78.238182,27.129572,-38.767399,69.353386,31.61644,-41.228779,69.046082,15.688626,-59.575546,96.036186,18.594891,,,
183,183,1.524,5.3e-05,-6.3e-05,0.000867,1.0,-52.258389,69.446777,33.00803,-51.806026,71.735046,68.755234,-51.813614,67.198517,68.911552,-52.692074,67.068169,-2.909482,-52.721851,71.785393,-2.725181,-51.803261,71.756035,68.75988,-51.816559,67.175797,68.905899,-52.690388,67.085884,-2.91144,-52.7234,71.768265,-2.722885,-56.916012,94.443039,34.161018,-36.362419,69.158623,48.513851,-47.75845,80.510361,49.981205,-50.765305,81.789055,17.810478,-52.709534,86.654221,39.51284,-55.730732,94.414368,51.042046,-47.787292,77.616486,27.169197,-39.218521,68.578453,31.703344,-41.530373,68.364807,15.753174,-59.742134,95.474991,18.561108,,,
184,184,1.533,1.1e-05,-5.3e-05,0.000605,1.0,-52.256458,69.448112,33.008415,-51.8022,71.739197,68.755409,-51.81216,67.202675,68.912125,-52.692085,67.066666,-2.908891,-52.719395,71.78392,-2.72499,-51.799679,71.75914,68.759109,-51.815475,67.177284,68.905396,-52.689194,67.085205,-2.911642,-52.721779,71.768059,-2.72126,-57.178665,93.735062,34.141468,-37.032673,68.272415,48.651917,-48.258698,79.763031,50.021011,-51.154373,81.072006,17.810341,-53.12344,85.965057,39.515884,-56.07959,93.805748,51.011681,-48.165165,76.905037,27.209101,-39.747185,67.702866,31.81583,-41.890984,67.610954,15.832647,-59.925999,94.857994,18.497585,,,
185,185,1.541,3.4e-05,-2.6e-05,0.00065,1.0,-52.258038,69.447121,33.008156,-51.802071,71.736595,68.755249,-51.811607,67.200066,68.911743,-52.695381,67.067299,-2.909237,-52.723103,71.784554,-2.725115,-51.797199,71.758034,68.760773,-51.816986,67.176849,68.905167,-52.69062,67.085228,-2.912044,-52.727509,71.767494,-2.722193,-57.417839,93.108963,34.129025,-37.65712,67.477325,48.77396,-48.72192,79.115997,50.046242,-51.525837,80.439987,17.80188,-53.570969,85.29261,39.580276,-56.392895,93.276566,50.98098,-48.538029,76.270996,27.269783,-40.247585,66.923164,31.925245,-42.252151,66.925575,15.930414,-60.379665,94.167938,18.554163,,,
186,186,1.55,7e-06,-4.5e-05,0.000495,1.0,-52.254929,69.447205,33.008652,-51.799576,71.738419,68.75563,-51.810528,67.201904,68.912361,-52.691673,67.065636,-2.908629,-52.717937,71.78289,-2.724758,-51.796787,71.758034,68.760002,-51.814156,67.177269,68.9049,-52.688835,67.085587,-2.912188,-52.720215,71.766212,-2.720527,-57.68293,92.396019,34.106056,-38.405231,66.569298,48.930046,-49.258011,78.406052,50.078438,-51.953239,79.727211,17.792187,-54.044415,84.603127,39.58963,-56.758045,92.706017,50.942486,-48.978008,75.558075,27.341202,-40.834694,66.049858,32.05114,-42.684483,66.132774,16.064322,-60.639275,93.506706,18.535465,,,
187,187,1.558,-4.5e-05,5.4e-05,0.00047,1.0,-52.253883,69.445961,33.010494,-51.791336,71.740929,68.757141,-51.802486,67.20443,68.914352,-52.697868,67.060616,-2.906445,-52.723854,71.777901,-2.723068,-51.783707,71.763199,68.762459,-51.812752,67.175552,68.905624,-52.688835,67.08316,-2.913404,-52.730888,71.759521,-2.716497,-57.931393,91.805031,34.068863,-39.121948,65.75444,49.113335,-49.743744,77.809509,50.110714,-52.365417,79.063858,17.800552,-54.450054,84.024261,39.614059,-57.064449,92.207367,50.913803,-49.398415,74.925209,27.415392,-41.382412,65.292007,32.192356,-43.062176,65.40107,16.185034,-60.791252,92.944344,18.524057,,,
188,188,1.566,2.4e-05,7.7e-05,-0.000443,1.0,-52.248199,69.445915,33.007069,-51.779812,71.735054,68.754013,-51.799236,67.198563,68.910591,-52.698189,67.066376,-2.910173,-52.715557,71.783676,-2.726144,-51.769691,71.753098,68.75222,-51.812397,67.175667,68.906319,-52.688419,67.083679,-2.912434,-52.729137,71.7593,-2.71628,-58.193439,91.23764,34.041645,-39.862732,64.920479,49.285568,-50.255913,77.227516,50.16021,-52.788689,78.413406,17.809378,-54.856075,83.460953,39.642349,-57.360012,91.740944,50.885082,-49.832691,74.292336,27.500053,-41.945751,64.535927,32.340607,-43.434994,64.684021,16.345818,-61.062378,92.338524,18.491549,,,
189,189,1.575,8.9e-05,3.4e-05,-0.000461,1.0,-52.250534,69.442154,33.005375,-51.785194,71.726624,68.752655,-51.804798,67.190117,68.908653,-52.697468,67.067299,-2.91222,-52.714684,71.784576,-2.72758,-51.776093,71.742126,68.745819,-51.81308,67.176399,68.906693,-52.688038,67.084572,-2.91322,-52.728039,71.759598,-2.715102,-58.505386,90.63298,34.023849,-40.741589,64.001038,49.497421,-50.855309,76.581993,50.221489,-53.273094,77.683144,17.834597,-55.325741,82.838127,39.682667,-57.694389,91.238457,50.850147,-50.353027,73.580528,27.590921,-42.608925,63.718639,32.513763,-43.884438,63.870914,16.538939,-61.323883,91.715256,18.45775,,,
190,190,1.583,9.7e-05,2.6e-05,-0.000208,1.0,-52.251522,69.439995,33.00425,-51.787884,71.724144,68.751572,-51.805187,67.187622,68.907501,-52.696712,67.065475,-2.913392,-52.71632,71.782738,-2.728674,-51.777969,71.73671,68.741638,-51.814163,67.176521,68.904724,-52.687569,67.084435,-2.911148,-52.727612,71.758972,-2.716655,-58.790428,90.115166,34.010456,-41.568146,63.194244,49.680111,-51.41077,76.021469,50.303764,-53.720837,77.02581,17.870493,-55.75053,82.327011,39.695057,-57.987167,90.807373,50.821529,-50.854771,72.949394,27.679672,-43.21043,63.030468,32.680347,-44.308346,63.169235,16.734598,-61.559158,91.182251,18.439962,,,
191,191,1.591,0.000111,3.1e-05,-0.000333,1.0,-52.25259,69.438583,33.004578,-51.788033,71.721626,68.751953,-51.806473,67.185104,68.907753,-52.698719,67.06517,-2.913123,-52.717148,71.782433,-2.728274,-51.777596,71.734634,68.741203,-51.815559,67.174049,68.905327,-52.689857,67.083244,-2.911499,-52.728462,71.758926,-2.715156,-59.084011,89.643166,34.00629,-42.441101,62.377834,49.86478,-51.980804,75.481956,50.385372,-54.183983,76.382217,17.91032,-56.184769,81.799187,39.760242,-58.26738,90.407532,50.817001,-51.365494,72.381546,27.788103,-43.806519,62.398201,32.846951,-44.79158,62.470741,16.938259,-61.809055,90.668945,18.434334,,,
192,192,1.6,9.1e-05,2.3e-05,-0.000316,1.0,-52.255363,69.440063,33.005455,-51.791412,71.724586,68.752754,-51.8097,67.188065,68.908737,-52.700878,67.065178,-2.912158,-52.719467,71.782448,-2.727499,-51.781857,71.738655,68.745071,-51.818211,67.175842,68.906906,-52.691978,67.08268,-2.912239,-52.731388,71.75856,-2.715978,-59.381496,89.120918,33.991055,-43.463181,61.445473,50.061821,-52.623951,74.908928,50.486546,-54.756039,75.625626,17.955116,-56.653805,81.205818,39.800308,-58.569836,89.952576,50.819473,-51.72776,72.473305,27.981359,-44.7202,61.723454,32.918922,-45.467983,61.832684,17.247742,-62.083687,90.115181,18.411299,,,
193,193,1.608,0.000111,3.7e-05,-3.9e-05,1.0,-52.255814,69.43811,33.006001,-51.792156,71.72142,68.753372,-51.807934,67.184883,68.909164,-52.700989,67.064453,-2.911696,-52.722187,71.7817,-2.726844,-51.782776,71.73436,68.743591,-51.815975,67.174072,68.907562,-52.692623,67.081573,-2.911453,-52.733429,71.758224,-2.713716,-59.645397,88.675377,34.004288,-44.521244,60.736214,50.123245,-53.208107,74.425682,50.575111,-55.315186,75.122543,17.913519,-57.099056,80.662331,39.878017,-58.828247,89.57988,50.830139,-51.718723,72.377472,28.033838,-45.718426,61.30159,33.034801,-46.283726,61.410397,17.463089,-62.317623,89.661911,18.434025,,,
194,194,1.616,0.000111,4.6e-05,-0.000179,1.0,-52.255268,69.437538,33.005951,-51.790333,71.720726,68.753311,-51.807373,67.184196,68.909111,-52.701748,67.063995,-2.911735,-52.721619,71.78125,-2.726886,-51.780319,71.73349,68.743607,-51.816017,67.173424,68.90728,-52.693336,67.082191,-2.910745,-52.732502,71.757278,-2.714806,-59.920036,88.238594,34.016567,-45.74073,60.213558,50.181908,-53.711533,74.262711,50.681793,-55.838158,74.847435,17.855482,-57.533485,80.120094,39.878349,-59.080494,89.21019,50.824535,-51.794426,72.444405,28.000242,-46.907509,60.98027,33.141079,-47.192268,60.993427,17.614838,-62.54874,89.219772,18.448183,,,
195,195,1.625,0.0001,5.6e-05,-3.6e-05,1.0,-52.252567,69.439079,33.00436,-51.787548,71.72319,68.751663,-51.803291,67.186661,68.907562,-52.699108,67.064606,-2.91327,-52.720325,71.78186,-2.728522,-51.778759,71.735153,68.742157,-51.811386,67.175949,68.904419,-52.690769,67.082939,-2.911129,-52.730526,71.758949,-2.716338,-60.203094,87.747375,34.007,-47.344883,59.857338,50.235039,-54.034805,74.230225,50.759361,-56.246788,74.616417,17.928085,-58.098495,79.494667,39.928822,-59.371471,88.795105,50.823601,-51.859135,72.536217,27.994278,-48.133194,60.638954,33.167019,-48.237228,60.484493,17.691132,-62.794201,88.763527,18.450865,,,
196,196,1.633,8.8e-05,3.4e-05,-0.000206,1.0,-52.250832,69.44136,33.004398,-51.786659,71.726135,68.751671,-51.803947,67.189613,68.907669,-52.696548,67.066216,-2.913198,-52.716179,71.783485,-2.728564,-51.777874,71.740013,68.744255,-51.812057,67.177109,68.905174,-52.688469,67.084839,-2.912449,-52.726437,71.759377,-2.717767,-60.461849,87.345352,34.011452,-48.995457,59.54874,50.192822,-54.13868,74.240425,50.78299,-56.410278,74.496597,17.993521,-58.640362,79.18306,39.975018,-59.612961,88.462379,50.828236,-51.924599,72.503586,28.093109,-49.442787,60.057266,33.169704,-48.976635,60.342453,17.595049,-63.005112,88.39151,18.45117,,,
197,197,1.641,9.8e-05,2.6e-05,-0.000161,1.0,-52.250584,69.440857,33.003635,-51.787151,71.724983,68.750961,-51.804035,67.188454,68.906868,-52.695553,67.066376,-2.914006,-52.715599,71.783638,-2.729282,-51.778645,71.737343,68.743004,-51.812,67.177246,68.903709,-52.687244,67.085442,-2.91292,-52.726246,71.758675,-2.717084,-60.601051,87.125885,34.075035,-50.607319,59.125824,50.301487,-54.177265,74.232742,50.814323,-56.536274,74.478821,17.992506,-59.062939,78.989433,40.046566,-59.846313,88.151649,50.832748,-51.936752,72.492424,28.104771,-50.769901,59.576553,33.145477,-50.074219,60.191113,17.485111,-63.215405,88.054604,18.469124,,,
198,198,1.649,0.000112,4.4e-05,-0.00018,1.0,-52.253067,69.439117,33.00407,-51.788246,71.722267,68.751442,-51.805298,67.185745,68.907227,-52.699436,67.065605,-2.913618,-52.719296,71.782867,-2.728766,-51.779907,71.734917,68.742279,-51.812691,67.174858,68.905052,-52.691944,67.084534,-2.912854,-52.729141,71.757439,-2.716174,-60.752541,86.840164,34.095852,-52.25061,58.70602,50.338089,-54.165913,74.236099,50.825809,-56.563229,74.51609,18.001156,-59.32563,78.868141,40.08091,-60.07449,87.872299,50.836872,-51.933014,72.490067,28.100618,-52.221382,59.414143,33.165897,-51.179459,60.096897,17.326283,-63.405388,87.725723,18.471586,,,
199,199,1.658,0.000105,3.8e-05,-0.000143,1.0,-52.256702,69.437363,33.004818,-51.792507,71.721016,68.752167,-51.809227,67.184486,68.908012,-52.702435,67.063347,-2.912846,-52.722652,71.780602,-2.728057,-51.78302,71.733047,68.742195,-51.817726,67.173943,68.90567,-52.693893,67.081848,-2.910825,-52.733177,71.757355,-2.716343,-60.941227,86.454536,34.124027,-54.12122,58.759182,50.420345,-54.09296,74.267281,50.820469,-56.538589,74.572487,18.035156,-59.587372,78.768013,40.10828,-60.29578,87.583199,50.819294,-51.90572,72.495026,28.102163,-53.684978,59.727715,33.18713,-52.08839,60.203953,17.124018,-63.619129,87.383026,18.480101,,,
200,200,1.666,0.000113,1.7e-05,2e-05,1.0,-52.256363,69.437973,33.004486,-51.79438,71.721214,68.751884,-51.809628,67.184677,68.907669,-52.699844,67.064377,-2.913231,-52.721603,71.781631,-2.728367,-51.785053,71.734428,68.741577,-51.817577,67.173676,68.906143,-52.691906,67.081863,-2.912282,-52.731876,71.758583,-2.716122,-61.444462,85.898674,34.070423,-55.445564,59.440796,50.307858,-54.018002,74.315094,50.811874,-56.529797,74.623413,18.065081,-59.770435,78.678284,40.132114,-60.481506,87.345741,50.805443,-51.849216,72.496887,28.104427,-54.684605,60.163246,33.25201,-52.968494,60.328381,16.968021,-63.805084,87.10569,18.481588,,,
201,201,1.675,9.3e-05,2.1e-05,-0.00011,1.0,-52.252186,69.440842,33.003963,-51.789345,71.725349,68.751274,-51.805771,67.18882,68.907227,-52.696548,67.065971,-2.913666,-52.717083,71.783234,-2.728984,-51.778591,71.737221,68.741074,-51.814896,67.178978,68.905807,-52.687637,67.083565,-2.91292,-52.728851,71.759636,-2.716555,-61.83704,85.401306,34.069649,-56.610741,60.283939,50.29937,-53.937538,74.404167,50.806362,-56.538345,74.674545,18.071308,-59.821068,78.652039,40.137215,-60.659122,87.101715,50.796635,-51.756054,72.500076,28.094688,-55.450432,60.640545,33.295303,-53.890564,60.551941,16.875128,-63.97208,86.861458,18.489889,,,
202,202,1.683,9.6e-05,4.1e-05,-9.7e-05,1.0,-52.249168,69.441795,33.00351,-51.784943,71.726135,68.750809,-51.801247,67.189613,68.906746,-52.694923,67.067093,-2.914113,-52.715569,71.784348,-2.729407,-51.775963,71.737755,68.740913,-51.809341,67.17942,68.904358,-52.686684,67.085579,-2.912458,-52.726017,71.76049,-2.717007,-62.16243,85.103722,34.087524,-57.471024,61.076691,50.370598,-53.863968,74.459473,50.803329,-56.523048,74.688393,18.073387,-59.85149,78.538391,40.117195,-60.810387,86.921036,50.786011,-51.656723,72.494461,28.078503,-55.991436,60.996426,33.284981,-54.61697,60.758312,16.852814,-64.119865,86.614662,18.474483,,,
203,203,1.691,0.000104,2.5e-05,-0.000342,1.0,-52.250607,69.441429,33.003269,-51.786415,71.724953,68.750626,-51.804935,67.188431,68.906479,-52.696365,67.067543,-2.914402,-52.71471,71.784813,-2.729619,-51.77734,71.736526,68.74128,-51.813156,67.178223,68.903908,-52.688229,67.086151,-2.91267,-52.724827,71.761246,-2.717833,-62.339409,84.931389,34.084175,-58.208675,61.814171,50.437862,-53.777908,74.47422,50.783218,-56.474548,74.664146,18.065981,-59.927238,78.388855,40.126163,-60.932404,86.772453,50.782661,-51.561451,72.468903,28.065704,-56.439079,61.257492,33.243893,-55.243771,60.983192,16.857885,-64.267792,86.404266,18.457079,,,
204,204,1.7,0.000114,2.9e-05,-0.000271,1.0,-52.253437,69.44001,33.003922,-51.789291,71.722931,68.75132,-51.807171,67.186401,68.907097,-52.699142,67.066734,-2.913797,-52.718151,71.783989,-2.728918,-51.77961,71.735939,68.741432,-51.815479,67.175499,68.905449,-52.690624,67.084648,-2.912982,-52.729362,71.759995,-2.716533,-62.470203,84.845078,34.057278,-58.965881,62.578041,50.46484,-53.697556,74.458084,50.746853,-56.416756,74.598839,18.059448,-60.013653,78.227463,40.137199,-61.081326,86.59446,50.766151,-51.456158,72.429832,28.045181,-56.842361,61.41082,33.166405,-55.816006,61.237125,16.81819,-64.421432,86.209244,18.44351,,,
205,205,1.708,0.000104,4e-05,-0.000187,1.0,-52.254642,69.437943,33.003975,-51.790123,71.721596,68.751312,-51.807236,67.185066,68.907166,-52.700703,67.063934,-2.913684,-52.720505,71.781189,-2.7289,-51.781338,71.733673,68.742485,-51.815052,67.174622,68.905067,-52.692707,67.081856,-2.913048,-52.730961,71.757278,-2.716666,-62.536476,84.857155,34.037617,-59.553497,63.032227,50.372608,-53.655426,74.427277,50.71999,-56.383575,74.505493,18.032513,-59.942108,78.117142,40.092518,-61.186958,86.446793,50.7542,-51.366253,72.356705,28.024441,-57.067566,61.491932,33.148708,-56.174397,61.424168,16.797234,-64.538147,86.023369,18.427176,,,
206,206,1.716,0.000108,2.2e-05,-0.000218,1.0,-52.254646,69.437897,33.004135,-51.791275,71.721275,68.751511,-51.808685,67.184746,68.907341,-52.699566,67.064163,-2.913561,-52.719074,71.781418,-2.728742,-51.781761,71.73365,68.742279,-51.817101,67.174072,68.905098,-52.691113,67.081741,-2.912625,-52.729954,71.758324,-2.716495,-62.478683,84.955635,34.017941,-59.953125,63.506104,50.269978,-53.622837,74.339081,50.688225,-56.345833,74.375824,17.992704,-59.851925,77.990532,40.049595,-61.295872,86.307266,50.749386,-51.289017,72.271576,28.007307,-57.283108,61.474522,33.181576,-56.479908,61.567604,16.754004,-64.650093,85.850784,18.414663,,,
207,207,1.725,0.000114,2.7e-05,1.2e-05,1.0,-52.250343,69.43927,33.003513,-51.787628,71.72245,68.750908,-51.80294,67.185913,68.906677,-52.694565,67.065742,-2.914202,-52.716244,71.782982,-2.72933,-51.778145,71.733948,68.741486,-51.81144,67.175865,68.904335,-52.68578,67.084587,-2.912742,-52.727501,71.758392,-2.717125,-62.378979,85.0569,34.010113,-60.238213,64.015076,50.201427,-53.60939,74.184006,50.657837,-56.299961,74.211342,17.951025,-59.733276,77.85379,40.015114,-61.403347,86.186356,50.742519,-51.210857,72.176445,27.982986,-57.401192,61.408035,33.229626,-56.742321,61.583328,16.738871,-64.764297,85.682327,18.397163,,,
208,208,1.733,9.7e-05,3.5e-05,-0.00014,1.0,-52.249985,69.442001,33.003803,-51.785988,71.726227,68.751122,-51.802677,67.189697,68.907043,-52.695518,67.067406,-2.913827,-52.715767,71.784668,-2.729106,-51.777122,71.7397,68.742821,-51.810925,67.177513,68.90377,-52.68734,67.085594,-2.912504,-52.725964,71.761475,-2.717161,-62.479465,85.021683,33.958179,-60.16103431,63.91978145,50.18633089,-53.6147,74.020561,50.639107,-56.247437,74.05748,17.91688,-59.678024,77.735786,39.987106,-61.509384,86.079109,50.736225,-51.140942,72.094688,27.960215,-57.416092,61.326809,33.289505,-56.90741,61.528801,16.756666,-64.850845,85.54808,18.374542,,,
209,209,1.741,0.000112,3.8e-05,-0.000323,1.0,-52.25045,69.441597,33.00388,-51.785427,71.724586,68.751259,-51.80378,67.188057,68.907043,-52.697044,67.068253,-2.913818,-52.715557,71.785507,-2.728963,-51.776676,71.736778,68.742607,-51.811619,67.177444,68.9048,-52.689064,67.086708,-2.913194,-52.726048,71.760735,-2.71664,-62.567669,84.95771,33.925991,-60.05577689,63.78775628,50.19572626,-53.63562,73.866554,50.650764,-56.175804,73.920471,17.863903,-59.581799,77.634415,39.937401,-61.60754,85.970657,50.728989,-51.067513,72.004333,27.941692,-57.454353,61.214275,33.33165,-56.97443,61.451649,16.802809,-64.954033,85.411621,18.349981,,,
210,210,1.75,0.000112,3.1e-05,-0.000195,1.0,-52.25317,69.439659,33.004524,-51.789196,71.722748,68.751907,-51.806385,67.186218,68.907692,-52.698689,67.066216,-2.91318,-52.718414,71.783478,-2.728319,-51.779682,71.734604,68.742546,-51.814835,67.175934,68.905479,-52.690018,67.085434,-2.91168,-52.729481,71.758522,-2.716494,-62.590618,84.890182,33.908852,-59.96216886,63.57985189,50.20544564,-53.702061,73.682686,50.662823,-56.112099,73.803596,17.82468,-59.466171,77.51696,39.88163,-61.67836,85.858086,50.710773,-50.996304,71.911652,27.91453,-57.512367,61.037064,33.364223,-56.990456,61.356499,16.886339,-65.058792,85.264389,18.314106,,,
211,211,1.758,0.000108,2.5e-05,-0.000111,1.0,-52.255039,69.437271,33.005146,-51.791912,71.720711,68.752518,-51.808338,67.184174,68.908333,-52.699696,67.063484,-2.912548,-52.720219,71.780739,-2.727723,-51.781456,71.733078,68.742622,-51.817471,67.173615,68.906197,-52.69062,67.081848,-2.91105,-52.731777,71.756958,-2.715681,-62.57645,84.812721,33.894794,-59.82780852,63.39009342,50.20400938,-53.715141,73.551422,50.661041,-56.02066,73.746864,17.799679,-59.413677,77.417908,39.870903,-61.75576,85.747711,50.68116,-50.938137,71.829132,27.902531,-57.514931,60.87532,33.35099,-56.925465,61.217152,16.965405,-65.11615,85.165916,18.289917,,,
212,212,1.766,0.000102,4e-05,2.3e-05,1.0,-52.254616,69.437912,33.004189,-51.791012,71.721962,68.751511,-51.806225,67.185432,68.907394,-52.699734,67.063499,-2.913457,-52.721512,71.780754,-2.728698,-51.782566,71.734619,68.742615,-51.81411,67.173973,68.903694,-52.691685,67.081161,-2.911767,-52.731453,71.758354,-2.715931,-62.569427,84.729538,33.859974,-59.71013174,63.14886069,50.18095013,-53.722542,73.453476,50.632431,-55.940575,73.720932,17.782249,-59.367119,77.360275,39.82029,-61.833031,85.656593,50.660389,-50.884224,71.761383,27.872927,-57.40633,60.669701,33.331917,-56.826622,61.050598,17.049917,-65.177032,85.061897,18.265623,,,
213,213,1.774,9.5e-05,2.6e-05,-9.5e-05,1.0,-52.252972,69.439873,33.003422,-51.789845,71.724281,68.750732,-51.806129,67.187752,68.90667,-52.697624,67.065102,-2.914205,-52.718292,71.782364,-2.729505,-51.78035,71.735847,68.740738,-51.815247,67.176888,68.902946,-52.688438,67.084427,-2.910879,-52.729046,71.759262,-2.717465,-62.600307,84.665024,33.821438,-59.59721288,62.92165242,50.14474365,-53.723164,73.397774,50.587509,-55.863728,73.714859,17.766029,-59.345554,77.314133,39.777737,-61.902992,85.578606,50.637627,-50.826229,71.686806,27.843472,-57.195145,60.476036,33.299374,-56.710579,60.853531,17.108244,-65.244766,84.95787,18.228226,,,
