,Frame,Time (Seconds),X,Y,Z,W,X.1,Y.1,Z.1,X.2,Y.2,Z.2,X.3,Y.3,Z.3,X.4,Y.4,Z.4,X.5,Y.5,Z.5,X.6,Y.6,Z.6,X.7,Y.7,Z.7,X.8,Y.8,Z.8,X.9,Y.9,Z.9,X.10,Y.10,Z.10,X.11,Y.11,Z.11,X.12,Y.12,Z.12,X.13,Y.13,Z.13,X.14,Y.14,Z.14,X.15,Y.15,Z.15,X.16,Y.16,Z.16,X.17,Y.17,Z.17,X.18,Y.18,Z.18,X.19,Y.19,Z.19,X.20,Y.20,Z.20
282,282,2.35,0.000114,1.5e-05,-0.00019,1.0,-52.253361,69.439453,33.002949,-51.790619,71.722389,68.750359,-51.807766,67.18586,68.906128,-52.697639,67.066162,-2.91478,-52.717419,71.783417,-2.729902,-51.781715,71.733841,68.740814,-51.816032,67.175613,68.902405,-52.689026,67.082893,-2.91349,-52.728428,71.761444,-2.715536,-62.475456,82.133636,32.92207,-51.728844,56.067703,49.578972,-52.211399,72.525787,49.562065,-53.273617,73.190567,16.684891,-58.472027,75.676048,38.732971,-62.387539,82.379547,49.907635,-49.60643,68.90641,26.917986,-51.008511,56.535618,32.454918,-50.083057,56.639648,16.469501,-64.558128,83.024063,17.286705,,,
283,283,2.358,0.000109,2.6e-05,-0.000148,1.0,-52.252979,69.438972,33.004295,-51.789581,71.722305,68.751671,-51.806347,67.185776,68.907478,-52.69791,67.065277,-2.913398,-52.718079,71.782532,-2.728567,-51.781281,71.733345,68.741547,-51.814365,67.175499,68.903275,-52.689594,67.082664,-2.910984,-52.728294,71.76059,-2.714363,-62.417656,82.18045,32.907898,-51.901333,56.037991,49.541096,-52.103226,72.522408,49.536289,-53.175591,73.194817,16.677301,-58.381947,75.739769,38.718327,-62.339306,82.431778,49.896549,-49.609718,68.832016,26.914783,-51.176105,56.478291,32.421501,-50.1922,56.601196,16.45911,-64.496025,83.057251,17.275188,,,
284,284,2.366,0.00011,2.4e-05,-0.000274,1.0,-52.252178,69.439476,33.004314,-51.788364,71.722618,68.751701,-51.806271,67.186096,68.907501,-52.697552,67.065971,-2.913389,-52.716534,71.783234,-2.728546,-51.778801,71.735245,68.740555,-51.814415,67.175674,68.90551,-52.689362,67.082481,-2.91322,-52.727623,71.760345,-2.713307,-62.341797,82.234665,32.892033,-52.055611,55.990566,49.510426,-51.999725,72.516754,49.516521,-53.102516,73.188362,16.660843,-58.28389,75.80632,38.702053,-62.299557,82.490471,49.884258,-49.60704,68.769829,26.896805,-51.315773,56.428402,32.3988,-50.361897,56.525074,16.437866,-64.41819,83.101631,17.274553,,,
285,285,2.375,0.000114,3.6e-05,-0.0003,1.0,-52.251305,69.440918,33.003189,-51.786549,71.723755,68.750587,-51.804691,67.187233,68.906357,-52.697624,67.067719,-2.914524,-52.716358,71.784981,-2.72964,-51.778538,71.735321,68.741447,-51.811893,67.177185,68.9039,-52.690113,67.085571,-2.913988,-52.726269,71.760826,-2.716252,-62.270908,82.30925,32.882828,-52.197136,55.929123,49.493958,-51.887779,72.513321,49.501194,-53.041435,73.175316,16.643473,-58.174263,75.880394,38.682701,-62.248398,82.561913,49.871284,-49.607353,68.697861,26.874792,-51.428459,56.382095,32.380733,-50.55291,56.435226,16.406155,-64.324989,83.157471,17.274389,,,
286,286,2.383,0.000116,3.1e-05,-0.000275,1.0,-52.251434,69.439827,33.00304,-51.78714,71.72258,68.750443,-51.805054,67.18605,68.906197,-52.697289,67.066719,-2.914682,-52.716255,71.783974,-2.729788,-51.778759,71.734253,68.74102,-51.812763,67.175713,68.902779,-52.689278,67.084442,-2.913621,-52.726643,71.760338,-2.715506,-62.218697,82.386108,32.867916,-52.269005,55.893082,49.474354,-51.782291,72.506462,49.471001,-52.981407,73.158058,16.620451,-58.075642,75.941223,38.666733,-62.191128,82.622269,49.86417,-49.608841,68.63607,26.853123,-51.510132,56.342609,32.359947,-50.72192,56.364105,16.372503,-64.257416,83.206825,17.265591,,,
287,287,2.391,0.000102,2.4e-05,-0.000465,1.0,-52.252995,69.438713,33.003025,-51.788338,71.722267,68.750366,-51.807976,67.185753,68.90625,-52.699249,67.064789,-2.914643,-52.716434,71.782059,-2.729878,-51.779629,71.734528,68.740189,-51.815861,67.174995,68.903023,-52.691322,67.082916,-2.913144,-52.726578,71.758232,-2.715818,-62.153931,82.464867,32.857468,-52.342331,55.846848,49.445839,-51.698059,72.491905,49.449924,-52.920784,73.148476,16.596682,-57.980824,75.992836,38.658508,-62.123562,82.68708,49.847305,-49.610428,68.584106,26.841345,-51.570671,56.309849,32.342037,-50.824158,56.320553,16.342289,-64.195023,83.258995,17.254028,,,
288,288,2.399,0.000104,1.3e-05,-0.000435,1.0,-52.253902,69.438675,33.002823,-51.790134,71.722107,68.750191,-51.809513,67.185585,68.906044,-52.699249,67.06488,-2.914864,-52.716713,71.78215,-2.730081,-51.782059,71.734695,68.739845,-51.816879,67.174477,68.902573,-52.691631,67.083206,-2.913108,-52.726395,71.758202,-2.715801,-62.095024,82.541862,32.853756,-52.379944,55.800766,49.420528,-51.615948,72.47171,49.436615,-52.857113,73.130569,16.586292,-57.887321,76.037148,38.656044,-62.0681,82.737671,49.835312,-49.613182,68.535942,26.830309,-51.625252,56.262295,32.317085,-50.89212,56.283604,16.306129,-64.1586,83.300812,17.231256,,,
289,289,2.408,0.000111,7e-06,-0.00055,1.0,-52.253445,69.439705,33.003773,-51.789581,71.722519,68.751183,-51.809998,67.185997,68.906975,-52.69891,67.066521,-2.913958,-52.715294,71.783791,-2.729106,-51.780678,71.734085,68.74189,-51.817905,67.176109,68.904572,-52.690689,67.08387,-2.914118,-52.726585,71.759384,-2.714416,-62.04303,82.644012,32.837666,-52.403294,55.738087,49.398655,-51.526272,72.446014,49.42178,-52.806824,73.113449,16.570608,-57.784237,76.095978,38.631172,-62.006599,82.789146,49.821922,-49.617699,68.482536,26.816425,-51.66394,56.214237,32.286739,-50.939625,56.254417,16.277098,-64.11451,83.346649,17.208529,,,
290,290,2.416,0.000104,2.9e-05,-0.000392,1.0,-52.251797,69.439957,33.003483,-51.787102,71.723419,68.750839,-51.80608,67.186897,68.906693,-52.698074,67.066132,-2.914193,-52.715946,71.783401,-2.729404,-51.779018,71.734734,68.742218,-51.813732,67.176613,68.902771,-52.689869,67.08329,-2.913384,-52.726608,71.760422,-2.714897,-62.004669,82.735664,32.836231,-52.388294,55.681389,49.3717,-51.441338,72.438293,49.395802,-52.76701,73.102066,16.553841,-57.695072,76.139191,38.622467,-61.957283,82.823502,49.818996,-49.620647,68.435608,26.79932,-51.66806,56.182587,32.261639,-50.968788,56.236805,16.250828,-64.063332,83.398674,17.196808,,,
291,291,2.424,0.000115,1.7e-05,-0.000365,1.0,-52.250637,69.440857,33.003136,-51.786888,71.723579,68.750549,-51.805626,67.18705,68.906311,-52.695953,67.06778,-2.914598,-52.714081,71.785042,-2.729714,-51.777794,71.735756,68.74102,-51.813801,67.176498,68.903419,-52.687557,67.085564,-2.913916,-52.725227,71.76088,-2.715512,-61.96772,82.824463,32.842148,-52.337498,55.635853,49.340637,-51.368732,72.412079,49.385159,-52.728661,73.099831,16.539127,-57.621861,76.176796,38.615021,-61.896027,82.864227,49.828537,-49.622772,68.393288,26.780685,-51.659374,56.14143,32.236877,-50.974922,56.216015,16.226099,-64.013329,83.443939,17.189384,,,
292,292,2.433,0.000109,7e-06,-0.000573,1.0,-52.251553,69.440094,33.002865,-51.787621,71.723045,68.750259,-51.80825,67.186531,68.906082,-52.697086,67.066772,-2.914852,-52.713264,71.784042,-2.730021,-51.778042,71.734413,68.740494,-51.816879,67.176643,68.903122,-52.688263,67.084595,-2.914077,-52.725021,71.759743,-2.715445,-61.922329,82.905045,32.839214,-52.272667,55.585419,49.31382,-51.292046,72.375336,49.375095,-52.678089,73.102448,16.523577,-57.539814,76.216942,38.610916,-61.849499,82.901642,49.829826,-49.62463,68.355331,26.761118,-51.628918,56.096191,32.207359,-50.982292,56.191116,16.192533,-63.94928,83.49295,17.185234,,,
293,293,2.441,0.000104,2.4e-05,-0.000467,1.0,-52.252644,69.439186,33.003254,-51.78793,71.722618,68.75061,-51.807594,67.186104,68.906471,-52.698952,67.065376,-2.91442,-52.716106,71.782646,-2.72964,-51.778996,71.733383,68.740425,-51.816101,67.176216,68.90258,-52.689838,67.082733,-2.91258,-52.72776,71.759872,-2.714671,-61.896057,82.959663,32.837593,-52.178024,55.53894,49.293957,-51.231255,72.347816,49.361359,-52.629684,73.106552,16.516054,-57.475861,76.253006,38.60648,-61.812378,82.9263,49.837658,-49.627831,68.319878,26.743105,-51.590218,56.057209,32.186878,-50.979103,56.172855,16.165333,-63.907021,83.526009,17.179916,,,
294,294,2.45,0.000107,3e-05,-0.000334,1.0,-52.254253,69.438873,33.0037,-51.789753,71.722206,68.75106,-51.808208,67.185684,68.906898,-52.700321,67.065178,-2.913988,-52.718742,71.782448,-2.729172,-51.780914,71.734802,68.739662,-51.816166,67.174652,68.903938,-52.692242,67.082092,-2.912022,-52.728878,71.760712,-2.715003,-61.879105,83.014259,32.833054,-52.079288,55.476494,49.262897,-51.160484,72.324722,49.345104,-52.564194,73.113785,16.512131,-57.409889,76.290672,38.605057,-61.785149,82.94529,49.842041,-49.631279,68.286407,26.730526,-51.505863,56.014843,32.161488,-50.962078,56.152184,16.135731,-63.87738,83.561195,17.170088,,,
295,295,2.458,0.000109,3e-05,-0.000305,1.0,-52.252407,69.439468,33.003937,-51.788013,71.722672,68.751312,-51.806206,67.186142,68.90712,-52.69836,67.065895,-2.913758,-52.717049,71.783157,-2.728924,-51.778637,71.735023,68.740639,-51.814377,67.175728,68.904671,-52.690048,67.082581,-2.913169,-52.728115,71.760445,-2.714131,-61.858673,83.060555,32.827641,-51.942516,55.427868,49.228584,-51.112526,72.300682,49.338264,-52.531898,73.111557,16.501835,-57.338272,76.330223,38.603203,-61.764877,82.954369,49.851013,-49.636223,68.263741,26.717113,-51.380276,56.000443,32.122082,-50.939137,56.135857,16.110096,-63.859093,83.588387,17.159695,,,
296,296,2.466,0.00011,3.3e-05,-0.000443,1.0,-52.251743,69.44001,33.003624,-51.78656,71.723,68.750999,-51.806004,67.186478,68.906799,-52.698517,67.066658,-2.914068,-52.715904,71.78392,-2.729225,-51.777828,71.734566,68.740471,-51.813961,67.176292,68.903839,-52.690422,67.084351,-2.912624,-52.726357,71.760559,-2.714932,-61.845909,83.092171,32.829491,-51.800354,55.359764,49.208385,-51.062458,72.261765,49.327602,-52.507164,73.113144,16.493801,-57.282646,76.362747,38.601181,-61.752563,82.957985,49.858906,-49.642693,68.24041,26.703335,-51.269974,55.980843,32.095825,-50.906361,56.118118,16.086786,-63.845997,83.609749,17.151735,,,
297,297,2.475,0.000101,3.4e-05,-0.000434,1.0,-52.251369,69.441208,33.003513,-51.786102,71.724907,68.750847,-51.805462,67.188385,68.906738,-52.698231,67.067139,-2.91414,-52.715694,71.784409,-2.729392,-51.777153,71.736275,68.740593,-51.81369,67.178177,68.903969,-52.689713,67.085815,-2.911963,-52.726299,71.760674,-2.716668,-61.824131,83.121193,32.837177,-51.603596,55.31044,49.176399,-51.014847,72.217247,49.315941,-52.480709,73.118629,16.48867,-57.238167,76.388298,38.598499,-61.739761,82.959,49.865292,-49.644646,68.222496,26.691586,-51.150806,55.954296,32.068272,-50.867184,56.065063,16.065138,-63.830639,83.630638,17.142509,,,
298,298,2.483,0.000117,4.8e-05,-0.000266,1.0,-52.251732,69.439857,33.003574,-51.786285,71.722527,68.750969,-51.804115,67.185997,68.906715,-52.698742,67.066833,-2.914143,-52.717793,71.784088,-2.729237,-51.778282,71.733894,68.740631,-51.811432,67.175911,68.904053,-52.691139,67.085022,-2.91245,-52.727455,71.760437,-2.715863,-61.820705,83.139992,32.845642,-51.419388,55.271935,49.159241,-50.978725,72.188927,49.306061,-52.464645,73.116211,16.481871,-57.195412,76.411705,38.586678,-61.727417,82.959198,49.869564,-49.644482,68.207397,26.681393,-51.035915,55.912983,32.04224,-50.816113,56.048306,16.041203,-63.818977,83.643684,17.140673,,,
299,299,2.491,0.000111,3.4e-05,-0.000325,1.0,-52.252285,69.439903,33.00354,-51.787575,71.722954,68.750916,-51.805939,67.186424,68.906715,-52.69857,67.066483,-2.91416,-52.717072,71.783745,-2.729311,-51.778519,71.734581,68.740807,-51.813972,67.176414,68.904343,-52.690514,67.083656,-2.913131,-52.727501,71.761024,-2.715912,-61.816383,83.152054,32.846535,-51.2239,55.220135,49.13649,-50.947197,72.171745,49.296589,-52.453129,73.111763,16.476088,-57.157505,76.427612,38.584499,-61.721527,82.953117,49.872242,-49.643475,68.194572,26.673361,-50.914646,55.874878,32.027077,-50.756039,56.034885,16.022261,-63.802059,83.649521,17.140821,,,
300,300,2.5,0.000116,1.8e-05,-0.000307,1.0,-52.253193,69.439163,33.00428,-51.789688,71.721909,68.751694,-51.807899,67.185387,68.907455,-52.698254,67.066048,-2.913451,-52.716934,71.78331,-2.72856,-51.780193,71.733887,68.74176,-51.816223,67.175186,68.905167,-52.689667,67.083344,-2.912845,-52.728359,71.759789,-2.714718,-61.812527,83.155861,32.851227,-50.96109,55.170025,49.110645,-50.920219,72.149658,49.292789,-52.447449,73.102783,16.469032,-57.126461,76.440758,38.580139,-61.717312,82.947594,49.876392,-49.640755,68.181763,26.665836,-50.691921,55.875523,32.007549,-50.680035,56.045025,15.979764,-63.78159,83.657448,17.146048,,,
301,301,2.508,0.0001,1.6e-05,-0.000248,1.0,-52.253468,69.439667,33.004208,-51.790367,71.723618,68.751549,-51.808048,67.187088,68.907455,-52.698112,67.065361,-2.913457,-52.717346,71.782616,-2.728719,-51.780846,71.736443,68.740005,-51.816528,67.175934,68.904762,-52.689522,67.082993,-2.911273,-52.728088,71.760086,-2.71506,-61.805725,83.14949,32.852612,-50.730576,55.149727,49.087315,-50.900139,72.133492,49.287132,-52.449451,73.095161,16.462029,-57.106079,76.441055,38.576477,-61.717625,82.938194,49.878506,-49.636494,68.171951,26.659601,-50.491596,55.885773,31.987074,-50.619717,56.020195,15.943649,-63.766514,83.655342,17.152395,,,
302,302,2.516,0.000116,3e-05,-0.000333,1.0,-52.25185,69.440224,33.003292,-51.787323,71.722878,68.750694,-51.805771,67.186356,68.906441,-52.697945,67.0672,-2.914435,-52.71637,71.784462,-2.729538,-51.777958,71.735069,68.739731,-51.813972,67.175964,68.90419,-52.689682,67.084953,-2.913224,-52.727173,71.760719,-2.715538,-61.796993,83.135948,32.853203,-50.482403,55.128693,49.072845,-50.874912,72.129456,49.280895,-52.454651,73.088127,16.45723,-57.085236,76.442787,38.571068,-61.720974,82.922546,49.877167,-49.625889,68.171242,26.653368,-50.323277,55.890442,31.96998,-50.547935,56.004436,15.917317,-63.753658,83.648735,17.161175,,,
303,303,2.524,0.000119,2.6e-05,-0.000431,1.0,-52.251362,69.439987,33.003269,-51.786716,71.722374,68.750694,-51.806049,67.185852,68.906418,-52.697598,67.06723,-2.91447,-52.715099,71.784492,-2.72955,-51.777412,71.734566,68.739868,-51.814472,67.175125,68.903389,-52.689003,67.085251,-2.912587,-52.726017,71.761063,-2.715552,-61.785484,83.113632,32.850735,-50.229805,55.124897,49.056358,-50.860668,72.112152,49.271374,-52.463955,73.079071,16.455553,-57.078827,76.430618,38.565311,-61.72546,82.90802,49.875816,-49.615158,68.17263,26.647499,-50.165684,55.887287,31.952202,-50.087063,56.145119,15.978916,-63.735348,83.642807,17.170813,,,
304,304,2.533,0.000109,3.5e-05,-0.000381,1.0,-52.252335,69.43998,33.003098,-51.787273,71.723129,68.750473,-51.806152,67.186607,68.906281,-52.698971,67.06646,-2.914596,-52.716942,71.78373,-2.729768,-51.778637,71.734901,68.739571,-51.81414,67.176041,68.903137,-52.690708,67.083984,-2.912329,-52.727192,71.761475,-2.716055,-61.788345,83.07283,32.850307,-49.922901,55.122505,49.047478,-50.857372,72.101929,49.268265,-52.472179,73.070641,16.452688,-57.088589,76.410957,38.560249,-61.732662,82.88961,49.872772,-49.59824,68.175758,26.643408,-49.940639,55.88839,31.958824,-49.991302,56.096416,15.917773,-63.721031,83.628204,17.179554,,,
305,305,2.541,0.000107,6e-06,-0.000397,1.0,-52.25367,69.439491,33.004543,-51.790573,71.722771,68.75193,-51.809605,67.186249,68.907761,-52.698338,67.065849,-2.913162,-52.716171,71.783112,-2.728355,-51.78067,71.734177,68.740639,-51.81852,67.176193,68.905495,-52.689259,67.083206,-2.911136,-52.727623,71.760834,-2.715134,-61.786217,83.044693,32.849758,-49.656082,55.131065,49.032272,-50.863289,72.096626,49.264996,-52.487469,73.059311,16.450661,-57.113457,76.378967,38.560635,-61.740601,82.86924,49.872009,-49.581127,68.184837,26.641582,-49.709846,55.907078,31.935635,-49.791656,56.118,15.917837,-63.727058,83.612091,17.181068,,,
306,306,2.549,0.00011,1e-05,-0.000349,1.0,-52.253002,69.439407,33.004208,-51.789856,71.722519,68.751595,-51.808453,67.185997,68.90741,-52.697712,67.065926,-2.913514,-52.715992,71.783188,-2.728671,-51.780094,71.734627,68.741158,-51.817173,67.175484,68.904602,-52.688755,67.083687,-2.912087,-52.727604,71.759644,-2.714691,-61.78487,83.014694,32.850704,-49.435574,55.118973,49.029819,-50.887402,72.088501,49.26746,-52.502411,73.053131,16.451082,-57.137455,76.352325,38.55859,-61.758579,82.844505,49.867546,-49.561779,68.198761,26.637739,-49.515087,55.923187,31.91618,-49.624493,56.111885,15.891949,-63.735325,83.591797,17.17383,,,
307,307,2.558,0.000108,1.6e-05,-0.000145,1.0,-52.253223,69.441093,33.004807,-51.790585,71.724548,68.752197,-51.80732,67.188019,68.908012,-52.697395,67.067276,-2.912891,-52.717602,71.784531,-2.728075,-51.782799,71.739647,68.74192,-51.814205,67.175117,68.90519,-52.690361,67.085327,-2.911854,-52.726734,71.760468,-2.714078,-61.775608,82.979195,32.855042,-49.220188,55.107635,49.000843,-50.914948,72.101227,49.271408,-52.520973,73.042206,16.449734,-57.173241,76.317451,38.555187,-61.778938,82.819954,49.860657,-49.538494,68.216362,26.637289,-49.300732,55.950417,31.907421,-49.45956,56.1194,15.867837,-63.745518,83.570793,17.166861,,,
308,308,2.566,0.000114,2.8e-05,-0.000332,1.0,-52.251755,69.440758,33.004539,-51.787407,71.723579,68.751945,-51.805836,67.187057,68.907707,-52.697678,67.067566,-2.91318,-52.71611,71.784836,-2.728304,-51.777721,71.735344,68.741096,-51.814766,67.176559,68.904366,-52.68861,67.085587,-2.91136,-52.727772,71.761093,-2.713545,-61.778442,82.938988,32.851559,-49.047424,55.068352,48.971066,-50.936611,72.106857,49.271748,-52.558784,73.03318,16.441954,-57.200985,76.286247,38.554138,-61.796577,82.799362,49.857948,-49.507694,68.241539,26.638895,-49.093132,55.98761,31.913572,-49.316097,56.140835,15.869573,-63.75013,83.552727,17.161758,,,
309,309,2.575,0.000109,2.1e-05,-0.000431,1.0,-52.251495,69.440529,33.003216,-51.787197,71.723663,68.750595,-51.806526,67.187141,68.906418,-52.697372,67.067032,-2.914488,-52.714886,71.784302,-2.729663,-51.778053,71.735786,68.739075,-51.814606,67.176697,68.904236,-52.689095,67.084702,-2.912802,-52.725529,71.761108,-2.715791,-61.77969,82.885101,32.841919,-48.361469,55.360996,49.033485,-50.972229,72.109703,49.271454,-52.600132,73.014549,16.440981,-57.231426,76.248131,38.55827,-61.820698,82.777069,49.852943,-49.481411,68.267418,26.638842,-48.841816,56.02573,31.909185,-49.105476,56.248875,15.943287,-63.753044,83.530739,17.161329,,,
310,310,2.583,0.0001,2e-05,-0.000319,1.0,-52.251987,69.439636,33.002815,-51.788254,71.723488,68.750153,-51.806568,67.186966,68.906059,-52.697289,67.065422,-2.914846,-52.715851,71.782692,-2.730104,-51.778877,71.734558,68.739326,-51.815353,67.17688,68.902763,-52.688015,67.083374,-2.912561,-52.727531,71.759567,-2.715955,-61.780853,82.837463,32.834824,-48.084885,55.420242,49.027901,-51.00069,72.110748,49.269543,-52.626957,72.998848,16.438351,-57.264183,76.219948,38.568459,-61.843513,82.75914,49.843102,-49.451416,68.286224,26.633348,-48.638592,56.062256,31.897369,-48.930649,56.303059,15.972222,-63.745777,83.514153,17.163164,,,
311,311,2.591,0.000103,2.4e-05,-0.000346,1.0,-52.252586,69.439194,33.003159,-51.788456,71.722786,68.750511,-51.807022,67.186264,68.90638,-52.698284,67.065224,-2.914506,-52.716583,71.782494,-2.729735,-51.779449,71.733711,68.740685,-51.815395,67.176437,68.902985,-52.689598,67.082748,-2.913088,-52.727741,71.759369,-2.715443,-61.779095,82.795731,32.828651,-47.85651,55.491112,49.024071,-51.032265,72.113953,49.264385,-52.653061,72.979645,16.43609,-57.292973,76.188896,38.572651,-61.876137,82.735893,49.838318,-49.425472,68.308395,26.632851,-48.462036,56.097801,31.884399,-48.756142,56.349648,15.984948,-63.737606,83.500076,17.167467,,,
312,312,2.6,0.000109,2.4e-05,-0.000354,1.0,-52.253948,69.439629,33.003201,-51.789814,71.722786,68.75058,-51.808445,67.186264,68.906387,-52.699654,67.066101,-2.914497,-52.717888,71.783363,-2.729669,-51.780373,71.735161,68.740715,-51.816875,67.175537,68.903603,-52.691109,67.0839,-2.913165,-52.728863,71.76004,-2.71643,-61.775841,82.747253,32.816422,-47.527981,55.591774,49.011013,-51.068298,72.113815,49.264568,-52.676476,72.962906,16.431726,-57.316948,76.158371,38.569954,-61.90583,82.714493,49.829475,-49.400543,68.333313,26.632809,-48.210346,56.163269,31.895113,-48.566788,56.374432,15.935225,-63.732277,83.482216,17.173328,,,
313,313,2.608,0.000121,3.4e-05,-0.000377,1.0,-52.251698,69.439468,33.004017,-51.786739,71.721756,68.75145,-51.80558,67.185226,68.90715,-52.698238,67.066826,-2.913734,-52.716236,71.784088,-2.72879,-51.778454,71.734383,68.740036,-51.813019,67.174255,68.904358,-52.690708,67.084709,-2.911853,-52.725811,71.760818,-2.714541,-61.765415,82.709282,32.807007,-47.28693,55.63361,49.012871,-51.091057,72.115509,49.262749,-52.695,72.949707,16.431068,-57.338669,76.135757,38.567455,-61.930622,82.70118,49.820808,-49.371017,68.358627,26.631372,-48.019623,56.205231,31.899961,-48.389179,56.348682,15.925351,-63.732548,83.465019,17.175762,,,
314,314,2.616,0.00012,3.3e-05,-0.000253,1.0,-52.250248,69.439522,33.003788,-51.785885,71.722008,68.751213,-51.8036,67.185471,68.906929,-52.696167,67.066689,-2.913955,-52.715343,71.783943,-2.729023,-51.776958,71.734947,68.740204,-51.811367,67.174507,68.904633,-52.688271,67.084671,-2.912609,-52.725601,71.76004,-2.715207,-61.756706,82.683647,32.800602,-46.987644,55.718605,49.01593,-51.107632,72.118172,49.261509,-52.707928,72.939423,16.428392,-57.34766,76.108147,38.553925,-61.949688,82.691063,49.81638,-49.353836,68.375626,26.629908,-47.846706,56.249638,31.896036,-48.23246,56.373604,15.938971,-63.731449,83.449875,17.173586,,,
315,315,2.625,0.000117,2.3e-05,-0.000276,1.0,-52.250553,69.440231,33.003788,-51.786793,71.722893,68.751205,-51.804722,67.186371,68.906952,-52.695866,67.067215,-2.913955,-52.714832,71.78447,-2.729043,-51.77737,71.735016,68.741135,-51.813095,67.175964,68.904167,-52.687359,67.084045,-2.913249,-52.726048,71.761742,-2.714621,-61.745979,82.661232,32.796215,-46.605808,55.822849,49.021088,-51.116531,72.119179,49.260849,-52.712112,72.93576,16.432438,-57.374077,76.087296,38.548912,-61.976425,82.68071,49.80368,-49.336842,68.393066,26.631584,-47.645672,56.293331,31.884136,-48.074097,56.416618,15.96419,-63.734772,83.435883,17.17396,,,
316,316,2.633,0.000107,2.7e-05,-0.000261,1.0,-52.251995,69.439972,33.003426,-51.788036,71.723373,68.750793,-51.805824,67.186844,68.906624,-52.697502,67.066208,-2.914262,-52.716614,71.78347,-2.729452,-51.778568,71.735046,68.740707,-51.814545,67.176445,68.903343,-52.688522,67.084091,-2.912511,-52.728058,71.760201,-2.715629,-61.737514,82.645798,32.79567,-46.400631,55.880909,49.025677,-51.118374,72.118492,49.26033,-52.741432,72.929123,16.431852,-57.382702,76.086761,38.546875,-61.994125,82.677719,49.79863,-49.317078,68.409821,26.633778,-47.432743,56.342834,31.885525,-47.930328,56.465137,15.979674,-63.737553,83.422333,17.174332,,,
317,317,2.641,9.9e-05,2.7e-05,-0.000295,1.0,-52.253593,69.439804,33.003353,-51.789486,71.723747,68.750687,-51.807587,67.187225,68.906586,-52.699257,67.065498,-2.914295,-52.718037,71.782761,-2.729559,-51.780952,71.736633,68.739716,-51.815212,67.176056,68.903816,-52.691639,67.083122,-2.912367,-52.727554,71.760223,-2.716131,-61.73061,82.632195,32.794178,-46.260044,55.908306,48.99305,-51.114948,72.118118,49.259445,-52.745361,72.927269,16.433161,-57.395393,76.099655,38.55513,-62.008453,82.677307,49.79705,-49.310558,68.422226,26.631884,-47.24818,56.366436,31.88838,-47.763031,56.523876,15.987514,-63.740623,83.404442,17.178265,,,
318,318,2.649,0.000106,2.4e-05,-0.000471,1.0,-52.253036,69.439194,33.003891,-51.78833,71.722458,68.751259,-51.808022,67.185936,68.907097,-52.699341,67.065567,-2.913794,-52.716465,71.782837,-2.728993,-51.780163,71.73378,68.739662,-51.815529,67.17585,68.90448,-52.691681,67.083641,-2.911639,-52.726139,71.759483,-2.714877,-61.724865,82.617119,32.794044,-46.132652,55.922977,48.977192,-51.11264,72.11895,49.259834,-52.748352,72.926582,16.434408,-57.398701,76.104774,38.556622,-62.022823,82.678131,49.796333,-49.30212,68.430618,26.632584,-47.097897,56.391602,31.886232,-47.581017,56.578064,15.95411,-63.740795,83.39344,17.176189,,,
319,319,2.658,0.000115,2.2e-05,-0.000338,1.0,-52.251118,69.439331,33.004272,-51.787144,71.722115,68.751678,-51.805634,67.185585,68.907448,-52.696663,67.066177,-2.913457,-52.715046,71.78344,-2.728575,-51.77869,71.734764,68.740761,-51.813187,67.174652,68.904305,-52.688736,67.082939,-2.912154,-52.725266,71.76123,-2.713597,-61.726631,82.592918,32.796963,-45.954876,55.963707,48.965897,-51.101215,72.119713,49.259624,-52.750271,72.92321,16.435085,-57.397598,76.109879,38.556999,-62.034435,82.680275,49.793999,-49.295071,68.437401,26.633406,-46.931175,56.431896,31.877815,-47.444923,56.611694,15.931243,-63.745247,83.383766,17.178171,,,
320,320,2.666,0.000105,3.6e-05,-0.000298,1.0,-52.25016,69.440483,33.004265,-51.785374,71.723976,68.75161,-51.803493,67.187462,68.907463,-52.696507,67.06662,-2.913409,-52.715267,71.78389,-2.728611,-51.777752,71.735603,68.741516,-51.810658,67.176964,68.903488,-52.689125,67.08416,-2.911722,-52.724606,71.761047,-2.713749,-61.722519,82.579926,32.801823,-45.769066,56.004982,48.961945,-51.091629,72.120979,49.260406,-52.755367,72.91922,16.434502,-57.396252,76.115868,38.55616,-62.042473,82.685104,49.793247,-49.287815,68.443153,26.634035,-46.765961,56.481869,31.857399,-47.328827,56.649071,15.933214,-63.745922,83.376373,17.17721,,,
321,321,2.674,0.000101,3e-05,-0.000289,1.0,-52.250587,69.441307,33.004093,-51.786304,71.725082,68.751434,-51.804344,67.18856,68.907318,-52.696438,67.067162,-2.913568,-52.715279,71.784431,-2.728805,-51.777737,71.737465,68.740807,-51.812027,67.17778,68.904442,-52.688671,67.08461,-2.911891,-52.72506,71.761879,-2.715165,-61.706638,82.566231,32.804977,-45.590122,56.06023,48.937916,-51.080055,72.121124,49.259983,-52.762867,72.915527,16.435087,-57.394173,76.122635,38.555355,-62.053535,82.689407,49.791927,-49.28289,68.448868,26.634445,-46.517414,56.587456,31.851847,-47.193855,56.708645,15.94695,-63.745701,83.372261,17.178894,,,
