,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1030,Unlabeled 1030,Unlabeled 1030,Unlabeled 1031,Unlabeled 1031,Unlabeled 1031,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032,Unlabeled 1033,Unlabeled 1033,Unlabeled 1033,Unlabeled 1034,Unlabeled 1034,Unlabeled 1034,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036,Unlabeled 1037,Unlabeled 1037,Unlabeled 1037,Unlabeled 1038,Unlabeled 1038,Unlabeled 1038,Unlabeled 1039,Unlabeled 1039,Unlabeled 1039
,ID,209BA3D90807A0911EE,209BA3D90807A0911EE,209BA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
74,0.616,-14.486502,118.954155,-10.661597,-0.372087,108.27739,-9.727562,3.327224,95.388878,-10.067648,15.978076,85.474304,-5.796014,1.535888,116.041435,-10.33002,17.862394,116.842354,-10.275839,17.199839,100.910721,-8.08138,-0.32946,84.599289,-8.792461,-14.786469,102.411179,-10.305246,-15.486959,86.832359,-10.368641
75,0.625,-14.406512,118.95636,-10.744739,-0.256133,108.315071,-9.785528,3.48765,95.433929,-10.138138,16.159399,85.547279,-5.809652,1.633871,116.073372,-10.431785,17.930943,116.938576,-10.395805,17.354736,100.988579,-8.163273,-0.138057,84.645828,-8.833713,-14.632554,102.409073,-10.340437,-15.297015,86.835823,-10.382623
76,0.633,-14.299796,118.962517,-10.840425,-0.146465,108.352295,-9.851801,3.641305,95.483902,-10.212842,16.333462,85.620888,-5.85485,1.732226,116.108635,-10.55198,18.016706,117.042336,-10.537843,17.49634,101.065491,-8.2425,0.027997,84.676529,-8.856165,-14.511097,102.411499,-10.374299,-15.132681,86.848244,-10.400276
77,0.641,-14.220886,118.977203,-10.931149,-0.037018,108.388428,-9.912407,3.767975,95.524101,-10.276917,16.502247,85.699715,-5.890787,1.823851,116.141685,-10.685091,18.104235,117.127968,-10.650021,17.630159,101.145378,-8.328912,0.187969,84.708008,-8.869457,-14.382918,102.426552,-10.408384,-14.968307,86.8508,-10.418196
78,0.65,-14.117283,118.980789,-11.047655,0.083226,108.433601,-9.977014,3.91035,95.584717,-10.35657,16.703167,85.804863,-5.938739,1.937024,116.18544,-10.823698,18.223604,117.220291,-10.796454,17.765326,101.240372,-8.432679,0.360149,84.759155,-8.883187,-14.253071,102.447868,-10.452875,-14.789307,86.857864,-10.431896
79,0.658,-14.03704,119.001755,-11.184541,0.19528,108.482681,-10.052178,4.040748,95.642517,-10.437642,16.871447,85.889938,-6.007909,2.031107,116.231964,-10.934319,18.313299,117.288498,-10.88967,17.891289,101.323761,-8.52807,0.504626,84.818687,-8.904588,-14.123636,102.46035,-10.50718,-14.631136,86.876076,-10.427506
80,0.666,-13.948637,119.033936,-11.302931,0.29174,108.534065,-10.13689,4.152563,95.704102,-10.514825,17.01475,85.985603,-6.094716,2.117011,116.288818,-11.050664,18.419701,117.363655,-11.010201,18.017223,101.410126,-8.639993,0.642068,84.887695,-8.930472,-13.99866,102.495346,-10.566306,-14.475595,86.91375,-10.43432
81,0.675,-13.862366,119.069458,-11.490464,0.393771,108.601166,-10.253337,4.276246,95.785034,-10.61063,17.173096,86.076248,-6.196184,2.194501,116.386818,-11.225,18.527706,117.448914,-11.111118,18.143885,101.510574,-8.778109,0.787943,84.975395,-8.963258,-13.882907,102.547089,-10.623812,-14.327295,86.968544,-10.429987
82,0.683,-13.773255,119.104675,-11.629111,0.450335,108.704269,-10.40027,4.370233,95.872017,-10.68308,17.305691,86.166077,-6.300717,2.275637,116.451942,-11.360593,18.61978,117.53392,-11.225784,18.24301,101.603676,-8.905891,0.896933,85.043892,-8.9828,-13.780324,102.599586,-10.69314,-14.21192,87.026672,-10.422575
83,0.691,-13.68356,119.151947,-11.785382,0.532893,108.778397,-10.530417,4.451396,95.951775,-10.759648,17.4268,86.263397,-6.425889,2.357502,116.51384,-11.480672,18.675898,117.638626,-11.370593,18.335789,101.705917,-9.052041,0.98868,85.149414,-8.989195,-13.68986,102.666603,-10.771125,-14.082962,87.097496,-10.423616
84,0.7,-13.574939,119.216751,-11.989499,0.62692,108.872269,-10.664859,4.535059,96.034607,-10.850861,17.557615,86.371819,-6.569876,2.426769,116.591324,-11.631246,18.748735,117.785538,-11.539575,18.419647,101.817909,-9.210677,1.079206,85.246056,-8.99103,-13.618127,102.751862,-10.866715,-13.973872,87.200203,-10.419546
85,0.708,-13.495931,119.280769,-12.169202,0.699676,108.952103,-10.807232,4.603189,96.133347,-10.936729,17.658449,86.461494,-6.726833,2.474578,116.70787,-11.79576,18.77619,117.89801,-11.682532,18.483809,101.912773,-9.371683,1.139365,85.341583,-8.997219,-13.54011,102.847412,-10.964801,-13.888739,87.284859,-10.411448
86,0.716,-13.427649,119.36219,-12.351504,0.74027,109.074524,-10.981127,4.650491,96.230499,-11.023318,17.739719,86.559166,-6.920831,2.53684,116.804031,-11.945452,18.829588,118.016449,-11.844836,18.538996,102.012802,-9.536076,1.182621,85.448524,-9.011754,-13.478751,102.952316,-11.059551,-13.811749,87.388878,-10.406528
87,0.725,-13.357615,119.486107,-12.607116,0.813854,109.185135,-11.145458,4.691065,96.340927,-11.122654,17.797945,86.660461,-7.120635,2.612391,116.910828,-12.110317,18.882843,118.127548,-11.992777,18.594555,102.130196,-9.727994,1.220027,85.596291,-9.003778,-13.405487,103.0821,-11.199686,-13.739554,87.530151,-10.392196
88,0.733,-13.301399,119.636665,-12.853085,0.8357,109.308556,-11.328026,4.738881,96.444519,-11.197521,17.83857,86.762009,-7.343222,2.636357,117.065659,-12.302838,18.947012,118.239357,-12.147888,18.626318,102.226662,-9.902246,1.236121,85.728394,-9.00183,-13.356817,103.218925,-11.327228,-13.690911,87.682129,-10.38017
89,0.741,-13.238542,119.787506,-13.101302,0.882005,109.4272,-11.4833,4.757167,96.564369,-11.275556,17.861097,86.849495,-7.549192,2.680793,117.165138,-12.483245,18.994459,118.331802,-12.287195,18.662083,102.325394,-10.093002,1.228867,85.859329,-9.007712,-13.319858,103.353989,-11.468573,-13.652545,87.827232,-10.370327
90,0.75,-13.171716,119.961807,-13.382758,0.919178,109.584282,-11.654834,4.739964,96.72551,-11.418165,17.845722,86.961403,-7.842518,2.724867,117.314255,-12.724794,19.063004,118.447792,-12.465734,18.678307,102.444908,-10.309831,1.223279,86.032516,-9.000004,-13.287195,103.525566,-11.648088,-13.638584,88.015327,-10.356193
91,0.758,-13.112307,120.127991,-13.637445,0.927459,109.731339,-11.851649,4.746019,96.853928,-11.516682,17.830355,87.058815,-8.096847,2.77279,117.436424,-12.921591,19.108103,118.544006,-12.600824,18.683132,102.561356,-10.516035,1.186189,86.193695,-9.017378,-13.251405,103.7034,-11.822757,-13.608104,88.207047,-10.324305
92,0.766,-13.056395,120.320404,-13.901591,0.957309,109.865868,-12.027707,4.756936,96.98278,-11.619627,17.815331,87.157005,-8.360422,2.818629,117.586807,-13.151972,19.181578,118.644669,-12.746991,18.686604,102.663277,-10.713012,1.146907,86.350174,-9.038478,-13.236077,103.890182,-11.986237,-13.615373,88.403091,-10.318714
93,0.775,-12.995444,120.550957,-14.206275,0.993416,110.06012,-12.269056,4.727931,97.144783,-11.777666,17.772671,87.285606,-8.684979,2.881096,117.763542,-13.447807,19.240898,118.763962,-12.908491,18.675198,102.788391,-10.956275,1.088761,86.558624,-9.075233,-13.219544,104.097305,-12.196513,-13.649522,88.627769,-10.313271
94,0.783,-12.963446,120.76664,-14.491372,1.011014,110.213486,-12.50738,4.728145,97.28653,-11.898669,17.704025,87.398949,-8.959317,2.949896,117.899284,-13.673817,19.279083,118.907845,-13.097286,18.661287,102.903816,-11.144674,1.041833,86.735497,-9.123519,-13.21176,104.280975,-12.390974,-13.706933,88.848442,-10.322998
95,0.791,-12.91994,121.003845,-14.782774,1.049607,110.347023,-12.711946,4.696801,97.46077,-12.056331,17.641766,87.524895,-9.249938,2.994269,118.062553,-13.93368,19.309351,119.034286,-13.266155,18.650091,103.021538,-11.364146,0.991765,86.911636,-9.182944,-13.210729,104.476143,-12.590907,-13.76925,89.078751,-10.346302
96,0.8,-12.889847,121.268204,-15.11012,1.069833,110.537109,-12.982459,4.682211,97.626503,-12.210274,17.549974,87.63192,-9.591823,3.063139,118.242775,-14.183839,19.363651,119.161308,-13.482831,18.640985,103.151718,-11.593939,0.923688,87.124619,-9.272888,-13.209367,104.726555,-12.820201,-13.828092,89.334946,-10.377981
97,0.808,-12.804087,121.489929,-15.368793,1.095233,110.703781,-13.19817,4.66793,97.779854,-12.372093,17.478336,87.751297,-9.89321,3.099209,118.442665,-14.415476,19.43017,119.287277,-13.66503,18.624153,103.266739,-11.805124,0.870134,87.308113,-9.377614,-13.214699,104.93454,-13.010724,-13.925524,89.555115,-10.404365
98,0.816,-12.749445,121.692169,-15.629925,1.116275,110.86335,-13.441068,4.646012,97.923851,-12.525497,17.402071,87.872734,-10.198549,3.12147,118.630875,-14.666684,19.476536,119.397774,-13.823788,18.605644,103.383614,-12.00605,0.819385,87.491562,-9.50771,-13.219372,105.136383,-13.205086,-14.028764,89.778481,-10.456866
99,0.825,-12.669455,121.923592,-15.903743,1.121874,111.056816,-13.749038,4.611722,98.106232,-12.725285,17.290668,88.018021,-10.527603,3.203318,118.811501,-14.912642,19.544436,119.521225,-14.021375,18.601942,103.519882,-12.253305,0.767328,87.685707,-9.662712,-13.239238,105.367767,-13.43355,-14.115938,90.04216,-10.505007
100,0.833,-12.611452,122.111198,-16.15041,1.14907,111.199341,-13.984739,4.596818,98.263069,-12.911111,17.217205,88.161591,-10.836509,3.266821,118.977692,-15.171981,19.60289,119.631447,-14.161147,18.591629,103.641907,-12.442026,0.705523,87.8638,-9.840923,-13.260616,105.573364,-13.621979,-14.180114,90.268112,-10.570334
101,0.841,-12.551026,122.30172,-16.411152,1.185508,111.357262,-14.248176,4.603344,98.425331,-13.106756,17.129072,88.29863,-11.126321,3.314294,119.148842,-15.429884,19.646431,119.769821,-14.350841,18.573593,103.782249,-12.647785,0.672249,88.026611,-10.023821,-13.275979,105.775429,-13.818884,-14.243941,90.510437,-10.652308
102,0.85,-12.504411,122.521439,-16.699675,1.213772,111.549934,-14.573126,4.608538,98.598389,-13.32128,17.066538,88.44606,-11.437108,3.378958,119.341492,-15.653918,19.693214,119.946548,-14.515289,18.553944,103.951729,-12.86984,0.63813,88.220306,-10.266138,-13.291801,105.989883,-14.045008,-14.305856,90.751534,-10.749866
103,0.858,-12.433915,122.706223,-16.933279,1.271516,111.702934,-14.818043,4.600959,98.770737,-13.537237,17.022995,88.591629,-11.737874,3.388815,119.554138,-15.874595,19.72386,120.11377,-14.696336,18.563889,104.10762,-13.079651,0.629527,88.379852,-10.492146,-13.303325,106.183853,-14.23982,-14.357177,90.973846,-10.854976
104,0.866,-12.393313,122.887802,-17.180456,1.29824,111.8647,-15.085041,4.625454,98.925026,-13.734492,16.973749,88.748947,-12.014047,3.457989,119.71846,-16.07906,19.776215,120.284584,-14.874937,18.567558,104.259895,-13.266514,0.62647,88.538841,-10.738007,-13.306609,106.373123,-14.436483,-14.385419,91.182785,-10.957716
105,0.875,-12.321017,123.09903,-17.446777,1.335081,112.07415,-15.389832,4.662133,99.118896,-14.000204,16.941479,88.936554,-12.335997,3.506904,119.912018,-16.337194,19.819801,120.452675,-15.042649,18.596088,104.444168,-13.484146,0.650426,88.737305,-11.051492,-13.304957,106.578049,-14.659895,-14.416623,91.403847,-11.116799
106,0.883,-12.288742,123.265053,-17.676046,1.381169,112.2612,-15.63493,4.685088,99.312256,-14.241031,16.959593,89.108833,-12.60642,3.553856,120.100739,-16.569792,19.874672,120.605782,-15.192941,18.608793,104.60199,-13.666036,0.674766,88.898849,-11.355133,-13.278248,106.746078,-14.86916,-14.418859,91.603539,-11.249006
107,0.891,-12.240189,123.441406,-17.932039,1.427786,112.429405,-15.90543,4.727855,99.468521,-14.476774,16.967701,89.265999,-12.855175,3.61765,120.303787,-16.754711,19.926254,120.78215,-15.318882,18.64213,104.773041,-13.856801,0.710299,89.05407,-11.65004,-13.269764,106.903374,-15.081694,-14.414122,91.794876,-11.405529
108,0.9,-12.212111,123.607483,-18.185217,1.475672,112.620529,-16.222511,4.769032,99.646584,-14.765532,16.967922,89.467102,-13.147335,3.650933,120.528481,-17.004005,19.958609,120.980072,-15.517643,18.674511,104.959976,-14.056778,0.762413,89.224556,-12.014267,-13.253239,107.098068,-15.31855,-14.398338,91.980919,-11.582518
109,0.908,-12.188584,123.766449,-18.414639,1.522784,112.783112,-16.493298,4.830286,99.812111,-15.024182,17.016844,89.655914,-13.396035,3.718545,120.667526,-17.187876,19.994127,121.147171,-15.659621,18.724634,105.135262,-14.238042,0.808095,89.375633,-12.347495,-13.224556,107.246758,-15.54376,-14.366182,92.139206,-11.771385
110,0.916,-12.13366,123.922905,-18.624622,1.58847,112.925842,-16.713379,4.87557,99.963882,-15.296237,17.064344,89.819008,-13.615759,3.744026,120.827278,-17.404552,20.024229,121.306656,-15.820806,18.762005,105.293167,-14.413418,0.877468,89.506737,-12.668274,-13.188314,107.37944,-15.768768,-14.32502,92.2892,-11.993185
111,0.925,-12.107056,124.071571,-18.8433,1.622293,113.107109,-17.00753,4.943956,100.138153,-15.606411,17.134491,89.998001,-13.873214,3.818605,120.993828,-17.604317,20.076269,121.518303,-15.981468,18.82954,105.469963,-14.608031,0.948018,89.654266,-13.047777,-13.15794,107.526375,-16.046007,-14.267778,92.438171,-12.22754
112,0.933,-12.085117,124.206367,-19.048597,1.689285,113.246796,-17.216881,4.999113,100.281975,-15.893237,17.230339,90.154282,-14.112706,3.839337,121.166275,-17.801264,20.098436,121.669151,-16.128523,18.871008,105.626938,-14.784037,1.003802,89.793625,-13.398126,-13.125272,107.666374,-16.292349,-14.213496,92.563095,-12.471546
113,0.941,-12.056592,124.342583,-19.245686,1.728833,113.392761,-17.448755,5.053022,100.423347,-16.174742,17.342915,90.310684,-14.341166,3.873191,121.327736,-17.957157,20.132437,121.824265,-16.283802,18.929276,105.781425,-14.950612,1.067161,89.918449,-13.746572,-13.06772,107.795654,-16.563221,-14.146183,92.685867,-12.729411
114,0.95,-12.018489,124.492302,-19.46476,1.775745,113.560333,-17.681223,5.109713,100.58725,-16.51894,17.437235,90.462662,-14.561743,3.888738,121.517349,-18.173532,20.163368,121.989105,-16.427332,18.984926,105.958649,-15.139479,1.127488,90.074242,-14.139269,-13.036574,107.926071,-16.854071,-14.072614,92.816322,-13.037208
115,0.958,-12.016067,124.625458,-19.657406,1.795329,113.720848,-17.892481,5.161638,100.730301,-16.814032,17.542393,90.59967,-14.75584,3.925202,121.640488,-18.324957,20.189041,122.148773,-16.579536,19.034966,106.111755,-15.302144,1.18373,90.188019,-14.49194,-12.990811,108.04744,-17.129169,-14.018369,92.924629,-13.349011
116,0.966,-12.003151,124.767265,-19.839193,1.809452,113.877174,-18.123398,5.223495,100.863327,-17.123178,17.648741,90.744102,-14.958237,3.952348,121.786102,-18.507477,20.212278,122.304283,-16.716105,19.090992,106.250107,-15.471256,1.231711,90.304451,-14.855669,-12.933776,108.179642,-17.420853,-13.959892,93.025581,-13.654217
117,0.975,-11.954954,124.932358,-20.037374,1.868178,114.044258,-18.323158,5.267298,101.025978,-17.48494,17.744223,90.903824,-15.137352,3.983515,121.943237,-18.676611,20.236168,122.478195,-16.912172,19.140406,106.409691,-15.672414,1.29107,90.460548,-15.286747,-12.88217,108.32354,-17.742382,-13.890007,93.152985,-14.0255
118,0.983,-11.937861,125.067993,-20.202847,1.883513,114.204048,-18.559689,5.308026,101.166901,-17.81139,17.854172,91.039902,-15.293962,3.969368,122.11367,-18.837631,20.248714,122.6185,-17.046604,19.199553,106.540665,-15.851079,1.336553,90.589653,-15.673266,-12.847754,108.435974,-18.014694,-13.823419,93.24778,-14.401054
119,0.991,-11.935176,125.188873,-20.372755,1.917241,114.327179,-18.73595,5.343359,101.309395,-18.141703,17.927814,91.158195,-15.458828,4.000358,122.234978,-18.968292,20.271454,122.755257,-17.21533,19.235519,106.675735,-16.03673,1.385948,90.706429,-16.05661,-12.814757,108.558891,-18.295572,-13.78763,93.348145,-14.780939
120,1,-11.943267,125.346909,-20.565948,1.935719,114.490631,-18.957979,5.371697,101.474174,-18.513527,18.014679,91.29174,-15.642198,3.994287,122.399796,-19.161671,20.288021,122.89801,-17.377913,19.278454,106.827377,-16.244192,1.417481,90.834938,-16.488325,-12.779185,108.713089,-18.626896,-13.748856,93.446297,-15.235071
121,1.008,-11.929723,125.471054,-20.751863,1.946583,114.625443,-19.128002,5.403885,101.603065,-18.858625,18.066916,91.411209,-15.799509,4.005656,122.499443,-19.302677,20.29294,123.026337,-17.570042,19.295301,106.951775,-16.434906,1.444197,90.97213,-16.883865,-12.744157,108.836662,-18.894836,-13.712923,93.544609,-15.643448
122,1.016,-11.926609,125.596443,-20.91799,1.932166,114.792358,-19.299294,5.418902,101.742264,-19.186386,18.097548,91.523758,-15.96718,4.002194,122.623405,-19.47057,20.303907,123.145103,-17.737034,19.323711,107.072235,-16.64134,1.472137,91.088715,-17.273649,-12.725094,108.950592,-19.156269,-13.680275,93.640816,-16.076887
123,1.024,-11.904883,125.727463,-21.075943,1.952828,114.917862,-19.458328,5.429786,101.883316,-19.525356,18.121658,91.623375,-16.112871,4.022542,122.735382,-19.612595,20.312124,123.259354,-17.931137,19.336061,107.184616,-16.852638,1.496034,91.195175,-17.66452,-12.726557,109.085533,-19.428131,-13.644275,93.733269,-16.527674
124,1.033,-11.904408,125.859306,-21.26366,1.943765,115.068748,-19.67379,5.445562,102.024925,-19.896187,18.130964,91.743042,-16.319332,4.023751,122.860275,-19.789631,20.328861,123.397682,-18.116674,19.352978,107.302979,-17.07935,1.500817,91.320404,-18.114504,-12.700727,109.234741,-19.718763,-13.636637,93.83667,-17.061094
125,1.041,-11.922058,125.982193,-21.440868,1.958325,115.183784,-19.830387,5.441993,102.155617,-20.227444,18.120201,91.828651,-16.482996,3.997256,122.978806,-19.956123,20.320038,123.515465,-18.336632,19.356758,107.393875,-17.30262,1.506788,91.432953,-18.52725,-12.693055,109.343529,-19.974514,-13.650399,93.933212,-17.523972
126,1.05,-11.935479,126.123093,-21.653566,1.94658,115.336647,-20.02544,5.437954,102.294174,-20.585438,18.114017,91.935577,-16.682358,4.003443,123.080894,-20.1523,20.301777,123.671356,-18.602287,19.349382,107.50383,-17.549538,1.50251,91.554756,-18.987877,-12.692759,109.48175,-20.270056,-13.658124,94.042038,-18.054543
127,1.058,-11.921711,126.239799,-21.813179,1.968775,115.444527,-20.195572,5.432324,102.403809,-20.90041,18.084711,92.015694,-16.867517,4.014507,123.183632,-20.339214,20.28161,123.755157,-18.81381,19.3463,107.591339,-17.793217,1.491144,91.655861,-19.389977,-12.700655,109.613739,-20.526699,-13.669329,94.139503,-18.559084
128,1.066,-11.927789,126.348625,-21.997862,1.96576,115.56311,-20.387417,5.41816,102.504562,-21.181067,18.054066,92.113106,-17.068106,3.988654,123.28112,-20.556896,20.293903,123.844528,-19.017416,19.336023,107.689812,-18.041754,1.482997,91.761833,-19.78336,-12.718816,109.711227,-20.789581,-13.685136,94.242149,-19.047958
129,1.074,-11.924948,126.454887,-22.177801,1.954379,115.681694,-20.559031,5.394722,102.622139,-21.471354,18.009251,92.196007,-17.272173,3.987652,123.360764,-20.730095,20.312376,123.904266,-19.20244,19.313168,107.779739,-18.290081,1.467597,91.862617,-20.187834,-12.72777,109.830917,-21.056107,-13.708412,94.346931,-19.545012
130,1.083,-11.927863,126.555145,-22.373877,1.930136,115.811989,-20.7857,5.386735,102.750412,-21.7817,17.952425,92.278008,-17.522493,3.969737,123.463821,-20.956186,20.336262,123.980606,-19.434725,19.295103,107.87915,-18.570393,1.453232,91.97226,-20.641951,-12.749459,109.949944,-21.369341,-13.733013,94.446877,-20.108862
131,1.091,-11.930151,126.670837,-22.559877,1.918086,115.940346,-21.013338,5.37958,102.841881,-22.023542,17.907885,92.363159,-17.752626,3.994036,123.542656,-21.133858,20.358828,124.057732,-19.633419,19.280636,107.968887,-18.836182,1.444255,92.072044,-21.031675,-12.761802,110.042999,-21.639637,-13.759264,94.538071,-20.611914
132,1.1,-11.943317,126.762642,-22.754791,1.938208,116.0261,-21.245077,5.362513,102.963547,-22.318903,17.8682,92.481247,-18.018042,3.963241,123.663452,-21.372833,20.355,124.169098,-19.893,19.254353,108.070755,-19.133646,1.447302,92.171349,-21.462484,-12.754105,110.168709,-21.967278,-13.775439,94.648232,-21.164272
133,1.108,-11.946183,126.865257,-22.945059,1.911704,116.123352,-21.479578,5.355112,103.064552,-22.572004,17.816366,92.578049,-18.274532,3.970814,123.753143,-21.558218,20.344578,124.259232,-20.13283,19.252584,108.164909,-19.386377,1.446711,92.279816,-21.839073,-12.774779,110.259315,-22.270367,-13.789701,94.74765,-21.655096
134,1.116,-11.981615,126.954247,-23.132172,1.910731,116.200592,-21.692696,5.35808,103.16539,-22.792234,17.819874,92.682617,-18.528095,3.958435,123.84938,-21.779936,20.342422,124.352516,-20.32761,19.250265,108.260139,-19.650974,1.443403,92.394165,-22.209887,-12.793694,110.369026,-22.578611,-13.801432,94.836227,-22.152388
135,1.125,-11.996499,127.061401,-23.348404,1.891315,116.316345,-21.97057,5.345778,103.28846,-23.072691,17.801378,92.792442,-18.815893,3.95416,124.002647,-22.052282,20.324205,124.481331,-20.578156,19.242786,108.381401,-19.941898,1.462796,92.513863,-22.608496,-12.788621,110.483025,-22.92716,-13.803446,94.950859,-22.691727
136,1.133,-12.004609,127.153923,-23.523823,1.880182,116.428696,-22.234934,5.34522,103.396263,-23.290527,17.788965,92.915031,-19.100334,3.968436,124.116608,-22.271248,20.321985,124.606468,-20.824987,19.253284,108.496834,-20.199432,1.480146,92.601952,-22.943512,-12.791604,110.574509,-23.247566,-13.797622,95.050003,-23.175615
