Format Version,1.23,Take Name,Take 2023-11-03 01.41.26 PM,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2023-11-03 01.41.26.454 下午,Capture Start Frame,96902,Total Frames in Take,1383,Total Exported Frames,1383,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1030,Unlabeled 1030,Unlabeled 1030,Unlabeled 1031,Unlabeled 1031,Unlabeled 1031,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032,Unlabeled 1033,Unlabeled 1033,Unlabeled 1033,Unlabeled 1034,Unlabeled 1034,Unlabeled 1034,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036,Unlabeled 1037,Unlabeled 1037,Unlabeled 1037,Unlabeled 1038,Unlabeled 1038,Unlabeled 1038,Unlabeled 1039,Unlabeled 1039,Unlabeled 1039
,ID,209BA3D90807A0911EE,209BA3D90807A0911EE,209BA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,-15.445046,119.432068,-9.415946,-1.419358,108.542694,-8.766203,2.023703,95.57444,-9.347111,14.708498,85.250336,-6.876396,0.638252,116.373383,-9.148284,16.97801,116.635605,-8.562185,16.057711,100.804543,-7.493998,-1.808233,84.824234,-7.88611,-16.028223,102.807091,-8.699942,-16.950018,87.26622,-7.850909
1,0.008,-15.455251,119.432854,-9.413836,-1.433642,108.540497,-8.771965,2.002208,95.567413,-9.347879,14.698044,85.23645,-6.928006,0.619286,116.364861,-9.146323,16.970121,116.625145,-8.557161,16.039778,100.793243,-7.509642,-1.831757,84.821739,-7.874527,-16.048441,102.804199,-8.658108,-16.983576,87.262169,-7.729798
2,0.016,-15.465619,119.431946,-9.410919,-1.4515,108.533684,-8.776229,1.980733,95.558052,-9.355318,14.675776,85.217651,-6.974395,0.60164,116.357887,-9.139483,16.963154,116.615997,-8.553319,16.010784,100.77504,-7.523857,-1.857497,84.81546,-7.85938,-16.073792,102.805618,-8.613634,-17.01652,87.26783,-7.617924
3,0.025,-15.475119,119.429825,-9.404983,-1.470674,108.524574,-8.782168,1.958774,95.542923,-9.362611,14.651179,85.197952,-7.022426,0.58737,116.349731,-9.130286,16.946693,116.602432,-8.55059,15.984175,100.755501,-7.541852,-1.890614,84.804665,-7.844253,-16.10251,102.804359,-8.565925,-17.047766,87.281952,-7.494334
4,0.033,-15.503844,119.430473,-9.40573,-1.484652,108.513191,-8.78872,1.931952,95.527939,-9.366775,14.630112,85.179939,-7.058429,0.580309,116.344307,-9.120356,16.928589,116.591576,-8.551035,15.966612,100.737251,-7.557867,-1.920429,84.795677,-7.832588,-16.121363,102.801743,-8.524485,-17.081425,87.281212,-7.373193
5,0.041,-15.512989,119.426727,-9.405253,-1.534345,108.518913,-8.817017,1.906491,95.511742,-9.367615,14.603716,85.151024,-7.097974,0.571606,116.334877,-9.110837,16.897974,116.566025,-8.54194,15.945692,100.714203,-7.585387,-1.95465,84.781227,-7.820843,-16.139347,102.797211,-8.48597,-17.103523,87.276634,-7.25986
6,0.05,-15.521124,119.421532,-9.398054,-1.562375,108.514275,-8.826784,1.871835,95.486343,-9.373584,14.575184,85.110893,-7.159374,0.559511,116.323509,-9.098439,16.872784,116.546371,-8.530392,15.924636,100.684914,-7.611015,-1.993479,84.764694,-7.807472,-16.151651,102.787003,-8.438965,-17.134029,87.266167,-7.149332
7,0.058,-15.527617,119.414772,-9.389175,-1.57447,108.500229,-8.831503,1.840115,95.469055,-9.380158,14.542733,85.084518,-7.190365,0.550324,116.308388,-9.086782,16.858309,116.535378,-8.531305,15.902719,100.656464,-7.639057,-2.026644,84.752029,-7.799725,-16.179905,102.772118,-8.400625,-17.161045,87.261086,-7.059139
8,0.066,-15.535529,119.405273,-9.378299,-1.585219,108.482918,-8.839418,1.809113,95.452621,-9.389317,14.518306,85.06134,-7.21374,0.542953,116.294098,-9.076427,16.844898,116.526627,-8.535946,15.883809,100.628281,-7.662817,-2.057719,84.738701,-7.793673,-16.208725,102.762245,-8.360439,-17.193817,87.256119,-6.984538
9,0.075,-15.544033,119.397148,-9.369736,-1.597035,108.466896,-8.84073,1.783269,95.434555,-9.399139,14.488311,85.033653,-7.239991,0.536384,116.28022,-9.065836,16.831594,116.504272,-8.547357,15.861071,100.602898,-7.691807,-2.095922,84.719536,-7.787789,-16.23716,102.75029,-8.317282,-17.22731,87.254448,-6.899242
10,0.083,-15.553207,119.38269,-9.360519,-1.609027,108.453918,-8.839067,1.755064,95.42881,-9.416625,14.463982,85.015121,-7.264762,0.529233,116.265831,-9.060659,16.806911,116.475639,-8.519461,15.840465,100.58271,-7.715579,-2.122988,84.706055,-7.781291,-16.257425,102.739571,-8.279128,-17.2575,87.249878,-6.830401
11,0.091,-15.56135,119.370201,-9.350649,-1.630125,108.440613,-8.835893,1.736938,95.419571,-9.430985,14.44021,84.999565,-7.284885,0.524157,116.254791,-9.056214,16.787182,116.450905,-8.505841,15.81839,100.566933,-7.74702,-2.143016,84.688927,-7.780837,-16.275469,102.728081,-8.24742,-17.271324,87.245323,-6.757329
12,0.1,-15.569382,119.358887,-9.343108,-1.645817,108.428726,-8.831879,1.71833,95.407082,-9.443543,14.414003,84.976868,-7.316056,0.516744,116.243591,-9.056774,16.772251,116.435013,-8.499024,15.80824,100.548241,-7.777642,-2.164181,84.673691,-7.78402,-16.291471,102.715088,-8.215139,-17.287584,87.23172,-6.687775
13,0.108,-15.577642,119.347229,-9.33539,-1.65531,108.415916,-8.828711,1.699598,95.381149,-9.455389,14.4024,84.958305,-7.333063,0.511725,116.233482,-9.057043,16.760586,116.425346,-8.498178,15.803138,100.527382,-7.807833,-2.17908,84.658829,-7.786935,-16.303032,102.704964,-8.190118,-17.310541,87.218704,-6.624172
14,0.116,-15.587451,119.324257,-9.316978,-1.662238,108.405556,-8.827665,1.684311,95.365211,-9.466184,14.389451,84.934341,-7.351425,0.503916,116.226326,-9.060739,16.747988,116.411781,-8.496174,15.800002,100.507141,-7.82985,-2.188896,84.643425,-7.791987,-16.31156,102.692017,-8.167865,-17.331242,87.206818,-6.572037
15,0.125,-15.590258,119.297241,-9.298955,-1.668485,108.389244,-8.824793,1.676654,95.335182,-9.482512,14.379747,84.905983,-7.366038,0.485146,116.204926,-9.051662,16.736813,116.397926,-8.497209,15.795189,100.488075,-7.854438,-2.196985,84.626511,-7.800806,-16.319504,102.677216,-8.140879,-17.349127,87.192039,-6.527292
16,0.133,-15.595338,119.276001,-9.290787,-1.678925,108.377304,-8.826159,1.666922,95.321022,-9.496132,14.365917,84.871086,-7.387228,0.468258,116.188339,-9.040569,16.725557,116.387985,-8.497758,15.784541,100.463776,-7.876091,-2.205315,84.611923,-7.805933,-16.332973,102.661362,-8.123715,-17.358906,87.178894,-6.494579
17,0.141,-15.610605,119.256386,-9.289785,-1.68591,108.366501,-8.82296,1.649929,95.307503,-9.512536,14.356749,84.847618,-7.39509,0.453736,116.170792,-9.031043,16.71188,116.377876,-8.49555,15.766023,100.440514,-7.891231,-2.216811,84.594673,-7.811301,-16.346056,102.643356,-8.110251,-17.368191,87.167839,-6.472129
18,0.15,-15.62359,119.243446,-9.289857,-1.691812,108.353821,-8.819214,1.634483,95.294113,-9.525706,14.345336,84.822578,-7.403178,0.436484,116.141281,-9.025537,16.69607,116.36499,-8.491358,15.750304,100.414101,-7.906138,-2.233105,84.579926,-7.818993,-16.375132,102.616096,-8.088617,-17.373293,87.150482,-6.458654
19,0.158,-15.637136,119.234451,-9.288808,-1.699056,108.341896,-8.818023,1.627355,95.280464,-9.534061,14.335667,84.804543,-7.408471,0.408867,116.12059,-9.013511,16.682703,116.34481,-8.48522,15.737867,100.394318,-7.915577,-2.243805,84.564186,-7.822205,-16.396685,102.60054,-8.075827,-17.379574,87.136215,-6.453928
20,0.166,-15.650135,119.222816,-9.284939,-1.723929,108.305145,-8.811179,1.619137,95.263443,-9.538638,14.328504,84.789154,-7.414682,0.390489,116.112778,-8.992405,16.671812,116.325485,-8.474242,15.727459,100.378738,-7.917514,-2.259033,84.552849,-7.833653,-16.408854,102.582214,-8.069556,-17.389278,87.117073,-6.456432
21,0.175,-15.663597,119.208733,-9.280514,-1.742267,108.286598,-8.804916,1.597839,95.242188,-9.539139,14.319266,84.772034,-7.421851,0.377755,116.098251,-8.97957,16.661644,116.305054,-8.463267,15.71558,100.362206,-7.9131,-2.276913,84.516556,-7.842271,-16.417704,102.566132,-8.072286,-17.400526,87.093651,-6.475135
22,0.183,-15.696952,119.196579,-9.284619,-1.760693,108.273438,-8.807543,1.58395,95.223846,-9.54236,14.314413,84.753136,-7.426925,0.36969,116.086945,-8.968149,16.651775,116.291382,-8.457359,15.707253,100.344398,-7.898499,-2.292486,84.498558,-7.854471,-16.423399,102.550041,-8.074887,-17.41382,87.076187,-6.492655
23,0.191,-15.709588,119.18293,-9.28003,-1.772115,108.259796,-8.807007,1.569175,95.196968,-9.539631,14.308932,84.738434,-7.433726,0.360023,116.074074,-8.959867,16.633251,116.280151,-8.467088,15.694607,100.331345,-7.884851,-2.305005,84.482246,-7.869123,-16.433187,102.535225,-8.080546,-17.42417,87.058052,-6.509906
24,0.2,-15.723409,119.16716,-9.27725,-1.782189,108.244034,-8.804538,1.557329,95.179626,-9.541026,14.299824,84.724564,-7.442233,0.348944,116.055504,-8.9526,16.600231,116.276611,-8.470162,15.680058,100.316025,-7.866147,-2.315764,84.464546,-7.885076,-16.446373,102.520767,-8.087204,-17.43644,87.036774,-6.533541
25,0.208,-15.745546,119.135597,-9.267359,-1.794731,108.229843,-8.797318,1.548256,95.167282,-9.544241,14.290772,84.717171,-7.451042,0.337697,116.036652,-8.946843,16.566702,116.278412,-8.474316,15.665825,100.303612,-7.84896,-2.326825,84.447975,-7.903598,-16.458958,102.513794,-8.091257,-17.44841,87.020645,-6.561502
26,0.216,-15.755868,119.11293,-9.258902,-1.811234,108.212914,-8.786095,1.538337,95.157158,-9.544981,14.273635,84.7108,-7.464475,0.315894,116.001633,-8.93961,16.534622,116.273964,-8.476815,15.647592,100.29039,-7.826882,-2.339101,84.434875,-7.920903,-16.468317,102.500168,-8.100753,-17.460207,87.001511,-6.606569
27,0.225,-15.769593,119.093658,-9.251236,-1.845416,108.187805,-8.773525,1.52481,95.148155,-9.548261,14.257047,84.704659,-7.475119,0.297483,115.983406,-8.935862,16.511181,116.242943,-8.459253,15.630364,100.273514,-7.801864,-2.351828,84.417915,-7.941821,-16.481035,102.477249,-8.124734,-17.479551,86.985413,-6.66392
28,0.233,-15.785723,119.075989,-9.245356,-1.866375,108.174431,-8.761241,1.515236,95.139053,-9.552444,14.238167,84.695358,-7.490484,0.283983,115.969719,-8.935989,16.509911,116.209412,-8.441618,15.614317,100.26236,-7.78182,-2.364455,84.407532,-7.963133,-16.490898,102.462364,-8.152398,-17.498857,86.973564,-6.727291
29,0.241,-15.799099,119.059647,-9.24268,-1.880127,108.159782,-8.750977,1.499235,95.129753,-9.562119,14.214936,84.686806,-7.495964,0.280726,115.934135,-8.940961,16.510328,116.178116,-8.406795,15.588349,100.251076,-7.756816,-2.377196,84.395264,-7.981243,-16.507587,102.445129,-8.178937,-17.523579,86.959335,-6.799096
30,0.25,-15.814139,119.042442,-9.243244,-1.881551,108.126572,-8.70701,1.482338,95.117126,-9.56389,14.190923,84.675972,-7.497389,0.262606,115.912079,-8.948504,16.509228,116.149544,-8.389325,15.562786,100.238297,-7.733441,-2.389441,84.376869,-8.002357,-16.525726,102.430138,-8.204629,-17.539375,86.934662,-6.864218
31,0.258,-15.830872,119.026123,-9.244208,-1.919489,108.12677,-8.726244,1.468358,95.105186,-9.563734,14.17138,84.668839,-7.500434,0.242539,115.900124,-8.94966,16.501549,116.133499,-8.383925,15.545644,100.227562,-7.715795,-2.405092,84.366455,-8.032992,-16.539877,102.414467,-8.23105,-17.543291,86.914459,-6.924868
32,0.266,-15.847456,119.010902,-9.246315,-1.922328,108.103516,-8.698213,1.458972,95.093048,-9.560548,14.154005,84.66098,-7.494676,0.229702,115.887108,-8.955381,16.485275,116.120422,-8.37941,15.527905,100.21888,-7.702711,-2.414598,84.355118,-8.049734,-16.552958,102.399376,-8.258978,-17.544409,86.898308,-6.998833
33,0.275,-15.86966,118.984566,-9.238521,-1.930549,108.078003,-8.680663,1.448367,95.073578,-9.565241,14.136842,84.653931,-7.484757,0.220366,115.874649,-8.960825,16.460274,116.11142,-8.377001,15.514382,100.207993,-7.685317,-2.423788,84.338684,-8.062382,-16.574139,102.390274,-8.293126,-17.545765,86.871223,-7.09495
34,0.283,-15.903717,118.961586,-9.244176,-1.961545,108.089325,-8.712171,1.440527,95.064522,-9.559453,14.121784,84.650482,-7.473208,0.19878,115.850655,-8.953791,16.437078,116.105881,-8.376273,15.500219,100.19783,-7.675218,-2.436596,84.326874,-8.074244,-16.590387,102.379463,-8.32277,-17.573357,86.853722,-7.200718
35,0.291,-15.929399,118.940498,-9.264532,-1.976146,108.083252,-8.71758,1.415669,95.048073,-9.534981,14.105082,84.644981,-7.455994,0.179045,115.838562,-8.948001,16.418756,116.079857,-8.380614,15.485422,100.190819,-7.668198,-2.451581,84.314407,-8.081898,-16.602987,102.368675,-8.351791,-17.60408,86.83857,-7.277769
36,0.3,-15.95014,118.927528,-9.281624,-1.989363,108.07177,-8.720909,1.392317,95.031975,-9.516304,14.087145,84.634567,-7.422055,0.155921,115.828583,-8.947454,16.412924,116.063644,-8.378281,15.465622,100.184036,-7.663961,-2.467994,84.296127,-8.093123,-16.618834,102.352814,-8.388188,-17.629402,86.821754,-7.368856
37,0.308,-15.966651,118.918716,-9.297307,-1.999603,108.06366,-8.720948,1.383085,95.025726,-9.503749,14.070408,84.628448,-7.391979,0.137036,115.817352,-8.945374,16.404829,116.056801,-8.381054,15.447584,100.180779,-7.662968,-2.48344,84.275261,-8.099792,-16.640526,102.337646,-8.434506,-17.646935,86.805687,-7.447088
38,0.316,-15.984745,118.909767,-9.313772,-2.020779,108.052216,-8.723696,1.373103,95.017441,-9.491514,14.059119,84.634834,-7.35059,0.118488,115.80851,-8.947762,16.390953,116.052711,-8.383337,15.432915,100.176826,-7.662556,-2.494106,84.260315,-8.105721,-16.650328,102.321281,-8.477637,-17.656734,86.800896,-7.543586
39,0.325,-16.002205,118.899094,-9.334638,-2.041017,108.044304,-8.721148,1.364346,95.007072,-9.478201,14.026773,84.617973,-7.29689,0.092026,115.790222,-8.956856,16.371056,116.052994,-8.390701,15.418255,100.173523,-7.665724,-2.504032,84.251053,-8.117553,-16.65801,102.306877,-8.528033,-17.670197,86.789352,-7.663675
40,0.333,-16.016777,118.892525,-9.354753,-2.053387,108.035995,-8.722218,1.3577,94.998268,-9.463097,14.01155,84.611496,-7.250082,0.076034,115.779968,-8.963555,16.353184,116.052536,-8.397523,15.4081,100.171127,-7.668946,-2.510049,84.241714,-8.125892,-16.663378,102.296974,-8.575793,-17.684198,86.774048,-7.773847
41,0.341,-16.035288,118.878151,-9.382694,-2.061294,108.027969,-8.725911,1.350728,94.992294,-9.451815,14.002284,84.603485,-7.203915,0.062358,115.770958,-8.976421,16.337187,116.053833,-8.404222,15.390316,100.167824,-7.673938,-2.517047,84.234474,-8.13394,-16.667807,102.286446,-8.627028,-17.6828,86.75515,-7.867266
42,0.35,-16.051392,118.866142,-9.406677,-2.063513,108.008369,-8.739196,1.343501,94.98687,-9.442969,13.996923,84.593323,-7.149462,0.03762,115.756561,-8.993216,16.318815,116.053894,-8.413346,15.378958,100.165688,-7.675222,-2.520283,84.227142,-8.137424,-16.684837,102.278458,-8.693762,-17.677385,86.737915,-7.982018
43,0.358,-16.057484,118.85582,-9.428288,-2.058788,107.995697,-8.744394,1.336736,94.981163,-9.435336,13.989708,84.589264,-7.107443,0.020978,115.747581,-9.005589,16.304697,116.051498,-8.423079,15.37004,100.163742,-7.677476,-2.526071,84.221977,-8.140787,-16.698883,102.277931,-8.751869,-17.676067,86.736122,-8.090286
44,0.366,-16.066399,118.834625,-9.459028,-2.057813,107.987717,-8.750613,1.330707,94.972763,-9.425482,13.983477,84.584549,-7.061688,0.008061,115.739189,-9.020967,16.292034,116.04879,-8.433052,15.363495,100.160263,-7.676138,-2.532709,84.217934,-8.141929,-16.702515,102.274406,-8.806089,-17.684044,86.733864,-8.208263
45,0.375,-16.064657,118.828812,-9.49623,-2.066178,107.978912,-8.756133,1.325074,94.966614,-9.41777,13.978057,84.577171,-6.999186,-0.001155,115.732193,-9.042469,16.279665,116.049316,-8.448026,15.356819,100.154999,-7.670388,-2.539701,84.211136,-8.140657,-16.701586,102.265839,-8.869837,-17.679598,86.72773,-8.32633
46,0.383,-16.065798,118.832802,-9.528799,-2.07587,107.972572,-8.763577,1.324599,94.962959,-9.415093,13.970214,84.572609,-6.947122,-0.004383,115.727852,-9.066955,16.271166,116.049446,-8.462525,15.352257,100.156166,-7.664052,-2.546769,84.209106,-8.138397,-16.697744,102.264153,-8.924348,-17.675629,86.7276,-8.413738
47,0.391,-16.064184,118.843307,-9.564815,-2.09073,107.945312,-8.766057,1.32668,94.960663,-9.414129,13.962768,84.574623,-6.897871,-0.002077,115.720428,-9.089064,16.249825,116.058395,-8.500616,15.348341,100.159454,-7.653164,-2.551588,84.208153,-8.135252,-16.699429,102.273201,-8.996135,-17.680563,86.725655,-8.514101
48,0.4,-16.058376,118.855301,-9.603137,-2.093359,107.931091,-8.773044,1.331038,94.961456,-9.410312,13.948384,84.578148,-6.824712,-0.000441,115.71505,-9.112499,16.240623,116.07019,-8.528723,15.346384,100.163422,-7.637766,-2.549117,84.207764,-8.127965,-16.706551,102.28199,-9.066827,-17.677883,86.736641,-8.632658
49,0.408,-16.043131,118.862617,-9.632999,-2.084448,107.928146,-8.784185,1.338605,94.965424,-9.411573,13.947569,84.585732,-6.781872,0.002673,115.707253,-9.129575,16.242167,116.076805,-8.554218,15.347099,100.169502,-7.623214,-2.545137,84.212204,-8.127726,-16.694576,102.289558,-9.128695,-17.671694,86.755318,-8.745104
50,0.416,-16.024803,118.875481,-9.665223,-2.073719,107.928703,-8.798581,1.352234,94.969872,-9.412626,13.94829,84.596458,-6.742521,0.002319,115.696213,-9.154448,16.25165,116.082939,-8.582787,15.35219,100.176964,-7.607958,-2.539255,84.219818,-8.131849,-16.667526,102.310562,-9.192583,-17.646872,86.765823,-8.846453
51,0.425,-15.998112,118.890022,-9.70071,-2.058491,107.926903,-8.811044,1.376762,94.973602,-9.406785,13.964589,84.62822,-6.695919,0.038344,115.698288,-9.188064,16.267498,116.092026,-8.61727,15.363283,100.18396,-7.589923,-2.527136,84.229645,-8.135971,-16.641468,102.339348,-9.267716,-17.626886,86.77552,-8.949793
52,0.433,-15.96811,118.904053,-9.729509,-2.049742,107.923996,-8.826183,1.39409,94.982735,-9.414297,13.974815,84.64537,-6.654367,0.060686,115.698158,-9.222386,16.296309,116.109703,-8.666472,15.379818,100.189339,-7.574034,-2.513359,84.238586,-8.141133,-16.602709,102.357483,-9.329233,-17.596123,86.787575,-9.0452
53,0.441,-15.914591,118.915581,-9.749284,-2.020946,107.927116,-8.83774,1.416157,94.995102,-9.433952,13.981162,84.665443,-6.614727,0.078462,115.6978,-9.250197,16.32863,116.125023,-8.714889,15.396732,100.20372,-7.55954,-2.496413,84.248718,-8.147981,-16.568743,102.370979,-9.38228,-17.56373,86.810677,-9.146805
54,0.45,-15.863413,118.932365,-9.7831,-1.992316,107.929276,-8.85571,1.44814,95.005775,-9.449879,13.994338,84.683517,-6.572854,0.098417,115.695152,-9.278514,16.356234,116.137001,-8.75829,15.428647,100.218071,-7.551161,-2.471838,84.261086,-8.155238,-16.535063,102.388062,-9.438012,-17.532579,86.834229,-9.252635
55,0.458,-15.828856,118.954559,-9.824792,-1.964667,107.926872,-8.868231,1.489764,95.022026,-9.447893,14.008977,84.694305,-6.533969,0.107095,115.709183,-9.341214,16.374567,116.149536,-8.794456,15.454753,100.226929,-7.542544,-2.443757,84.2742,-8.16438,-16.492796,102.407394,-9.4955,-17.500751,86.851479,-9.342818
56,0.466,-15.787299,118.972015,-9.861694,-1.936322,107.923164,-8.881732,1.532067,95.028038,-9.472177,14.028101,84.706657,-6.496523,0.14116,115.709373,-9.38623,16.392948,116.160271,-8.833361,15.483483,100.237801,-7.536448,-2.403256,84.288681,-8.176847,-16.454176,102.430489,-9.553269,-17.46364,86.865082,-9.435308
57,0.475,-15.717072,118.989838,-9.889172,-1.892742,107.921242,-8.904134,1.580197,95.037338,-9.495241,14.059184,84.724899,-6.45149,0.21404,115.685654,-9.441182,16.426258,116.172157,-8.877972,15.521118,100.256218,-7.531744,-2.349012,84.309692,-8.195251,-16.398104,102.443291,-9.625287,-17.419209,86.883507,-9.52403
58,0.483,-15.664273,118.99543,-9.916628,-1.845162,107.920181,-8.925315,1.623561,95.048325,-9.513951,14.09025,84.74157,-6.407713,0.269549,115.679886,-9.500343,16.475107,116.191193,-8.937291,15.560447,100.27182,-7.529758,-2.298903,84.32019,-8.213824,-16.344801,102.456924,-9.676215,-17.366156,86.896515,-9.5966
59,0.491,-15.612745,119.003273,-9.955529,-1.787381,107.923035,-8.94532,1.682603,95.058228,-9.53445,14.133899,84.76339,-6.356402,0.313374,115.677521,-9.545985,16.529961,116.209351,-9.003682,15.606129,100.290787,-7.531285,-2.248123,84.327408,-8.231417,-16.291321,102.467812,-9.724717,-17.307476,86.910126,-9.682195
60,0.5,-15.548626,119.012581,-10.000829,-1.728912,107.928337,-8.968422,1.75581,95.074669,-9.565237,14.195505,84.800217,-6.295016,0.350881,115.674652,-9.586046,16.580898,116.225723,-9.061378,15.671894,100.312363,-7.53896,-2.176149,84.346992,-8.25467,-16.234484,102.474632,-9.771263,-17.242611,86.926613,-9.761162
61,0.508,-15.490514,119.009521,-10.037141,-1.679862,107.93898,-8.990712,1.816847,95.085335,-9.583196,14.268764,84.82428,-6.243143,0.406819,115.681313,-9.627272,16.631886,116.244148,-9.107169,15.741499,100.327621,-7.548672,-2.103896,84.360481,-8.283478,-16.159851,102.477669,-9.816185,-17.169636,86.922737,-9.825808
62,0.516,-15.44488,119.009415,-10.070095,-1.610794,107.953751,-9.013132,1.887823,95.096817,-9.604452,14.333471,84.845558,-6.196992,0.463419,115.690781,-9.684857,16.689819,116.263245,-9.161556,15.806167,100.347664,-7.566926,-2.025024,84.368965,-8.307716,-16.092598,102.483025,-9.86003,-17.094221,86.917671,-9.891474
63,0.525,-15.388812,119.00827,-10.10817,-1.542519,107.971504,-9.048245,1.97439,95.11158,-9.640689,14.40046,84.878853,-6.141028,0.535231,115.718933,-9.74275,16.76144,116.301094,-9.25701,15.896207,100.377693,-7.592283,-1.929962,84.383736,-8.343818,-16.02454,102.487373,-9.902816,-16.996454,86.914429,-9.966557
64,0.533,-15.308328,119.002937,-10.135894,-1.471159,107.99202,-9.092554,2.060915,95.122185,-9.654636,14.500044,84.912537,-6.084428,0.614279,115.743675,-9.793726,16.832373,116.336014,-9.328276,15.977414,100.405457,-7.616321,-1.82943,84.401794,-8.377645,-15.937696,102.48159,-9.949295,-16.896822,86.922722,-10.027986
65,0.541,-15.247123,118.998192,-10.177727,-1.377527,108.020546,-9.140016,2.156175,95.141037,-9.683475,14.597942,84.949066,-6.033883,0.684383,115.763855,-9.840076,16.90279,116.364601,-9.388976,16.067249,100.439453,-7.642355,-1.718038,84.414307,-8.412163,-15.853727,102.481201,-9.990705,-16.807394,86.920876,-10.076144
66,0.55,-15.176332,119.005844,-10.239788,-1.279996,108.059433,-9.190497,2.273478,95.151642,-9.707096,14.725532,85.005768,-5.968643,0.784572,115.798637,-9.891004,17.008743,116.408607,-9.481203,16.173363,100.477859,-7.678983,-1.587606,84.426956,-8.453946,-15.742847,102.470863,-10.036616,-16.680653,86.909554,-10.131392
67,0.558,-15.09418,118.998703,-10.265078,-1.184743,108.072281,-9.247231,2.387103,95.175781,-9.747204,14.839551,85.045639,-5.927492,0.867171,115.825249,-9.937599,17.103102,116.444885,-9.560472,16.278305,100.514984,-7.714613,-1.455454,84.437492,-8.48814,-15.648098,102.458107,-10.076525,-16.566475,86.904266,-10.170046
68,0.566,-15.030848,118.972168,-10.311336,-1.079672,108.106003,-9.314036,2.501419,95.196991,-9.77905,14.981421,85.082153,-5.890123,0.956309,115.858078,-9.975288,17.196657,116.470108,-9.635784,16.388044,100.556923,-7.751969,-1.318828,84.43972,-8.523827,-15.543066,102.4552,-10.101436,-16.431374,86.895119,-10.204791
69,0.575,-14.949287,118.962585,-10.369991,-0.955791,108.120171,-9.384565,2.634214,95.219208,-9.814404,15.148048,85.128586,-5.851756,1.051978,115.892555,-10.015549,17.323458,116.512619,-9.739988,16.52784,100.613716,-7.801422,-1.158905,84.456177,-8.568967,-15.426071,102.442612,-10.131491,-16.284647,86.881485,-10.245223
70,0.583,-14.857872,118.963707,-10.416387,-0.852829,108.130348,-9.454109,2.761231,95.24823,-9.856304,15.303535,85.195969,-5.819648,1.151049,115.931404,-10.054342,17.432455,116.554726,-9.825769,16.648649,100.665543,-7.843257,-1.011565,84.477905,-8.617629,-15.300139,102.432487,-10.167168,-16.13356,86.868149,-10.283096
71,0.591,-14.780268,118.96727,-10.472231,-0.733044,108.168961,-9.520697,2.890443,95.278175,-9.903765,15.451455,85.254051,-5.80894,1.237078,115.962944,-10.10406,17.549149,116.608429,-9.925736,16.776079,100.72303,-7.890934,-0.854217,84.499954,-8.664572,-15.185174,102.42157,-10.195611,-15.981936,86.858315,-10.319487
72,0.6,-14.672669,118.958305,-10.518436,-0.60442,108.207024,-9.588369,3.050095,95.313309,-9.958737,15.619314,85.320404,-5.803686,1.349751,115.995728,-10.165369,17.673954,116.672531,-10.041164,16.933908,100.787651,-7.955074,-0.669689,84.52507,-8.711313,-15.04035,102.411713,-10.233056,-15.812159,86.844994,-10.337868
73,0.608,-14.586125,118.950829,-10.585581,-0.496674,108.236481,-9.660423,3.194696,95.353828,-10.001831,15.801472,85.398575,-5.801598,1.433882,116.014191,-10.24371,17.774372,116.746887,-10.168187,17.071692,100.848213,-8.017214,-0.498397,84.557373,-8.750195,-14.912198,102.412651,-10.268126,-15.649746,86.83712,-10.354744
