,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1062,Unlabeled 1062,Unlabeled 1062,Unlabeled 1063,Unlabeled 1063,Unlabeled 1063,Unlabeled 1064,Unlabeled 1064,Unlabeled 1064,Unlabeled 1065,Unlabeled 1065,Unlabeled 1065,Unlabeled 1066,Unlabeled 1066,Unlabeled 1066,Unlabeled 1067,Unlabeled 1067,Unlabeled 1067,Unlabeled 1068,Unlabeled 1068,Unlabeled 1068,Unlabeled 1069,Unlabeled 1069,Unlabeled 1069,Unlabeled 1070,Unlabeled 1070,Unlabeled 1070,Unlabeled 1071,Unlabeled 1071,Unlabeled 1071
,ID,4FFCED923C6E4311EE,4FFCED923C6E4311EE,4FFCED923C6E4311EE,51ACED923C6E4311EE,51ACED923C6E4311EE,51ACED923C6E4311EE,51CCED923C6E4311EE,51CCED923C6E4311EE,51CCED923C6E4311EE,529CED923C6E4311EE,529CED923C6E4311EE,529CED923C6E4311EE,52DCED923C6E4311EE,52DCED923C6E4311EE,52DCED923C6E4311EE,532CED923C6E4311EE,532CED923C6E4311EE,532CED923C6E4311EE,535CED923C6E4311EE,535CED923C6E4311EE,535CED923C6E4311EE,536CED923C6E4311EE,536CED923C6E4311EE,536CED923C6E4311EE,538CED923C6E4311EE,538CED923C6E4311EE,538CED923C6E4311EE,53ACED923C6E4311EE,53ACED923C6E4311EE,53ACED923C6E4311EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2377,19.808,89.047142,997.530457,44.885872,115.495911,1303.998413,8.679307,113.651588,1079.226807,42.614883,-50.466812,1189.104004,36.648911,268.269379,1154.254272,24.514889,-39.458504,1342.709229,36.815796,274.753448,1301.780518,-14.128789,-55.711891,1035.720215,15.555285,83.40715,1207.812134,44.904274,241.866592,1010.571228,100.595177
2378,19.816,89.04982,997.687195,44.443703,115.143936,1305.137817,9.651589,113.308907,1079.324707,40.972065,-51.000359,1189.087891,40.545406,267.854065,1154.351074,18.933519,-39.853401,1342.800903,39.626347,273.720703,1302.411377,-19.162836,-57.256065,1035.2229,21.462679,83.938797,1208.435181,43.494194,243.897522,1010.23175,94.004814
2379,19.824,89.092453,997.979126,43.892609,114.585663,1306.205322,10.783866,113.149979,1079.400146,39.39101,-51.43214,1189.174683,44.300495,267.082916,1154.657471,12.996811,-40.198719,1342.733032,42.630264,272.318573,1303.135132,-24.499012,-58.635475,1034.551025,27.541847,83.977104,1209.038818,42.03952,245.601639,1009.784363,87.154854
2380,19.833,89.263336,998.276306,43.375011,113.873154,1306.823486,11.684525,112.844719,1079.81897,37.179623,-51.727001,1189.037842,48.560619,266.213898,1155.147827,6.542847,-40.463375,1342.664062,46.046814,270.630066,1303.985474,-30.328365,-59.954868,1033.834595,34.649212,83.576294,1209.701538,40.610435,247.830963,1009.204651,78.987015
2381,19.841,89.521286,998.481445,43.043362,113.633743,1306.911621,12.266962,112.695541,1080.117554,35.389351,-51.808262,1188.882568,52.262432,265.382538,1156.055664,0.025666,-40.403172,1342.656128,49.204987,269.02063,1304.793091,-35.368641,-60.831535,1033.343018,41.527168,83.408279,1210.050903,39.583637,249.405502,1008.625,71.302284
2382,19.85,89.880096,998.667969,42.620098,113.506737,1306.70874,12.523355,112.398125,1080.41748,32.879757,-51.848705,1188.703369,56.424534,263.773132,1156.974609,-6.78276,-40.121273,1342.517944,52.619778,267.066589,1305.84021,-41.076897,-61.007084,1032.577759,49.152374,83.106102,1210.436035,38.198059,250.909866,1008.279297,62.423626
2383,19.858,90.224297,998.82312,42.273655,113.126411,1306.675537,12.128251,112.504601,1080.494507,30.777294,-51.683918,1188.448608,60.071629,261.723877,1157.561646,-12.491191,-39.743637,1342.494263,55.658127,265.166168,1306.641479,-45.868435,-61.068539,1032.117554,56.207619,82.912224,1210.700317,37.1847,252.050995,1007.970215,54.336262
2384,19.866,90.608025,998.956665,41.855968,111.515312,1307.614868,10.379039,112.592545,1080.453979,28.3437,-51.339031,1188.320801,63.577011,259.920685,1157.867065,-18.309734,-39.272755,1342.128296,58.582127,263.078888,1307.321045,-50.512287,-60.457973,1031.465332,63.242226,82.629036,1210.85144,36.266193,252.930038,1007.619995,46.228851
2385,19.875,91.113831,999.02771,41.234951,109.992043,1308.456787,8.523485,112.884483,1080.628784,26.135204,-50.689613,1188.182007,67.744957,258.021912,1158.396362,-25.268673,-38.551109,1341.859985,62.030685,260.831604,1308.034058,-55.447212,-59.320885,1031.002686,71.243797,82.460289,1211.424683,34.585999,253.307693,1007.161133,36.833294
2386,19.883,91.614639,999.080261,40.550987,109.381195,1308.535889,7.568702,112.618156,1080.799683,23.664621,-49.763554,1188.043579,71.364159,256.153259,1158.840942,-31.483646,-37.829582,1341.732056,65.046005,258.675873,1308.820435,-60.034515,-57.603523,1030.58374,78.414757,82.256271,1212.371826,32.216068,253.449142,1006.920105,28.569838
2387,19.891,92.072853,999.22583,39.523289,108.045784,1309.226685,5.624884,110.65033,1081.960205,19.704863,-48.596458,1187.765991,74.993172,253.466629,1160.061279,-38.14431,-36.888481,1341.383911,67.740913,255.046371,1311.678345,-65.992416,-55.48439,1030.398071,85.517174,81.43811,1213.19043,30.318398,253.18718,1006.439575,20.219313
2388,19.899,92.352089,999.636047,38.241764,107.489304,1308.993774,4.811509,110.296333,1082.10144,17.051668,-47.487782,1187.670654,78.700394,251.097031,1160.719971,-44.566513,-35.661869,1341.121948,70.578934,252.768845,1312.550537,-70.161789,-53.158207,1030.252808,92.150673,81.308289,1213.361938,29.725273,252.584427,1006.067139,11.854274
2389,19.908,92.34285,1000.35083,36.274902,106.532883,1308.701294,3.505524,109.480408,1082.343628,14.118642,-45.918049,1187.374023,82.655289,248.256363,1161.539917,-51.585613,-34.538593,1341.096436,73.546478,250.457947,1313.021362,-74.454666,-49.738907,1030.367554,99.946472,81.180634,1213.160767,29.137016,251.704575,1005.787354,2.232993
2390,19.916,92.705124,1000.644897,34.752937,105.132217,1309.068726,1.928331,108.807068,1082.525635,11.36214,-44.336491,1187.206543,86.252296,245.433136,1162.494873,-57.565456,-33.422554,1340.804688,76.106895,248.464447,1313.127686,-77.982018,-46.143368,1030.105835,106.521889,81.032349,1213.117798,28.652159,250.688248,1005.697266,-6.426416
2391,19.925,93.014435,1001.034119,33.06234,104.161461,1309.374756,0.612254,107.948097,1083.015259,8.353601,-42.313736,1186.97229,90.471626,242.518845,1162.819824,-63.7229,-31.895332,1340.550659,78.933388,245.801605,1313.367188,-82.019028,-41.595192,1030.168823,113.412605,80.748772,1213.406738,27.731449,249.046722,1005.662415,-16.087294
2392,19.933,93.285637,1001.143799,31.71587,103.302315,1309.801147,-0.568599,107.187675,1082.886475,5.805537,-40.40794,1186.696167,94.295654,239.60582,1163.020508,-69.255013,-30.635515,1340.389282,81.263657,243.110764,1314.200439,-85.935112,-36.955288,1030.246826,119.259979,80.528786,1213.462769,27.130745,247.142502,1005.858521,-24.945457
2393,19.941,94.015732,1000.789734,30.650217,101.988373,1310.833008,-2.496847,106.469269,1082.915649,3.473483,-38.311737,1186.602661,98.000015,236.604446,1163.464233,-74.841469,-29.116167,1340.321777,83.504051,240.471344,1315.242676,-89.761185,-32.229797,1030.295044,124.599686,79.969742,1213.747314,26.15686,244.657867,1006.029358,-33.217628
2394,19.949,94.248024,1000.599121,29.470652,100.800804,1311.297119,-3.69812,105.917648,1082.733032,1.897105,-35.98473,1186.425293,101.713058,233.799133,1164.010986,-80.332527,-27.80777,1340.160522,85.787056,237.802185,1316.328735,-93.473633,-27.050905,1030.516846,129.658401,79.746086,1213.549316,25.299318,242.240814,1006.037476,-41.692135
2395,19.958,94.195045,1000.575073,27.407869,99.934296,1311.43042,-4.445115,105.020584,1082.255249,0.302744,-32.984028,1186.299194,105.732079,230.452698,1164.778931,-86.664154,-26.166798,1339.962646,88.274284,234.818542,1317.489868,-97.509796,-20.880774,1030.541992,134.853699,79.892731,1212.717896,25.048376,239.161194,1005.738831,-50.466114
2396,19.966,94.028679,1000.71051,25.683857,99.237892,1311.008789,-4.675883,104.197205,1081.985352,-1.18329,-30.094444,1186.175049,109.342117,226.844864,1165.591797,-92.125771,-24.658508,1339.840576,90.29023,232.117126,1318.374878,-100.816811,-15.270934,1030.741333,138.951294,79.885887,1212.089478,25.053675,235.073822,1006.255493,-58.473473
2397,19.975,93.805016,1000.811951,23.604336,98.199203,1310.805786,-5.438005,103.035149,1082.372437,-3.658775,-26.572628,1186.045654,113.047234,222.53978,1166.546021,-97.782074,-22.797792,1339.689087,92.51062,229.106201,1319.233765,-104.026825,-8.7152,1031.081909,143.152191,79.123901,1211.953613,24.180441,230.64743,1006.440308,-67.040977
2398,19.983,93.575706,1001.254333,21.791807,96.849266,1310.723022,-6.381299,101.738945,1082.730469,-5.555265,-23.093851,1185.935425,116.194847,218.726212,1167.416626,-102.642776,-20.982634,1339.538818,94.367142,226.372452,1320.091553,-107.067696,-2.712454,1031.305908,146.315125,78.545395,1211.828247,23.196444,226.75296,1006.807434,-74.350044
2399,19.991,93.357552,1001.391418,19.840914,95.537361,1310.639648,-7.324776,100.653351,1082.832764,-7.369458,-19.539795,1185.942993,119.24308,214.250534,1168.255615,-107.014847,-19.322769,1339.3927,96.123108,223.627731,1320.985352,-109.865524,3.265545,1031.808228,149.009521,78.051979,1211.89502,22.441179,222.090118,1007.232178,-82.153572
2400,20,93.082108,1001.5354,17.940035,94.084831,1310.337036,-8.328552,99.228889,1083.005615,-9.459175,-15.311679,1185.809937,122.338135,209.119843,1169.412964,-111.949379,-17.29604,1339.266479,98.176765,220.49559,1321.918213,-112.749619,10.125557,1031.954468,151.718338,77.243752,1211.753906,21.590548,216.40593,1007.437256,-89.919006
2401,20.008,92.84127,1001.570007,16.172447,92.429642,1309.787231,-9.501435,97.850761,1083.210693,-11.247025,-11.553062,1185.777832,124.97097,204.769135,1170.329712,-115.903084,-15.417696,1339.111328,99.757423,217.68988,1322.833496,-115.189522,16.140198,1032.514404,153.55101,76.994461,1211.50708,20.880207,211.261292,1007.78772,-96.012123
2402,20.016,92.576187,1001.879456,14.551748,91.230972,1309.204834,-10.301742,96.642868,1083.396973,-12.68643,-7.648195,1185.824463,127.181351,200.553986,1171.303833,-119.81443,-13.57204,1338.99939,101.329597,215.014954,1323.635986,-117.405342,22.027636,1032.796631,155.088852,76.828087,1211.338745,20.362638,205.952713,1008.467651,-102.428368
2403,20.024,92.423912,1002.051453,12.914216,89.855003,1308.794067,-11.03706,95.25386,1083.486694,-14.429378,-3.81382,1185.794434,129.398865,196.369629,1172.378784,-123.748146,-11.504223,1338.821777,102.875183,212.316437,1324.506348,-119.469238,28.040762,1032.930054,156.303101,76.650368,1211.148071,20.00028,200.781204,1009.223083,-108.95208
2404,20.033,92.114502,1002.340698,11.026489,86.858093,1308.87793,-13.841693,93.596878,1083.57959,-16.395111,0.365966,1185.828003,131.412201,192.034973,1173.437134,-127.742844,-9.292873,1338.554688,104.543732,209.311752,1325.440552,-121.492943,34.643082,1033.430054,157.109894,76.361984,1210.894653,19.585772,194.776962,1010.073914,-115.876816
2405,20.041,91.963554,1002.489441,9.329508,85.129074,1307.977905,-14.260215,91.881027,1083.797241,-18.009972,4.169423,1185.64624,132.996918,187.631561,1174.744385,-131.011673,-7.264606,1338.384644,105.90654,206.647903,1326.193359,-123.114899,40.669971,1033.625366,157.603088,76.157036,1210.546875,19.423056,189.350723,1011.125793,-121.709358
2406,20.05,91.65004,1002.609741,7.332009,83.055435,1306.920532,-15.395977,90.440948,1083.958496,-19.825476,8.254064,1185.610474,134.533035,182.890503,1175.997559,-134.237549,-4.880167,1338.194214,107.41111,203.745758,1327.079102,-124.675545,47.232765,1033.956299,157.673706,76.101334,1210.111084,19.393002,183.067657,1012.345337,-127.779884
2407,20.058,91.439262,1002.89032,5.754888,81.525597,1306.022461,-16.232981,88.770844,1084.343628,-21.494097,11.798285,1185.543335,135.659805,178.94455,1177.018921,-136.977463,-2.714635,1337.967773,108.6464,201.146866,1327.838989,-125.836922,52.719669,1034.369629,157.500061,76.096336,1209.534668,19.297928,177.249069,1013.418335,-132.885452
2408,20.066,90.957909,1003.154663,3.869758,79.598312,1305.604004,-17.260391,87.176331,1084.422974,-23.233732,15.292622,1185.371826,136.629272,175.12825,1178.100952,-139.626541,-0.613636,1337.795166,109.530121,198.580597,1328.560669,-126.880379,58.340183,1034.567993,157.024124,76.34877,1209.024658,19.409239,171.500229,1014.611694,-137.80838
2409,20.074,90.484398,1003.450623,2.164986,77.674187,1304.573975,-18.350233,85.375053,1084.60498,-24.600424,18.723948,1185.276733,137.345963,171.172379,1179.258789,-142.060593,1.62384,1337.652954,110.380661,196.118439,1329.185425,-127.735512,63.058956,1034.671509,156.499542,76.564758,1208.530884,19.424646,165.886276,1015.692017,-142.390274
2410,20.083,89.83316,1003.580444,0.168149,75.679703,1303.245117,-18.688416,83.577965,1084.879761,-26.071852,22.548803,1185.342041,138.12616,166.745285,1180.411255,-144.372787,4.031858,1337.664185,111.197891,193.481583,1329.793945,-128.507843,68.634071,1035.154175,155.73407,76.749619,1207.703247,19.500038,159.712967,1016.917603,-147.302567
2411,20.091,89.182877,1003.760315,-1.401843,73.798973,1302.153564,-19.474861,81.814369,1085.054688,-27.487921,25.424034,1185.329956,138.407394,162.975693,1181.34021,-146.33667,6.153628,1337.598999,111.721146,191.170197,1330.338257,-129.150848,74.114159,1035.279907,154.385437,77.070854,1206.878296,19.830162,154.197479,1018.005737,-151.273987
2412,20.1,88.403473,1004.038452,-3.222439,71.556046,1301.204468,-20.523628,79.784683,1085.276001,-28.696714,28.22221,1185.249512,138.784332,158.926819,1182.389282,-148.2995,8.382812,1337.518311,112.26899,188.787064,1330.787598,-129.616577,79.68988,1035.702026,152.952606,77.554893,1205.891602,20.195208,148.2099,1019.363037,-155.448517
2413,20.108,87.321938,1004.353027,-4.863734,69.734413,1299.989868,-21.265381,78.223633,1085.56189,-29.542608,30.470104,1184.976318,139.397507,155.304993,1183.35376,-149.729019,10.31799,1337.477783,112.736794,186.628296,1331.248657,-130.111694,85.01786,1036.010254,151.335938,78.014656,1205.178589,20.502417,142.844864,1020.499817,-158.766922
2414,20.116,86.300354,1004.457825,-6.282659,68.039886,1298.839355,-21.102278,76.608116,1085.762329,-30.426701,32.588486,1184.748535,139.97963,151.669922,1184.205811,-150.982407,12.129206,1337.479126,113.12693,184.663849,1331.510132,-130.461472,90.321838,1036.216797,149.251724,78.497772,1204.560791,20.995445,137.840317,1021.515015,-161.670471
2415,20.125,84.869911,1004.546387,-7.968645,66.224792,1298.051147,-21.417078,74.903702,1086.102783,-31.054487,34.671658,1184.745605,140.279327,147.791595,1185.076294,-152.086258,13.983754,1337.375732,113.740662,182.563034,1331.777222,-130.891235,95.205475,1036.807861,147.400162,78.901535,1203.9375,21.434954,131.884964,1023.026489,-164.708298
2416,20.133,83.419792,1004.737976,-9.287006,64.806877,1297.16687,-21.691149,73.805458,1086.315674,-31.392422,36.645214,1185.091553,140.09491,144.487061,1185.821167,-152.828094,15.489087,1337.272339,114.200699,180.93103,1331.935425,-131.223724,98.815979,1037.717163,145.809433,79.211037,1203.46875,21.731449,127.124947,1024.089966,-167.051544
2417,20.141,82.023788,1004.800903,-10.449981,63.293411,1296.842896,-21.913824,72.321411,1086.547119,-31.870827,41.993149,1184.406738,139.30278,141.226013,1186.575684,-153.590927,16.877079,1337.330811,114.603088,179.642502,1331.996826,-131.719604,102.368675,1038.635864,143.993729,79.521515,1203.060913,22.030081,122.355881,1025.05127,-169.132492
2418,20.149,80.460907,1004.903687,-11.597421,62.146744,1296.410278,-21.657972,71.384666,1086.740967,-32.066872,44.784485,1184.405151,139.095795,138.41214,1187.205444,-154.045517,17.982632,1337.162354,114.955994,178.443466,1332.05896,-132.150055,106.038597,1039.391602,142.062912,79.765823,1202.694824,22.308708,117.517532,1026.011719,-170.887466
2419,20.158,77.848282,1005.224487,-12.470164,61.417595,1296.218262,-21.665722,70.230873,1086.971558,-32.134014,47.154343,1184.75,138.870163,135.391052,1187.803833,-154.647461,19.287643,1337.016968,115.372803,177.198502,1332.08313,-132.57608,109.825241,1040.095581,139.893021,79.945969,1202.323486,22.611588,111.899605,1027.246826,-172.617401
2420,20.166,74.887634,1005.366455,-13.232965,61.04528,1296.166016,-21.719421,69.289696,1087.234619,-32.18148,48.966953,1185.035522,138.79863,133.121613,1188.27002,-154.923904,20.140715,1336.841553,115.512413,176.302643,1332.021851,-132.968842,112.524437,1040.659302,138.02887,80.094048,1201.886963,22.758945,107.224167,1028.133789,-173.835464
2421,20.175,72.559456,1005.082153,-14.141052,60.748848,1296.010742,-21.925644,68.094528,1087.363647,-32.19912,50.961067,1185.169312,138.537567,130.730774,1188.660522,-155.383728,20.906567,1336.786865,115.618805,175.653595,1331.905396,-133.443558,115.319481,1041.081909,136.208939,80.170158,1201.56189,22.90951,102.471832,1028.879028,-174.710815
2422,20.183,70.89817,1005.157837,-14.595448,60.614841,1295.979736,-21.991831,67.414116,1087.430908,-31.99441,52.357323,1185.431519,138.241211,129.151047,1188.850464,-155.511169,21.610697,1336.810547,115.633972,175.327774,1331.607422,-133.92717,117.100838,1041.78418,134.662079,80.232849,1201.389648,23.055204,98.37133,1029.641602,-175.12738
2423,20.191,68.797493,1005.075684,-14.949448,60.646065,1295.923096,-22.003508,66.896324,1087.420654,-31.814102,53.519001,1185.730469,137.888763,127.620102,1188.801636,-155.706894,22.002037,1336.862061,115.602455,175.083969,1331.277588,-134.321686,118.985268,1042.290161,133.090698,80.247307,1201.312256,23.074875,94.609581,1030.309937,-175.751816
2424,20.199,66.632797,1005.063416,-15.125461,60.886204,1295.845581,-21.913502,66.398994,1087.451172,-31.608902,54.614342,1186.046875,137.402206,126.440781,1188.834839,-155.821823,22.361849,1337.035767,115.523506,175.078003,1330.870239,-134.683472,120.684303,1042.887329,131.507217,80.260117,1201.278198,23.063183,91.160606,1030.890503,-176.185944
2425,20.208,64.292908,1005.026794,-15.274472,61.291039,1295.848389,-21.796661,65.385597,1087.770508,-31.072397,55.50333,1186.427124,137.053574,125.418663,1188.753906,-156.007492,22.58046,1337.175415,115.447662,175.287109,1330.369873,-135.106567,122.013153,1043.876709,129.879791,80.202522,1201.352905,22.9963,87.42878,1031.703491,-176.568329
2426,20.216,62.2752,1004.985107,-15.334269,61.713051,1296.053833,-21.700855,64.845772,1087.919556,-30.51812,55.977596,1186.86084,136.626099,124.937981,1188.565186,-156.002319,22.617012,1337.309204,115.371277,175.665344,1329.776245,-135.486786,123.118958,1044.838867,128.410034,80.145119,1201.46106,22.958885,84.38446,1032.248535,-176.845032
2427,20.225,60.18359,1004.793152,-15.321861,62.71492,1296.009521,-21.395294,64.405891,1087.95105,-29.781532,56.209297,1187.222168,136.233734,124.72438,1188.361816,-155.824326,22.520119,1337.444214,115.264198,176.162537,1329.078613,-135.732391,124.227997,1045.594482,127.053421,80.000175,1201.66272,22.88521,81.738106,1032.604126,-176.832916
2428,20.233,58.198246,1004.734009,-15.270777,63.05027,1296.535522,-21.905607,63.868053,1087.969849,-28.830946,56.148285,1187.430054,135.935669,124.790131,1188.049194,-155.57962,22.290747,1337.567871,115.11953,176.599213,1328.531372,-135.86087,124.69709,1046.269653,126.057236,79.848961,1201.837036,22.850866,79.698845,1032.986938,-176.705688
2429,20.241,56.187901,1004.808899,-15.167767,63.46912,1296.744507,-22.015156,63.468159,1087.902954,-27.887102,55.685886,1187.859619,135.680695,125.081093,1187.663208,-155.224701,21.951738,1337.712036,114.922653,177.385117,1327.857056,-136.008926,125.185371,1046.818848,125.171646,79.569725,1202.135376,22.90003,77.926292,1033.352417,-176.624771
2430,20.25,54.176563,1004.759094,-15.138143,64.471886,1296.819458,-21.9027,63.056446,1088.034546,-26.966391,55.142696,1188.337402,135.349991,125.635963,1187.150635,-154.792404,21.423582,1337.910156,114.641846,178.34494,1327.135132,-136.104919,125.531807,1047.373291,124.292244,79.316124,1202.380493,22.777941,76.602478,1033.610229,-176.44606
2431,20.258,52.519062,1004.760254,-15.035043,65.030426,1297.024414,-21.916681,62.770775,1087.982666,-26.449297,54.476357,1188.691162,135.133621,126.330612,1186.668335,-154.38736,20.638048,1338.128418,114.362389,179.457336,1326.650513,-136.201324,125.449944,1047.935791,123.725861,79.079109,1202.603516,22.670151,75.689804,1033.798218,-176.223007
2432,20.266,50.997116,1004.882202,-14.908576,65.455559,1297.681152,-22.12583,62.442642,1087.962891,-25.894867,53.593822,1188.986206,134.930634,127.295319,1186.135376,-153.934311,19.782116,1338.329346,113.957939,180.679932,1326.080933,-136.10675,125.026855,1048.426758,123.364288,78.823601,1202.81958,22.562958,75.389587,1033.892212,-176.012207
2433,20.274,49.622845,1004.998108,-14.79676,66.521255,1297.80835,-21.956675,62.414276,1088.085327,-25.569324,52.354015,1189.386475,134.64827,128.467392,1185.585938,-153.477203,18.731903,1338.631836,113.485924,181.986176,1325.526001,-136.100296,124.357903,1048.935547,123.117012,78.501579,1203.085083,22.513927,75.488739,1033.929565,-175.715622
2434,20.283,48.155724,1005.151978,-14.800546,67.184914,1298.710815,-22.825996,62.131561,1088.227295,-25.426508,50.688454,1189.472046,134.53952,130.109421,1184.981079,-152.984863,17.430418,1339.018555,112.812042,183.574799,1324.95752,-136.053101,123.352638,1049.51062,123.009079,78.222679,1203.348511,22.456902,76.231071,1033.829102,-175.167297
2435,20.291,46.990555,1005.251282,-14.79917,68.435455,1299.00293,-22.870621,62.008595,1088.355591,-25.237188,49.198673,1189.511597,134.449203,131.698227,1184.603882,-152.611755,16.078777,1339.350464,112.191063,185.10788,1324.372437,-135.844574,122.381493,1049.852051,123.140503,77.959526,1203.634644,22.30282,77.267662,1033.425781,-174.588181
2436,20.3,45.812168,1005.511414,-14.857714,69.551826,1299.493042,-22.773148,61.970863,1088.525879,-25.114584,46.834465,1189.985107,134.338791,133.648254,1183.989502,-151.947464,14.482746,1339.759399,111.296089,186.984406,1323.741333,-135.599884,120.526993,1050.041748,123.804466,77.69297,1204.012329,22.04561,78.976799,1033.002686,-174.160629
2437,20.308,45.153008,1005.764465,-14.987464,70.98098,1299.935303,-22.765553,61.914185,1088.996216,-24.987808,45.060352,1190.063477,134.016891,135.596558,1183.526978,-151.563431,12.920786,1340.108643,110.496437,188.836136,1323.267944,-135.404022,118.448608,1050.627075,124.652496,77.544525,1204.439819,21.849506,80.77182,1032.505737,-173.80899
2438,20.316,44.503681,1006.021729,-15.155746,72.277985,1301.191772,-23.402729,62.001446,1089.23645,-25.099474,42.749828,1190.429321,133.660934,137.69017,1182.922607,-151.10144,11.107794,1340.535889,109.588913,190.829025,1322.810669,-135.173492,116.017502,1051.064453,125.555511,77.085754,1204.990234,21.295954,83.076118,1031.923828,-173.504761
2439,20.324,43.966984,1006.199219,-15.400491,73.91468,1301.952759,-23.198811,62.166206,1089.443726,-25.277836,40.208572,1190.649292,133.407104,140.040344,1182.425171,-150.800629,9.4946,1340.873779,108.649765,193.044113,1322.228149,-134.831772,113.246895,1051.307617,126.610207,76.859756,1205.546143,20.835686,85.816055,1031.032349,-172.923584
2440,20.333,43.640015,1006.400208,-15.67822,75.605614,1302.981689,-23.161972,62.747845,1089.613037,-25.657829,37.242367,1190.89563,132.880173,142.888855,1181.766479,-150.382721,7.223219,1341.331543,107.503738,195.620026,1321.619263,-134.442856,109.791862,1051.364502,128.0923,76.574493,1206.294556,20.219505,89.292488,1030.076416,-172.357346
2441,20.341,43.642727,1006.72113,-16.078367,77.25856,1304.94812,-23.454784,63.076206,1089.901123,-26.060543,34.258183,1191.090088,132.274994,145.616211,1181.231445,-150.004623,5.156366,1341.723145,106.631599,198.060089,1321.051758,-134.027832,105.958023,1051.431885,129.823334,76.273926,1207.354492,19.5742,92.73024,1029.198608,-171.846741
2442,20.35,43.971416,1006.921875,-16.38986,80.113617,1306.227539,-22.54756,63.492409,1090.08728,-26.497969,30.869173,1191.272095,131.735916,148.813705,1180.515015,-149.514847,2.673035,1342.262207,105.442123,201.037308,1320.448486,-133.496521,102.036064,1051.239746,131.342621,75.875092,1208.520996,18.703697,97.210182,1027.864624,-171.045395
2443,20.358,44.376438,1007.241516,-16.708736,82.234741,1308.617676,-22.672426,64.185844,1090.154907,-27.107954,27.803686,1191.408569,130.937515,151.783752,1179.892822,-148.928879,0.512686,1342.662964,104.431152,203.831406,1319.83374,-132.822464,98.283829,1051.157227,132.849594,75.500511,1209.805786,17.935556,101.274536,1026.691772,-170.097626
2444,20.366,44.984825,1007.473938,-17.010208,84.950768,1310.685669,-21.28174,64.827202,1090.375854,-27.770596,23.676775,1191.868774,130.085098,154.94426,1179.28894,-148.150772,-1.795526,1343.147339,103.260345,206.578156,1319.32312,-132.187073,94.007217,1051.081055,134.35585,74.9683,1211.088379,16.733637,105.620056,1025.46228,-168.963882
2445,20.375,45.872669,1007.686951,-17.205507,88.382309,1313.63147,-20.390074,65.477318,1090.635864,-28.470901,18.83621,1192.11084,129.395813,158.667999,1178.636475,-147.226898,-4.306471,1343.588867,101.913864,209.832596,1318.768799,-131.318726,88.901962,1050.746216,136.179932,74.419121,1212.682739,15.232048,110.65419,1024.208252,-167.401443
2446,20.383,46.842369,1007.839783,-17.353952,92.031288,1315.892334,-18.2819,66.52285,1090.68689,-29.18704,14.601049,1192.684448,128.71701,162.207626,1178.059448,-146.339462,-6.505407,1343.980835,100.610275,212.695068,1318.380615,-130.404907,83.40567,1050.18335,137.827682,73.877495,1214.118652,13.833376,115.620308,1023.00415,-165.887512
2447,20.391,47.895611,1007.960815,-17.599712,96.138641,1317.392334,-15.297482,67.260307,1091.052368,-29.901291,10.720037,1192.978149,127.674835,166.005386,1177.466797,-145.198547,-8.637733,1344.505371,99.27491,215.507065,1318.166138,-129.286697,77.862648,1049.611206,139.556366,73.110474,1215.770264,12.296937,120.673805,1021.874329,-164.27388
2448,20.399,49.194881,1008.260742,-17.741314,99.863319,1318.901123,-12.642274,68.41555,1091.462158,-30.79962,7.068514,1193.174561,125.97847,169.854965,1176.838379,-143.883255,-10.633819,1344.882568,97.981735,218.318802,1317.924072,-127.959236,71.993729,1049.227051,140.799286,72.225189,1217.438354,10.846936,125.973091,1020.602844,-162.448624
2449,20.408,50.94622,1008.571838,-17.972246,103.169281,1320.046509,-10.779644,69.440758,1091.803833,-31.852844,3.183429,1193.276733,124.107864,174.406601,1176.019165,-142.298141,-12.53117,1345.340942,96.283043,221.424301,1317.702759,-126.342323,65.093651,1048.708862,142.124756,71.223831,1219.039673,8.87216,132.021347,1019.469116,-160.126236
2450,20.416,52.509827,1008.852478,-17.943691,105.259605,1320.122559,-9.82993,70.626785,1091.913696,-32.529625,-0.142573,1193.436157,122.062172,178.636063,1175.37915,-140.676941,-14.083535,1345.739014,94.614052,224.151932,1317.561646,-124.646164,58.387733,1047.980225,142.722305,70.582199,1220.428467,7.062003,137.690308,1018.38324,-157.612885
2451,20.425,54.485409,1008.988159,-17.928089,106.187363,1318.518188,-9.178635,71.987663,1092.193604,-33.648228,-4.067633,1193.542358,119.677834,183.135818,1174.753906,-138.621429,-15.761828,1346.257446,92.64682,227.284561,1317.422607,-122.482887,51.477982,1046.321533,141.78418,69.779015,1221.984985,4.726264,144.086472,1017.106201,-154.921585
