Format Version,1.23,Take Name,Take 2023-10-19 07.20.41 PM,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2023-10-19 07.20.42.493 下午,Capture Start Frame,2394878,Total Frames in Take,2002,Total Exported Frames,2002,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global,,,,,,,,
802,6.683,76.06459,1194.310303,64.566139,90.162491,1017.374756,189.352356,109.008804,1290.604736,30.252695,-57.819454,1314.220337,31.058138,110.273331,1077.811035,134.861221,-57.335922,1175.185425,99.682373,-59.896793,1031.520508,164.561279,245.440598,1015.181274,174.777023,256.651703,1155.220459,93.302109,270.811127,1293.052734,28.393999
803,6.691,76.149612,1196.043945,58.165348,89.976791,1016.928894,180.665482,109.224701,1292.786011,27.043093,-57.860008,1316.981934,27.069914,109.863251,1078.405396,127.004669,-56.380131,1176.539917,92.776031,-58.703674,1030.714111,152.75267,245.527969,1014.793518,166.088898,256.090759,1156.105713,86.665398,271.093689,1295.587524,24.568216
804,6.7,76.191986,1198.413696,51.043159,89.633026,1016.671326,170.268188,109.304688,1295.744141,23.713072,-57.567188,1320.236084,22.634993,109.505676,1079.298096,117.742348,-54.924236,1178.467285,85.236511,-57.237865,1030.633179,138.874023,245.5513,1014.445435,155.759964,255.997543,1157.77417,79.275002,271.456207,1298.526367,20.436882
805,6.708,76.19841,1200.880249,44.839638,89.29171,1016.526245,160.40274,109.468071,1298.574707,20.306993,-57.547203,1323.672852,18.444164,109.468498,1080.262817,109.393433,-53.74963,1180.56311,78.374069,-55.803623,1030.983521,126.574066,245.625473,1014.585999,146.261887,255.960403,1159.204468,72.66732,271.590363,1301.48584,16.449593
806,6.716,76.245506,1203.640137,38.908112,88.830475,1016.63623,150.070969,109.757286,1301.529541,16.829744,-57.242699,1327.294922,14.283059,109.341682,1081.234131,100.592529,-52.740543,1182.973022,71.4813,-54.303715,1031.769287,114.209877,245.538116,1014.914734,136.463242,256.037201,1161.026733,66.194305,271.777771,1304.585205,12.571702
807,6.724,76.229736,1206.78479,33.109467,88.279884,1017.064331,139.256302,109.836685,1304.844849,13.320981,-57.100006,1331.165039,10.189008,109.173149,1082.782593,91.617561,-51.89996,1185.532593,64.61895,-52.86586,1033.17981,101.577446,245.465088,1015.672302,126.370728,255.92572,1163.204834,59.363522,271.986359,1307.997803,8.645549
808,6.733,76.203857,1210.568359,26.742235,87.828735,1017.625183,126.791222,109.95517,1308.472656,9.1346,-56.837807,1335.553345,5.832494,108.853119,1084.860107,81.032646,-51.147739,1188.595581,56.84079,-51.14994,1035.041626,87.663857,245.507675,1016.834961,114.652718,255.78978,1166.11438,51.566204,272.170013,1312.113525,4.170654
809,6.741,76.357597,1214.063477,21.282259,87.446686,1018.37323,115.530891,110.007195,1312.067017,5.459692,-56.714863,1339.532471,2.287303,108.726364,1086.969238,71.730492,-50.771225,1191.596191,49.679642,-49.766655,1036.878296,75.286491,245.464493,1018.215637,104.170609,255.596466,1168.839722,44.673355,272.356873,1315.94397,0.099386
810,6.75,76.418236,1218.279053,15.220304,87.100273,1019.677979,102.777542,110.064171,1316.328003,0.986031,-56.392925,1344.181274,-1.355507,108.572815,1089.460083,61.116646,-50.282955,1194.942017,41.922752,-47.900356,1039.243896,61.685528,245.422333,1019.959229,92.238495,255.443069,1172.123413,37.055141,272.776123,1320.368774,-4.102069
811,6.758,76.678055,1222.000977,10.26467,87.143387,1021.020508,91.345436,110.436203,1320.101196,-2.677218,-56.162415,1348.216675,-4.631736,108.485443,1091.865967,51.575497,-49.992844,1197.929932,34.877167,-46.483887,1041.861938,49.52866,245.394608,1021.814575,81.476822,255.339111,1175.251221,30.291704,273.17337,1324.370728,-7.808764
812,6.766,77.018791,1225.740479,5.202919,87.259193,1022.561096,79.805893,110.910988,1324.178955,-6.422274,-55.867382,1352.307129,-7.630236,108.33165,1094.78125,41.743736,-49.661198,1200.93689,27.922409,-45.338139,1044.688354,37.568939,245.326462,1023.767456,70.477982,255.297394,1178.494019,23.341656,273.653107,1328.494385,-11.421382
813,6.775,77.510315,1230.13623,-0.286177,87.416145,1024.705566,66.880775,111.417511,1329.296143,-10.992621,-55.351078,1357.061523,-10.744705,108.626114,1098.168335,31.054531,-49.10585,1204.378662,20.059959,-44.056419,1048.126831,24.355833,245.533951,1026.145508,58.157402,255.385422,1182.320312,15.597912,274.409119,1333.177246,-15.104503
814,6.783,78.082924,1233.862183,-5.132524,87.660873,1026.795166,55.506958,111.981544,1333.727539,-14.702325,-54.918369,1361.304077,-13.370698,109.010582,1101.066284,21.713221,-48.528542,1207.550903,13.179782,-43.230503,1051.489014,12.514838,245.522278,1028.218018,47.090145,255.411804,1185.688965,8.765265,275.083344,1337.387451,-18.10458
815,6.791,78.562508,1237.845093,-10.016183,87.921158,1028.946533,44.024025,112.619522,1337.954346,-18.163513,-54.115158,1365.671875,-15.826091,109.571289,1103.914795,12.41118,-48.103302,1211.102417,6.406682,-42.747154,1055.379395,1.117853,245.691223,1030.604614,35.922451,255.640472,1188.986572,1.890083,275.717529,1341.53125,-20.835682
816,6.799,79.130051,1241.832031,-14.624659,88.306755,1031.517212,32.647346,113.457466,1342.111938,-21.236092,-53.464157,1370.050659,-18.049601,110.364578,1107.183105,3.158761,-47.730282,1214.856689,-0.320263,-42.332886,1059.335815,-10.266709,245.594345,1033.130371,24.65925,256.09729,1192.171631,-4.886833,276.343536,1345.511719,-23.147772
817,6.808,79.838829,1246.307495,-19.705784,88.557854,1034.531006,19.9081,114.573723,1346.66626,-24.026823,-52.853825,1375.030029,-20.41539,110.526482,1111.235229,-7.131292,-47.061054,1219.325928,-7.704058,-42.634617,1064.060059,-22.480541,245.247528,1036.178833,12.031882,256.773163,1195.810669,-12.389438,276.967651,1349.886719,-25.55908
818,6.816,80.314835,1250.447144,-24.183388,88.693451,1037.491699,8.87003,115.682289,1350.556641,-26.172926,-52.369965,1379.648926,-22.681557,110.638062,1114.752319,-15.961846,-46.598408,1223.376953,-14.402719,-42.876957,1068.342041,-33.327438,245.251236,1038.951416,1.274205,257.484619,1199.037354,-18.907354,277.614685,1353.58606,-27.148886
819,6.825,80.516647,1254.851685,-28.984426,88.574364,1040.856567,-3.481733,115.983681,1354.552856,-28.283449,-52.278324,1384.926636,-25.162804,110.899132,1118.713501,-25.714527,-46.267845,1228.038086,-21.651873,-42.964249,1073.591675,-45.400055,244.956268,1042.329712,-10.910262,258.127533,1202.830078,-25.934105,277.997894,1358.135376,-29.468634
820,6.833,80.708878,1258.981201,-32.977364,88.361748,1044.171387,-14.501888,116.030052,1358.143555,-29.553648,-52.097031,1389.536499,-27.240265,111.372238,1122.571045,-34.180168,-45.979317,1232.191162,-27.872274,-43.616871,1078.251221,-55.595917,244.791275,1045.443481,-21.453566,258.439423,1206.288208,-31.894442,278.332123,1361.680054,-30.278257
821,6.841,81.012794,1262.725586,-37.068169,88.168793,1047.757446,-25.405449,116.013779,1361.812744,-30.901531,-51.790417,1393.638672,-28.652437,111.707306,1126.549316,-42.44939,-45.622902,1236.323486,-33.848598,-44.197823,1083.045288,-65.887733,244.72847,1048.81604,-31.675394,258.435791,1210.07373,-37.855778,278.708038,1365.286621,-31.719423
822,6.849,81.158936,1266.7677,-40.785263,87.894585,1051.603638,-36.098934,116.183006,1365.402832,-31.889259,-51.105289,1397.527832,-29.697367,111.631767,1130.609619,-50.518425,-45.351883,1240.47229,-39.497108,-44.708649,1088.140137,-75.714043,244.440033,1052.505737,-42.030079,258.546417,1214.08374,-43.137054,279.289734,1368.839111,-32.435349
823,6.858,81.208549,1271.309082,-45.055729,87.487816,1056.053589,-48.260654,116.472443,1369.381592,-32.865681,-50.873619,1401.579834,-30.935671,111.11274,1135.67395,-59.442665,-45.372589,1245.144775,-45.601227,-45.230659,1093.999268,-86.610245,244.245575,1056.974854,-53.319229,258.184265,1218.583008,-49.123772,279.973785,1372.757935,-32.987617
824,6.866,81.529495,1275.227661,-48.543388,87.167557,1060.280884,-58.660522,116.593864,1372.864624,-33.803673,-50.600014,1405.28418,-31.893383,110.391251,1140.273071,-67.873993,-45.294319,1249.445801,-51.008896,-45.834991,1099.41272,-95.895279,243.895538,1061.171753,-63.317856,257.88208,1222.568481,-53.971703,280.191406,1376.038574,-33.484856
825,6.875,81.770508,1279.929565,-52.393326,86.938194,1065.052246,-70.180855,116.428093,1376.255127,-34.318787,-50.003223,1409.251709,-32.710136,110.469368,1145.578369,-76.978363,-45.548332,1254.337158,-56.513565,-46.713833,1105.707642,-106.241165,243.62912,1066.083496,-74.28054,257.397919,1227.185913,-59.007145,280.301178,1379.676636,-33.691273
826,6.883,82.389236,1284.070435,-55.457264,86.602348,1069.755615,-80.451706,116.999321,1378.733154,-34.189888,-49.446815,1412.793823,-33.479382,110.721191,1150.559326,-84.876656,-45.581299,1258.775269,-61.160645,-47.925697,1111.807007,-114.919098,243.393539,1070.670654,-83.765236,257.087769,1231.121582,-63.183285,280.29657,1382.855713,-33.943211
827,6.891,83.251282,1288.020508,-58.441669,86.537117,1074.656494,-90.314896,117.645187,1381.004761,-33.893864,-48.660191,1416.448364,-34.03569,111.037392,1155.430664,-92.36628,-45.706326,1263.17688,-65.177895,-48.983002,1118.124878,-123.36145,243.222977,1075.484497,-92.939201,257.046082,1235.106812,-66.784599,280.307068,1385.849243,-33.916615
828,6.9,84.178368,1292.437744,-61.398613,86.477127,1080.404541,-101.271286,118.311127,1383.5354,-33.422359,-48.006863,1420.412598,-34.650665,111.149879,1161.368652,-100.385628,-45.841927,1268.128784,-69.591942,-49.841114,1125.083374,-132.392776,242.953979,1081.089111,-103.185043,257.070496,1239.379395,-70.559425,280.461456,1389.133545,-33.713593
829,6.908,84.716972,1296.426025,-63.756084,86.633926,1085.639893,-110.639229,118.708237,1385.919312,-33.173836,-47.255947,1424.012207,-35.070984,111.355095,1166.346313,-107.354507,-45.935608,1272.506348,-73.103745,-50.525818,1131.279907,-139.35849,242.705383,1086.262329,-111.847939,257.254364,1243.033569,-73.541435,280.658661,1391.945435,-33.565536
830,6.916,85.052429,1300.363525,-65.92395,86.766724,1091.289062,-119.823677,119.014206,1388.391724,-32.90847,-46.79932,1427.415771,-35.28582,111.546288,1171.689209,-113.60421,-46.399391,1277.05542,-76.94001,-50.885681,1137.078857,-146.182312,242.617737,1091.394775,-120.093658,257.741425,1246.348633,-76.156235,280.899261,1394.401123,-33.155743
831,6.924,85.392967,1303.986572,-67.947029,87.090668,1096.763306,-128.536987,119.371086,1390.770752,-32.698936,-46.272831,1430.648071,-35.392887,111.848228,1176.841797,-119.795761,-46.937511,1281.890747,-80.798111,-51.551739,1143.105957,-152.612503,242.552048,1096.591064,-127.983406,258.170959,1249.622437,-78.797112,280.991943,1396.807007,-32.719551
832,6.933,85.840683,1307.968994,-69.859009,87.26461,1103.116089,-137.652481,119.724762,1393.359131,-32.16251,-45.720383,1433.946533,-35.208057,112.395416,1182.446655,-125.809822,-47.048676,1286.288452,-83.99157,-52.002918,1149.548218,-159.384979,242.670532,1102.381592,-136.232346,258.739899,1253.164551,-81.442154,281.175415,1399.100586,-31.912453
833,6.941,86.103165,1311.481689,-71.623505,87.333588,1108.613525,-145.970673,119.910446,1395.431641,-31.919292,-45.497963,1436.469727,-35.101505,112.371307,1187.580078,-131.142746,-47.406376,1289.964722,-86.737473,-52.528893,1154.973145,-165.106064,242.898361,1107.37085,-143.289322,259.284302,1256.073975,-83.575508,281.281921,1400.89209,-31.187862
834,6.95,86.525673,1315.040405,-73.525223,87.532791,1114.859131,-154.489853,120.088524,1397.75061,-31.166527,-45.140362,1439.131226,-34.845345,112.623535,1193.255493,-136.647842,-47.474651,1293.841064,-89.59166,-53.329403,1160.820557,-170.997391,243.395615,1112.88562,-150.753815,259.778961,1259.357544,-86.041237,281.466827,1402.704102,-30.316366
835,6.958,86.774391,1317.905151,-75.077789,87.744133,1120.156006,-161.615494,120.257942,1399.812866,-30.548943,-44.836987,1441.31543,-34.553749,112.85717,1197.918823,-141.510284,-47.650784,1296.986328,-91.950844,-53.661545,1165.681396,-176.021622,243.697708,1117.632568,-156.922867,260.016327,1262.087646,-88.090973,281.600067,1403.936157,-29.431316
836,6.966,87.089134,1320.601807,-76.436035,87.964157,1125.324341,-168.358795,120.50547,1401.777588,-30.373161,-44.651634,1442.990356,-34.098751,113.322266,1202.395508,-145.90625,-47.910271,1299.929077,-93.91011,-54.203102,1170.370972,-180.66835,244.014511,1122.084351,-162.694443,260.469025,1264.289551,-89.71347,281.900696,1404.733276,-28.368624
837,6.974,87.137611,1322.847534,-77.954758,88.15287,1130.118042,-175.064636,120.770767,1403.754883,-30.397499,-44.472195,1444.445435,-33.481701,113.862175,1206.622314,-149.783234,-47.973122,1302.684082,-95.920311,-54.809376,1174.739868,-185.178879,244.378357,1126.335449,-168.203796,260.64917,1266.424194,-91.350372,282.101868,1405.407959,-27.378668
838,6.983,87.191971,1325.247559,-79.569435,88.300323,1135.714233,-181.827438,120.744354,1406.153076,-31.401825,-44.325424,1445.889771,-32.86343,114.324043,1211.118164,-154.130402,-48.010799,1305.542725,-98.037407,-55.685596,1179.511841,-189.681839,244.864899,1130.854248,-173.851883,260.835632,1268.831909,-93.105827,282.226624,1406.048218,-26.278702
839,6.991,87.127388,1327.243042,-80.638184,88.544174,1140.31311,-187.713776,120.452515,1407.910156,-32.057533,-44.212341,1446.861938,-32.206451,114.776535,1215.052246,-157.746521,-47.84042,1307.793335,-99.508949,-56.168636,1183.339355,-193.40567,245.346283,1134.532471,-178.294067,261.045349,1270.659546,-94.369339,282.163635,1406.27771,-25.07329
840,7,87.121124,1329.269409,-81.758186,88.900032,1145.196777,-193.516388,120.518013,1409.227661,-32.213993,-44.003094,1447.646973,-31.280413,115.070656,1219.077637,-161.334061,-47.643242,1310.096436,-101.077431,-56.782509,1187.461792,-197.211548,246.120728,1138.295532,-182.964523,261.186768,1272.750732,-95.842819,282.26355,1406.294189,-23.720123
841,7.008,87.336296,1330.809937,-82.479698,89.400436,1149.395508,-198.246735,120.605797,1409.901733,-31.890306,-43.90517,1448.052856,-30.463224,115.311783,1222.521973,-164.228226,-47.443798,1311.821045,-102.380898,-57.097076,1190.798706,-200.457916,246.764709,1141.55542,-186.552078,261.468964,1274.394287,-96.814857,282.234528,1406.090698,-22.510273
842,7.016,87.4039,1332.205566,-83.151924,90.06778,1153.370483,-202.687347,120.73304,1410.168945,-31.457998,-43.878376,1448.21582,-29.381453,115.612671,1225.758789,-166.962769,-47.22163,1313.439209,-103.421623,-57.304596,1193.794678,-203.308487,247.257523,1144.636719,-189.907166,261.710815,1275.828125,-97.934837,282.291351,1406.017944,-21.197868
843,7.025,87.549599,1333.64563,-83.781952,90.871948,1157.636108,-207.480499,120.964882,1410.446777,-30.549177,-43.639877,1448.108398,-28.180365,116.282005,1229.13562,-169.840393,-47.062908,1315.121948,-104.371857,-57.499573,1196.726562,-206.053177,247.868103,1147.769531,-193.282898,262.153931,1277.289062,-99.021484,282.219788,1405.765259,-19.771807
844,7.033,87.793289,1334.689819,-84.256165,91.507118,1160.971924,-211.080841,121.012039,1410.687744,-29.260389,-43.642654,1447.679932,-27.230831,117.148087,1231.445801,-172.24057,-46.927822,1316.05603,-105.185661,-57.553562,1198.993652,-208.443283,248.556656,1150.317871,-195.73848,262.526794,1278.279907,-99.570114,282.064178,1405.258423,-18.604048
845,7.041,88.326721,1335.447266,-84.333885,92.138908,1163.852905,-214.38237,120.899712,1410.651489,-27.780775,-43.631664,1446.850342,-26.081287,118.174492,1233.553223,-173.870316,-46.767838,1316.649414,-105.826111,-57.244072,1200.966064,-210.570374,249.179337,1152.627563,-198.133499,262.983246,1278.973511,-99.912964,281.88678,1404.963501,-17.390409
846,7.049,88.867874,1336.090454,-84.143112,92.856537,1166.533203,-217.150635,120.901611,1410.039307,-26.250252,-43.559002,1445.473022,-24.815737,118.599579,1235.606812,-175.845337,-46.712513,1316.958496,-106.354614,-57.004421,1202.529907,-212.471222,250.03421,1154.438354,-200.010544,263.482941,1279.477539,-100.073494,281.835541,1404.256104,-16.161243
847,7.058,89.325447,1336.407837,-84.179237,93.461357,1169.580444,-220.366013,120.88726,1408.81897,-24.0667,-43.498131,1443.45166,-23.253523,119.244736,1237.512939,-177.450989,-46.660858,1316.946045,-106.855255,-56.677502,1204.014771,-214.362137,250.895416,1156.126709,-201.861938,263.990662,1279.856689,-100.243011,281.743622,1403.232544,-14.86257
848,7.066,89.664009,1336.391846,-84.206078,93.896576,1171.906128,-223.122635,121.026802,1407.225342,-22.439873,-43.241467,1441.145874,-21.640249,119.82518,1238.851074,-178.777527,-46.634232,1316.502808,-107.182343,-56.154816,1204.919312,-215.914581,251.702881,1157.210205,-203.159546,264.448944,1280.046387,-100.274147,281.694244,1401.945557,-13.434971
849,7.075,90.204308,1336.066406,-84.324959,95.145859,1173.572266,-225.419846,120.94371,1405.227661,-20.371923,-43.282242,1438.101929,-19.654333,120.45385,1240.16333,-180.095215,-46.610153,1315.776855,-107.382957,-55.417107,1205.419312,-217.489456,252.845322,1158.187134,-204.228409,265.040863,1280.088257,-100.251945,281.766876,1400.610107,-12.051787
850,7.083,90.735542,1335.235962,-84.235092,96.455986,1174.498047,-226.889099,121.00856,1403.268188,-18.652422,-43.253891,1435.078979,-17.857471,121.060387,1240.999878,-181.222061,-46.40136,1314.701416,-107.745239,-54.695549,1205.386353,-218.601944,254.055771,1158.533936,-204.929932,265.573944,1279.95459,-100.189369,281.774017,1399.284668,-10.890793
851,7.091,91.292892,1334.266602,-83.855804,97.591972,1174.967163,-228.208405,120.848434,1400.783325,-16.793047,-42.776661,1431.815063,-15.637769,121.845428,1241.475952,-181.9944,-46.137253,1313.58606,-107.652649,-53.967373,1204.939209,-219.329041,255.062347,1158.44458,-205.481766,266.070221,1279.71167,-100.064049,281.704163,1397.82666,-9.659011
852,7.099,91.787422,1333.312622,-83.302773,98.710304,1175.267456,-229.167618,120.794525,1398.284424,-14.803789,-42.83881,1428.713135,-13.708678,122.867096,1241.371582,-182.417221,-45.657875,1312.337524,-107.197601,-53.298832,1204.200562,-219.633423,256.165222,1158.17627,-205.699509,266.571411,1279.246216,-99.825493,281.713684,1396.016357,-8.378278
853,7.108,92.260307,1332.216187,-82.472061,100.022346,1175.355103,-229.937988,120.832329,1395.33252,-12.826241,-42.852112,1425.12207,-11.288342,124.036285,1240.860474,-182.400589,-44.976418,1310.495605,-106.553467,-52.629654,1202.995361,-219.572037,257.212036,1157.564819,-205.598679,267.439148,1278.313843,-99.295143,281.701355,1394.116821,-6.862575
854,7.116,92.480858,1330.823364,-81.334793,100.677101,1175.315063,-230.366592,120.724548,1392.763184,-11.13207,-42.801659,1422.027588,-9.229685,125.04409,1240.15332,-182.061279,-44.45443,1308.947021,-105.539146,-52.047764,1201.62793,-219.178207,258.388031,1156.515869,-204.987778,268.290771,1277.025879,-98.586586,281.807343,1392.188721,-5.672394
855,7.125,92.541641,1328.895508,-79.632614,101.442947,1175.147339,-230.407486,120.712738,1390.223877,-8.910845,-42.834454,1418.463257,-6.921571,126.260521,1239.057861,-181.365448,-43.944473,1306.932251,-103.852798,-51.422356,1199.795532,-218.2108,259.450684,1154.7854,-203.804443,269.320312,1275.248779,-97.145485,282.327637,1389.066895,-3.024332
856,7.133,92.401031,1327.113403,-77.457031,102.073364,1174.754272,-230.076172,120.641373,1387.808594,-7.77867,-43.144367,1415.625244,-5.310262,126.56218,1238.006958,-180.593201,-43.618599,1304.75354,-102.255867,-50.962627,1198.047485,-217.19371,260.148621,1153.027466,-202.475739,270.231323,1273.439697,-95.968575,282.286011,1386.691528,-1.955854
857,7.141,92.246483,1325.166504,-75.278786,102.431686,1174.240601,-229.595963,120.56897,1385.800293,-6.029873,-43.276608,1413.054565,-3.428289,126.747147,1236.873413,-179.295624,-43.18906,1302.46582,-100.352943,-50.517292,1196.210693,-215.675064,260.356415,1151.080322,-201.202469,271.095367,1271.474243,-94.651253,282.457092,1384.039429,0.043554
858,7.15,92.08593,1322.78894,-72.689568,102.61277,1173.552612,-228.886078,120.632843,1383.303223,-4.997267,-43.395756,1410.318848,-1.594241,126.405968,1235.61731,-177.470963,-42.882797,1299.753906,-97.788986,-50.231842,1194.02124,-213.822235,260.433258,1148.256836,-199.368805,271.548676,1269.543945,-93.026123,282.310089,1381.445923,1.404733
859,7.158,91.943245,1320.131104,-70.168945,102.558067,1172.481689,-227.696976,120.374374,1381.40918,-3.325324,-43.827969,1407.821777,-0.009389,125.675392,1234.421021,-175.752045,-42.825848,1296.975586,-95.463394,-50.074203,1191.86792,-211.713257,260.292725,1145.642822,-197.107513,271.703522,1267.764282,-91.378357,282.254364,1378.709351,3.29193
860,7.166,91.783882,1317.263306,-67.565613,102.25354,1171.258057,-226.388596,120.249168,1379.0448,-2.05717,-44.277836,1405.164307,1.577672,125.404121,1232.71521,-173.693176,-42.792694,1294.010986,-92.761078,-49.940117,1189.548096,-209.340714,260.274078,1142.596313,-194.678757,271.707886,1265.966431,-89.750328,282.128571,1375.796143,5.319842
861,7.174,91.590355,1314.281372,-64.92804,102.165695,1169.490356,-224.591904,119.983635,1377.053589,-0.462947,-44.186829,1402.391113,3.624879,125.196487,1230.991211,-171.666885,-43.060482,1290.861694,-89.755974,-49.915768,1186.873413,-206.882019,260.141327,1139.335693,-192.067123,271.741211,1263.869507,-87.893417,281.865234,1372.920654,7.132778
862,7.183,91.04512,1310.905762,-62.180031,101.637985,1166.962036,-222.415436,119.678474,1374.696289,1.908291,-44.529202,1399.168091,5.919213,124.855743,1228.627319,-169.254822,-43.452576,1286.979858,-86.313698,-49.864101,1183.650146,-203.76123,259.737915,1135.713257,-188.946747,271.707611,1260.955566,-85.311096,281.620483,1369.631592,9.405079
863,7.191,90.597443,1307.8125,-59.482956,101.301247,1164.393555,-220.052582,119.260605,1372.386963,4.027774,-44.78532,1396.257935,7.758262,124.718681,1226.294678,-166.688019,-43.848797,1283.306152,-83.046593,-49.885639,1180.505981,-200.653931,259.298859,1132.476685,-185.900665,271.453278,1258.192505,-82.596626,281.386871,1366.749878,11.54171
864,7.2,90.066727,1304.128418,-56.30201,100.888565,1160.960205,-216.951691,119.132843,1370.124268,6.452233,-45.15324,1393.313354,9.985815,124.195084,1223.629639,-163.658112,-44.512302,1279.114624,-79.124664,-50.29303,1176.624878,-196.860016,258.785736,1128.831177,-182.230072,270.759796,1255.385132,-79.878525,280.97876,1363.712769,13.747137
865,7.208,89.568504,1300.679321,-53.465912,100.324234,1157.463013,-213.794907,118.6688,1368.082153,8.933953,-45.565849,1390.721313,11.880164,123.578468,1220.749756,-160.520584,-44.964249,1275.306641,-75.466049,-50.838558,1172.962891,-192.924301,258.417145,1125.305542,-178.773544,270.031219,1252.696167,-77.24868,280.590424,1361.080322,15.976284
866,7.216,89.131874,1297.19104,-50.216015,99.731918,1153.991333,-210.300827,118.167831,1365.430298,11.08495,-45.544697,1388.202759,13.953317,123.003067,1217.710449,-156.817261,-45.623096,1271.569702,-71.603622,-51.150719,1168.892212,-188.62677,258.059967,1121.858643,-175.044052,269.54538,1249.765503,-74.071434,280.039032,1358.498901,17.997231
867,7.224,88.691422,1293.663452,-46.932632,99.169861,1150.047363,-206.606354,117.8647,1363.037354,13.456014,-45.758354,1385.925903,15.796947,122.34684,1214.088379,-152.881683,-45.967106,1267.680542,-67.792404,-51.571579,1164.437256,-183.854309,257.589264,1118.350098,-171.110764,269.073059,1246.554077,-70.744576,279.631561,1355.992188,20.286407
868,7.233,88.235008,1289.864624,-42.859406,98.638039,1145.386108,-201.619598,117.25383,1360.298584,15.764983,-45.939777,1383.135254,18.174126,121.710182,1209.56958,-148.122345,-46.421188,1263.50708,-63.439301,-52.232185,1159.048828,-178.013916,257.184814,1114.173584,-166.468262,268.56601,1242.968628,-66.905907,279.254944,1353.182739,22.707346
869,7.241,87.601982,1286.357788,-39.311668,98.196159,1140.890259,-197.090714,116.99025,1357.907593,17.311636,-46.031578,1380.821411,20.129662,121.296417,1205.15979,-143.254654,-46.962242,1259.966553,-59.557446,-52.895485,1154.069702,-172.373337,257.038757,1110.391724,-162.053268,268.191467,1239.769043,-63.42593,278.882416,1351.018066,24.701418
870,7.25,86.91349,1282.564697,-34.943958,98.875267,1134.327026,-190.162704,116.448257,1355.384644,19.550714,-46.059826,1378.147827,22.359871,120.467979,1200.019165,-137.599258,-47.601707,1256.104614,-54.975849,-53.681988,1148.307861,-166.117294,256.808197,1106.170044,-156.874039,267.761963,1236.215698,-59.525429,278.550598,1348.602417,27.121191
871,7.258,86.372025,1279.230469,-30.980396,99.487915,1128.143433,-183.940613,116.166924,1352.751465,21.868166,-45.994881,1375.938721,24.50127,120.103699,1195.148438,-132.541824,-48.070549,1252.785889,-51.11034,-54.533142,1142.834351,-160.050034,256.567993,1102.276855,-152.133621,267.844543,1232.805176,-55.752869,278.486206,1346.457153,29.011806
872,7.266,86.21492,1275.929565,-27.212582,99.381859,1122.811768,-177.997177,116.268707,1350.661499,23.876598,-46.291298,1373.948853,26.435072,119.784134,1189.942749,-127.246857,-48.535202,1249.684082,-47.232109,-55.345036,1137.265747,-153.761963,256.545654,1098.174561,-147.068161,267.733398,1229.410034,-51.816502,278.35791,1344.361694,31.1343
873,7.275,86.13224,1272.441406,-22.733402,98.864708,1116.860962,-171.08049,116.160019,1348.323486,26.238195,-46.430668,1371.747192,28.819616,119.51432,1183.768799,-120.613289,-48.929905,1246.188354,-42.871498,-56.090031,1130.582397,-146.253967,256.430084,1093.550415,-141.028336,267.400818,1225.727295,-47.567677,278.330048,1342.030029,33.470097
874,7.283,86.018974,1269.266357,-18.693283,98.373573,1111.330444,-164.651291,116.502632,1345.235352,29.399893,-46.470154,1369.813965,31.009544,119.27948,1178.230835,-114.278755,-49.212799,1243.35022,-39.157894,-56.796185,1124.341431,-139.169037,256.174164,1089.238037,-135.597015,267.183716,1222.495972,-43.52507,278.322968,1340.15918,35.408581
875,7.291,86.007599,1265.921875,-14.59733,97.769127,1105.628906,-157.909317,117.147026,1342.437256,32.642277,-46.430805,1367.89978,33.304901,118.123222,1172.925293,-108.342316,-49.433189,1240.631592,-35.388702,-57.286964,1118.160645,-131.800476,256.006622,1084.863525,-129.828171,266.959351,1219.249878,-39.493164,278.399078,1338.253052,37.313419
876,7.299,86.000214,1262.590454,-10.376872,97.31749,1099.861084,-150.652924,117.16552,1340.1521,35.199615,-46.38279,1365.837402,35.822258,117.251343,1167.650879,-101.689087,-49.592323,1237.922119,-31.578186,-57.923698,1112.063843,-124.145012,255.979858,1080.409912,-123.635513,266.839966,1216.099976,-35.364727,278.467407,1336.260376,39.593132
877,7.308,85.76796,1259.137939,-5.739842,97.067741,1093.003296,-142.279388,117.072861,1337.80481,38.14761,-46.274113,1363.497314,38.559948,116.56488,1161.528076,-94.186806,-49.71365,1235.019165,-27.341555,-58.54443,1105.296021,-115.200066,255.793274,1075.339844,-116.475151,266.743011,1212.713013,-30.996735,278.47345,1334.305176,41.886475
878,7.316,85.517616,1256.078979,-1.568159,96.57103,1086.912598,-134.028442,116.992973,1336.098389,40.363392,-46.203022,1361.40271,41.294819,116.469826,1156.134155,-87.320915,-49.802856,1232.456787,-23.486336,-59.177612,1099.361206,-106.837967,255.552292,1070.611572,-109.764313,266.514465,1210.108521,-26.917898,278.378357,1332.601685,44.022243
879,7.325,85.18792,1252.768311,3.226586,95.884438,1079.981689,-124.938232,116.935562,1334.122559,42.897881,-46.369045,1359.177246,44.399155,116.61235,1150.11853,-79.38205,-49.746845,1229.596191,-19.171209,-59.950401,1092.842163,-97.102478,255.397888,1065.297363,-101.625641,266.036682,1207.28772,-22.502419,278.344635,1330.82666,46.474926
