Format Version,1.23,Take Name,Take 2023-10-19 07.22.23 PM,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2023-10-19 07.22.23.895 下午,Capture Start Frame,2407046,Total Frames in Take,2373,Total Exported Frames,2373,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global,,,,,,,,
933,7.775,-70.079765,1041.760742,-150.590286,-126.813766,1271.150757,-125.313866,-61.097107,1412.489746,-153.056503,214.063782,1249.711182,-72.79705,-193.26091,1131.254028,-93.249191,-13.131566,1106.848999,-157.784073,73.959961,975.998291,-104.579453,77.417931,1321.828247,-117.128311,151.339233,1120.20166,-97.207863,13.947031,1243.823608,-150.672806
934,7.783,-79.097137,1045.474854,-149.122787,-131.314774,1276.127441,-126.452309,-61.905815,1415.753662,-153.354034,208.966034,1247.672974,-69.970184,-202.207047,1138.189941,-96.887215,-20.77936,1109.397583,-155.734039,61.831642,976.752991,-98.073547,74.983459,1323.166382,-116.091919,143.036606,1118.926025,-92.520782,9.957255,1246.065796,-150.364731
935,7.791,-87.958977,1049.004883,-147.222794,-135.541031,1280.952148,-127.798737,-62.497696,1418.88916,-153.573486,203.790482,1245.935425,-67.276848,-210.698486,1144.774536,-100.672432,-27.789072,1111.568359,-153.657288,49.905422,977.825378,-91.442009,72.086037,1324.061768,-114.605408,134.977295,1117.947998,-87.854622,6.363766,1248.094727,-150.025833
936,7.799,-95.985931,1052.683472,-146.026382,-139.569046,1285.698853,-129.556549,-63.000031,1421.929565,-153.717484,198.615494,1244.520996,-64.756035,-218.280609,1150.981201,-104.936852,-34.713902,1113.700928,-151.768417,38.518829,979.320984,-85.103844,69.06118,1324.314697,-113.39225,127.177895,1117.22998,-83.288986,2.410244,1249.857056,-149.45929
937,7.808,-104.395271,1056.950684,-144.227509,-143.329514,1290.643188,-131.010162,-63.806721,1425.097412,-154.202286,192.980865,1242.970215,-61.783978,-226.199432,1158.165283,-108.929688,-42.024761,1116.153687,-149.335342,26.151051,981.503906,-78.579941,65.896736,1324.450439,-112.133202,118.369156,1116.593994,-78.178787,-2.489084,1251.833374,-148.383255
938,7.816,-111.83902,1060.352783,-142.568802,-146.322693,1294.661133,-131.902359,-64.2817,1427.658081,-154.217331,188.161911,1241.571777,-59.057262,-232.632736,1164.010376,-112.783653,-48.470398,1118.347778,-147.33815,15.724372,983.569214,-72.811401,62.963882,1324.452271,-110.83902,111.155273,1116.290039,-73.923782,-6.873912,1253.613892,-147.529068
939,7.825,-119.744957,1064.156128,-141.020828,-149.320679,1298.836426,-133.035904,-64.764107,1430.43811,-154.333557,182.883072,1240.22583,-55.796402,-239.007248,1170.464355,-117.405563,-55.081631,1120.829468,-144.893402,4.314743,985.993591,-66.84388,59.529381,1324.646606,-109.189812,103.163155,1115.953491,-69.298515,-11.692861,1255.42627,-145.969208
940,7.833,-126.262711,1067.61438,-139.6073,-151.872681,1302.579224,-134.515015,-65.156898,1432.836914,-154.462265,178.374908,1239.188843,-53.251057,-244.407043,1175.881592,-121.545242,-60.815201,1123.212524,-143.04483,-5.032645,988.523621,-61.888855,57.041122,1324.988159,-107.880386,96.337875,1115.606445,-65.170837,-15.810713,1256.410156,-144.258774
941,7.841,-132.554718,1070.871094,-138.369415,-154.308823,1306.195923,-136.213623,-65.472946,1435.103394,-154.481415,173.859955,1238.270142,-50.872932,-249.177399,1180.975708,-125.674606,-66.052666,1125.574463,-141.141998,-14.126979,990.450012,-56.586151,54.237064,1325.417236,-106.233765,90.150604,1115.587402,-61.552925,-19.751383,1257.349487,-142.388184
942,7.849,-139.435135,1074.180664,-136.927719,-156.879425,1310.052734,-138.275131,-65.763687,1437.456299,-154.561035,169.167374,1237.246338,-47.687973,-254.028641,1186.581299,-130.141861,-72.009232,1128.144043,-139.285324,-24.011553,993.549316,-51.441391,51.386074,1326.003906,-104.520462,83.498367,1115.820679,-57.869701,-24.226881,1258.69812,-140.10408
943,7.858,-145.094757,1077.15918,-135.933075,-158.962219,1313.137451,-140.089066,-65.980309,1439.314453,-154.507233,164.935562,1236.449829,-45.368626,-257.901398,1190.959473,-134.172974,-76.943436,1130.189941,-137.582779,-32.22377,995.977844,-47.074753,48.540508,1326.348877,-102.920128,77.919487,1116.296875,-55.381981,-27.522919,1259.949585,-138.195312
944,7.866,-150.321136,1080.19812,-134.812408,-160.998306,1316.258423,-141.900543,-66.343124,1441.22998,-154.598267,160.94339,1235.800171,-43.055878,-261.15329,1195.154175,-138.254562,-81.755669,1132.400635,-135.730728,-39.855083,998.836487,-42.954155,46.156269,1326.620483,-101.397919,72.338203,1116.134399,-52.254852,-30.641289,1261.291626,-136.232452
945,7.875,-155.074524,1082.895752,-134.019211,-162.670227,1318.925293,-143.815109,-66.585609,1442.858154,-154.374207,157.060959,1235.365234,-40.813251,-264.410889,1199.164795,-142.21936,-86.233337,1134.180542,-134.180984,-47.616146,1001.383301,-39.001015,43.764839,1326.850586,-99.918358,67.280617,1116.549927,-49.675224,-33.711208,1262.465454,-134.328674
946,7.883,-160.213135,1085.844604,-133.046539,-164.460541,1321.94751,-145.865616,-67.524208,1444.717896,-154.112793,152.970352,1234.857422,-38.516403,-267.617554,1203.394287,-146.483887,-90.693123,1136.163086,-132.110565,-55.54818,1004.550903,-34.796394,41.113667,1327.303345,-97.897461,62.020721,1116.880493,-46.85593,-36.800373,1263.947754,-132.189377
947,7.891,-164.363037,1088.225708,-132.119858,-165.897095,1324.275879,-147.791443,-67.700897,1446.088989,-154.020142,149.522705,1234.658569,-36.548561,-270.330139,1206.68396,-150.290985,-94.367912,1137.510986,-130.410568,-62.102734,1007.09082,-31.149763,39.215008,1327.904419,-96.469559,57.48407,1117.515259,-44.473877,-39.685032,1265.215088,-130.714432
948,7.9,-168.728806,1090.821533,-130.956833,-167.510727,1326.747437,-149.942261,-68.247635,1447.754272,-153.692032,145.983063,1234.402344,-34.584511,-272.940582,1210.059448,-154.321472,-98.243446,1138.890625,-128.553925,-68.982674,1009.715942,-27.317736,37.184105,1328.522705,-95.271011,52.834145,1118.334717,-41.870392,-42.598396,1266.361328,-128.825287
949,7.908,-172.30835,1092.880981,-129.802521,-168.879547,1328.781128,-151.79509,-68.631134,1448.871948,-153.564819,143.360947,1234.334351,-32.917046,-274.710388,1212.69104,-157.967194,-101.233337,1140.398193,-127.371307,-74.739006,1012.392273,-24.057444,35.505341,1329.015381,-93.84948,49.069687,1118.83667,-39.445499,-45.223843,1267.508301,-127.008926
950,7.916,-175.396378,1094.658813,-128.443298,-170.047363,1330.444214,-153.679153,-68.96257,1449.834961,-153.181213,140.670914,1234.54895,-31.824234,-276.297791,1214.83728,-161.431946,-103.700294,1141.616699,-126.26387,-79.657455,1014.815308,-20.695196,33.774029,1329.229248,-92.553535,45.544067,1119.667725,-37.008427,-47.534267,1268.599731,-125.692787
951,7.924,-178.287201,1096.157593,-126.782166,-171.084381,1331.769165,-155.533951,-69.664253,1450.599854,-152.959885,138.010651,1235.43396,-31.716272,-277.827606,1216.686768,-164.731476,-105.04718,1142.692993,-124.791191,-84.388321,1016.6073,-17.601606,32.064838,1329.309448,-91.1642,42.340527,1120.292236,-34.484234,-49.638695,1269.660645,-124.158478
952,7.933,-181.113922,1097.726562,-124.563583,-171.972885,1333.037109,-157.575455,-70.429604,1451.302124,-152.625443,136.048401,1235.543701,-30.491501,-278.764374,1218.141968,-168.419434,-106.893265,1143.642822,-123.1894,-87.268013,1019.165649,-15.066446,30.049707,1329.189453,-89.957359,39.398453,1121.375977,-31.805477,-51.760345,1270.574585,-122.4869
953,7.941,-183.188065,1098.776367,-122.540901,-172.595139,1333.723633,-159.305252,-70.815117,1451.793945,-152.281433,134.558929,1235.990601,-29.905581,-279.128632,1218.585938,-171.169418,-109.055824,1144.326416,-121.445107,-89.93808,1021.049255,-12.38808,28.290052,1328.945068,-88.992058,37.188328,1122.413574,-29.388502,-53.492126,1271.142334,-121.252533
954,7.95,-185.208023,1099.754761,-119.968147,-172.942902,1333.936646,-161.186417,-71.716339,1452.094116,-151.893799,133.668533,1236.276733,-29.384214,-279.297302,1218.953735,-174.265427,-110.155281,1144.588135,-119.446373,-92.205956,1022.555725,-9.126024,26.352377,1328.725586,-87.924858,35.175896,1123.21228,-26.378233,-55.217358,1271.886475,-119.872192
955,7.958,-186.551514,1100.380859,-117.364899,-173.335709,1333.986084,-162.900925,-72.337334,1452.012329,-151.481674,133.083237,1237.228516,-29.351885,-279.054596,1218.472168,-177.186188,-111.070541,1144.806885,-117.852928,-93.826706,1024.253174,-6.27868,24.58848,1328.389893,-86.962074,33.849644,1124.372681,-23.997833,-56.496971,1272.379517,-118.618034
956,7.966,-187.462784,1100.720215,-114.812378,-173.360931,1333.76001,-164.408127,-73.274529,1451.765869,-151.032791,132.545349,1237.808105,-29.227314,-278.528198,1217.445557,-179.471756,-112.046028,1144.784302,-116.334846,-94.594841,1025.890869,-3.332049,22.994053,1327.944458,-85.927734,32.964474,1125.230225,-21.769007,-57.432877,1272.24231,-116.612892
957,7.974,-188.091171,1100.768921,-111.748436,-173.360718,1332.647339,-166.009811,-74.12307,1451.202515,-150.444275,133.047943,1238.281372,-29.101826,-277.381592,1215.936035,-182.404709,-112.959747,1144.13147,-114.348785,-94.824951,1027.15271,0.113261,21.316643,1327.326172,-85.046913,32.511753,1126.380859,-19.126699,-58.21117,1270.387939,-112.273232
958,7.983,-187.952652,1100.552612,-109.072678,-173.11058,1331.5,-167.268509,-75.172279,1450.469238,-149.91037,133.541077,1239.012207,-29.454517,-275.360321,1211.423706,-181.918304,-114.282288,1142.571533,-111.977844,-94.840973,1028.864502,4.090536,19.899487,1326.640137,-84.524315,32.555962,1127.119629,-17.20944,-58.505386,1269.969116,-110.39521
959,7.991,-187.63681,1099.58728,-106.33461,-172.726044,1329.667847,-168.343414,-76.129753,1449.410645,-149.425568,134.172211,1240.11084,-30.486536,-273.515442,1208.242432,-183.129807,-115.343109,1140.283813,-109.672897,-94.370674,1030.186279,7.796668,18.86911,1326.238403,-84.629471,33.149548,1128.012817,-15.599164,-58.559814,1269.68396,-108.365044
960,8,-186.529007,1098.348511,-103.025108,-171.615494,1326.71875,-168.508392,-77.22554,1447.870361,-148.572495,135.3228,1241.365723,-31.751968,-270.970764,1203.918091,-184.328491,-116.65036,1137.890625,-107.174507,-93.124367,1030.484619,10.819086,17.503473,1325.37915,-84.586494,34.709255,1129.129395,-13.874631,-58.561172,1268.79126,-105.508736
961,8.008,-185.129456,1096.905273,-100.054871,-170.73941,1323.843872,-168.721481,-78.505859,1446.324707,-147.96875,136.644302,1242.791626,-33.178101,-267.908264,1199.830566,-185.426544,-113.3463041,1136.864666,-106.8046952,-90.591507,1030.816284,12.563706,16.49613,1323.585938,-83.432297,36.493885,1129.871704,-12.93705,-58.12122,1267.855103,-102.894745
962,8.016,-183.394867,1095.108154,-96.957085,-169.844223,1320.85083,-168.956863,-79.657761,1444.47522,-147.29744,138.11322,1244.556641,-34.755356,-264.473022,1195.782104,-186.036758,-109.640106,1135.848511,-106.599182,-90.302277,1032.04187,19.47942,15.853372,1321.207153,-81.86937,38.79734,1130.480103,-11.967375,-57.600281,1266.592285,-100.230331
963,8.025,-181.107239,1092.895508,-94.046928,-169.171326,1317.608643,-169.15834,-80.491112,1442.442261,-146.560776,139.798828,1246.169556,-36.393719,-261.042145,1191.319214,-186.49382,-107.925011,1134.867432,-105.324707,-90.228378,1031.662598,24.85606,14.90358,1319.134888,-81.441315,41.573269,1131.176758,-11.485766,-56.722191,1265.288208,-97.74688
964,8.033,-177.94278,1090.332397,-90.906021,-168.36528,1313.824097,-169.123474,-81.662369,1439.919434,-145.741272,141.987167,1247.849365,-38.098194,-256.935211,1185.327271,-186.05629,-105.698318,1133.876221,-104.320457,-86.98239882,1031.937694,25.73671947,13.723322,1317.104858,-80.94445,45.146194,1131.650391,-10.803208,-55.675137,1263.36853,-94.831268
965,8.041,-174.701248,1087.970459,-87.844765,-167.196152,1310.440186,-168.775253,-82.637077,1437.222534,-144.779373,144.298599,1249.593384,-39.611355,-252.740387,1179.552979,-184.98912,-102.871254,1132.122314,-103.753426,-82.86122411,1032.424465,26.23396739,13.248245,1315.0625,-80.839432,48.721176,1132.028076,-10.493181,-54.445316,1261.295288,-92.020767
966,8.05,-170.744873,1085.044434,-84.598953,-166.188919,1306.55481,-167.804352,-83.719475,1434.674438,-143.920486,146.478317,1251.519775,-41.477493,-248.433243,1173.655396,-183.573273,-99.713493,1130.11731,-103.07431,-78.25797326,1032.980924,26.82950629,13.125445,1313.046265,-80.39743,53.022873,1132.567871,-10.18084,-52.914196,1259.433838,-89.750351
967,8.058,-165.938507,1081.296997,-80.967636,-164.691635,1301.95105,-166.621857,-84.577065,1431.783569,-142.941101,149.444321,1253.750732,-43.491283,-243.539276,1166.809937,-181.628098,-95.379044,1127.599487,-102.288666,-71.93939625,1033.679708,27.51846305,13.382727,1310.714722,-80.185898,58.072227,1133.185913,-10.100396,-51.04879,1257.411011,-87.746201
968,8.066,-161.119904,1077.800415,-77.458504,-163.448776,1297.564087,-164.744873,-85.210503,1428.678711,-142.003891,152.254654,1255.800537,-45.352406,-238.681412,1160.679321,-179.611115,-90.993134,1124.603027,-100.747559,-65.54580156,1034.511331,28.86990988,14.092293,1309.122925,-80.184334,63.077583,1133.797852,-9.921401,-48.988586,1255.431519,-86.14402
969,8.074,-155.093475,1073.685059,-73.610222,-161.716171,1292.501709,-162.376221,-85.886658,1424.945801,-140.993179,155.661118,1257.980347,-47.615898,-233.219315,1153.841919,-177.179489,-85.332047,1121.266235,-99.232819,-57.2933076,1035.437408,30.19823463,15.361664,1307.130615,-80.592735,69.020836,1134.608887,-9.960979,-46.697655,1253.333984,-85.016571
970,8.083,-148.922531,1069.734131,-70.414314,-159.995239,1287.94519,-160.029816,-86.603401,1421.69458,-139.929749,158.766769,1260.355347,-49.787308,-228.356232,1147.651367,-174.855774,-79.573753,1117.730591,-97.58886,-48.89910938,1036.418673,31.63987572,17.002258,1305.092041,-80.779282,74.821983,1135.112915,-9.804061,-44.181347,1251.008179,-84.003494
971,8.091,-142.417206,1065.301025,-67.616348,-158.396896,1283.228638,-157.270782,-87.34742,1418.467651,-138.995834,162.131714,1262.726318,-52.017719,-223.088898,1141.35498,-171.953186,-73.493652,1114.372437,-95.637276,-40.03579448,1037.350678,33.35128317,18.973,1302.915771,-81.088554,80.444618,1136.09082,-9.754826,-41.722515,1248.694092,-83.131584
972,8.099,-134.209991,1060.091553,-64.581078,-156.591431,1277.648926,-153.524353,-87.981171,1414.751587,-137.963013,165.955505,1265.487183,-54.502205,-217.138763,1134.157837,-168.438156,-66.691284,1110.89856,-92.985245,-30.1195892,1038.314801,35.67693537,21.290819,1300.802124,-81.955734,87.38324,1137.269897,-9.768148,-38.210213,1245.916016,-81.990059
973,8.108,-126.420227,1055.347168,-62.175907,-154.846405,1272.563721,-149.95285,-88.64431,1411.219727,-137.001846,169.484146,1267.945801,-56.705406,-211.752258,1127.852905,-165.239349,-60.385014,1108.224854,-91.194069,-20.92657466,1039.056849,37.24767584,23.925322,1299.334961,-82.560532,93.828751,1138.631226,-9.819354,-34.924713,1243.694946,-81.354439
974,8.116,-117.923996,1050.667358,-59.842247,-152.90123,1267.460815,-146.266602,-89.091942,1407.62146,-136.058807,173.448242,1270.686401,-59.023117,-206.338181,1121.645386,-161.728226,-53.89043,1105.701538,-89.464813,-11.45904392,1039.757157,38.76411664,26.719545,1297.820435,-83.674263,100.64991,1140.220581,-10.141356,-31.203707,1241.548828,-80.621819
975,8.125,-108.163849,1045.828979,-57.474884,-150.544296,1261.695801,-142.004013,-89.376762,1403.554321,-135.107117,177.626282,1273.806519,-61.591187,-199.942291,1114.846191,-157.385986,-45.753876,1102.127197,-86.928802,0.402081463,1040.749162,40.98802713,29.593424,1296.620605,-84.887489,108.247429,1142.112061,-10.386404,-26.783592,1239.145752,-79.735313
976,8.133,-98.577934,1041.153198,-55.852673,-148.428741,1256.536499,-137.954239,-89.66748,1399.794678,-134.229721,181.497711,1276.733765,-63.784225,-194.244324,1108.812012,-153.132309,-38.182484,1098.670898,-84.574455,11.43933751,1041.708407,43.05263055,32.759174,1295.412476,-86.441208,115.182709,1144.180786,-10.942363,-22.553804,1236.859375,-78.95417
977,8.141,-88.989128,1036.624268,-54.119125,-145.87558,1251.40686,-133.785751,-89.777344,1395.932495,-133.3526,185.303757,1280.009155,-65.997002,-188.229065,1102.848755,-148.569366,-30.781815,1095.781982,-82.793457,22.22772076,1042.510182,44.6144456,36.138805,1294.400513,-88.101013,122.101105,1146.182251,-11.122586,-18.015785,1235.161011,-78.538673
978,8.15,-78.992538,1031.928345,-52.623039,-143.194534,1246.407959,-129.984604,-89.63459,1392.007935,-132.647339,189.120651,1283.35498,-68.306915,-182.248383,1096.983887,-143.805069,-22.845989,1093.538574,-81.7099,33.79623333,1043.132807,45.56465196,39.379169,1293.724731,-89.648552,129.298416,1148.387695,-11.820028,-13.309796,1233.192871,-77.90889
979,8.158,-67.694992,1027.203857,-50.822929,-139.58667,1240.781372,-125.419617,-89.391396,1387.49353,-131.818436,193.341202,1287.293701,-70.895836,-175.246872,1090.41394,-138.036911,-13.384343,1091.209351,-80.504578,47.58902197,1043.779248,46.621638,43.328171,1292.672607,-91.377739,137.28038,1151.194824,-12.436476,-7.914799,1230.934814,-77.397522
980,8.166,-57.372917,1023.273804,-49.340549,-136.656647,1235.721069,-121.55851,-88.958847,1383.453247,-131.086609,197.12825,1290.781006,-72.803627,-169.021973,1084.533203,-132.446915,-5.01128,1089.257324,-79.851204,59.7949202,1044.321004,47.1946029,46.943314,1292.043579,-92.762978,144.423798,1153.807251,-13.338452,-3.181128,1229.351929,-77.364395
981,8.175,-46.511944,1019.672485,-47.976738,-133.083344,1230.384888,-117.568481,-88.507324,1379.30542,-130.533859,200.885483,1294.317749,-74.528114,-163.214966,1078.156982,-126.047028,3.656178,1087.32251,-78.926422,72.42997505,1044.857983,48.0055743,50.483479,1291.458496,-94.45327,151.819916,1156.384399,-14.061851,2.082673,1227.698853,-77.315002
982,8.183,-31.669968,1018.10907,-48.349964,-128.580688,1224.176636,-112.913605,-87.807556,1374.413086,-129.723816,205.073074,1298.272583,-76.380432,-156.014114,1071.472534,-118.929649,13.37977,1085.542969,-77.938354,86.60461752,1045.351868,48.87204325,54.729671,1291.223511,-96.249481,159.828506,1159.265381,-14.978471,8.05218,1225.660156,-77.34919
983,8.191,-19.957205,1015.490417,-47.425663,-123.871819,1218.872681,-108.953575,-87.04612,1370.145874,-129.084274,208.840332,1301.703125,-77.545631,-149.484756,1065.67688,-112.193687,22.181707,1083.943237,-76.908791,99.43571019,1045.79585,49.77490052,58.60371,1291.238647,-98.027885,166.980423,1162.036621,-16.096956,13.411008,1223.752686,-77.398773
984,8.199,-6.562416,1013.319397,-46.693699,-118.495827,1212.903931,-104.937988,-85.803436,1365.2948,-128.527893,212.815125,1305.96814,-79.055931,-141.667877,1059.719604,-104.884491,32.246155,1082.352295,-76.265739,114.1072382,1046.237392,50.33881372,63.104645,1291.262329,-99.838966,174.970825,1165.335693,-17.231787,19.245781,1221.929443,-77.446434
985,8.208,5.470633,1011.51123,-45.860886,-113.332573,1207.646851,-101.426987,-84.762169,1360.86084,-128.042816,216.353561,1310.134033,-80.347885,-134.749252,1054.415405,-97.822342,41.952114,1081.066284,-75.771805,128.256176,1046.594305,50.7719605,67.081345,1291.386108,-100.614456,182.071106,1168.927734,-18.541014,24.985674,1220.410767,-77.614456
986,8.216,17.44574,1009.732727,-44.850666,-107.864777,1202.550171,-98.219688,-83.426826,1356.474121,-127.573135,219.59613,1314.574219,-81.67038,-127.618996,1049.104614,-90.02272,51.587666,1080.176392,-75.653854,142.3024775,1046.841281,50.87539557,70.824532,1291.557007,-101.639313,189.372208,1172.241699,-19.676899,30.609991,1219.116821,-78.143463
987,8.224,30.728354,1008.295532,-43.860847,-101.50457,1196.959839,-94.96183,-81.779053,1351.439575,-127.050339,223.225586,1319.863403,-83.096245,-118.995857,1043.027222,-80.794273,62.695572,1079.621094,-75.198151,158.4951145,1046.995396,51.27501635,74.986923,1291.950439,-102.733826,197.417282,1176.389404,-21.398491,37.14114,1217.762573,-78.570847
988,8.233,42.909416,1006.855469,-42.748623,-95.452919,1191.960693,-92.551224,-80.020912,1346.584229,-126.335503,226.41156,1324.785645,-84.17878,-110.859863,1037.628174,-72.137764,72.446106,1079.362671,-75.231483,172.7090319,1047.067117,51.24578643,78.924095,1292.229126,-103.377388,204.839447,1180.336182,-22.909184,43.061447,1216.704712,-78.980484
989,8.241,55.472218,1006.470947,-42.372246,-89.283638,1187.029175,-90.162643,-77.851265,1341.588013,-125.525383,229.337723,1329.708252,-85.084457,-101.381737,1032.912964,-63.295536,82.409195,1079.422852,-75.410942,187.232803,1047.050415,51.088413,82.807137,1292.646362,-103.918198,212.273331,1184.372437,-24.689453,49.095982,1215.589722,-79.44371
990,8.25,70.312294,1006.533386,-42.208096,-82.255791,1181.591675,-87.734375,-75.447868,1336.028076,-124.598244,232.580246,1335.322632,-85.976746,-90.156136,1027.932251,-53.028275,93.903069,1079.807495,-75.185822,200.189453,1050.248779,49.216122,86.988007,1293.55835,-104.601288,220.939743,1189.198853,-26.857151,55.94347,1215.006836,-80.162582
991,8.258,83.406601,1006.626099,-42.118481,-75.691772,1176.704834,-86.080643,-73.084854,1330.718384,-123.582169,235.423859,1340.556641,-86.825035,-79.350288,1024.157227,-44.404953,104.239784,1080.704102,-75.466164,213.541733,1053.37854,46.447811,90.903839,1294.529907,-104.870155,228.467392,1193.626343,-28.576586,62.262138,1214.446167,-80.83046
992,8.266,96.185387,1007.033813,-42.056293,-68.880737,1171.90979,-84.333633,-70.494247,1325.486694,-122.629135,238.190491,1345.779297,-87.529846,-67.086823,1020.921204,-36.030182,114.589241,1081.97937,-76.2052,227.510269,1056.628418,43.085213,94.85833,1295.603027,-105.32267,236.024872,1198.99939,-31.05092,68.661896,1213.96106,-81.490181
993,8.275,108.859932,1007.982483,-42.184891,-61.83894,1167.280884,-82.693306,-67.944138,1320.573486,-122.005394,240.832657,1351.077148,-88.257637,-54.906895,1018.133789,-28.273809,125.233383,1083.532593,-76.314949,241.436478,1060.303833,39.804367,98.659111,1296.9198,-105.792114,243.341034,1204.578857,-33.176331,75.159431,1213.488647,-82.220444
994,8.283,123.167801,1009.240173,-42.61834,-53.438625,1162.180298,-81.345726,-64.748413,1315.123901,-121.266998,243.665863,1357.043091,-88.933952,-39.90958,1015.88916,-19.758886,136.745422,1085.933838,-76.886055,256.814392,1065.663574,35.498497,102.928589,1298.802856,-106.122536,251.315475,1210.562866,-34.849983,82.423271,1213.57605,-83.410225
995,8.291,136.417892,1010.67804,-43.200405,-45.634979,1157.852905,-80.202499,-61.681606,1310.289307,-120.495964,246.03421,1362.379761,-89.604378,-25.970602,1014.14679,-12.981771,146.583984,1088.28833,-77.452591,270.288818,1070.660889,31.585787,106.688248,1300.45166,-106.371132,258.396393,1215.776489,-36.627995,89.103691,1213.634033,-84.34655
996,8.3,149.844788,1012.442322,-44.247787,-37.666878,1153.81189,-79.2388,-58.388741,1305.575684,-119.675903,248.287918,1367.602905,-90.051666,-11.448076,1013.234009,-7.374165,156.709167,1090.754639,-78.021507,283.537476,1075.815552,27.812471,110.203316,1302.088989,-106.345474,265.472717,1221.147827,-38.530773,95.706429,1213.756836,-85.211548
997,8.308,164.821671,1014.942993,-45.819626,-27.978933,1149.423584,-78.207069,-54.440723,1300.416992,-118.938499,250.659409,1373.385254,-90.535751,5.517167,1012.312439,-2.339182,168.260864,1093.6427,-78.846329,298.171021,1081.89209,23.391455,114.232635,1303.842896,-106.365265,273.419556,1227.242554,-40.412975,103.123161,1214.150635,-86.423645
998,8.316,178.135254,1017.397278,-47.491577,-19.19993,1145.960083,-77.644669,-50.568886,1295.936523,-118.299812,252.479797,1378.653198,-91.087578,20.611694,1011.717529,0.976455,178.559357,1096.471313,-79.881104,311.017487,1087.12854,19.600945,117.726959,1305.650513,-106.339279,280.103821,1232.773804,-42.140221,109.726883,1214.693726,-87.418518
999,8.324,193.076752,1020.62323,-49.05217,-9.094429,1142.164795,-77.139069,-46.554752,1291.012695,-117.6008,254.492126,1384.44812,-91.413925,37.085941,1011.126038,3.334524,190.375931,1099.845093,-81.176605,325.335938,1094.243286,14.457588,121.72448,1307.535767,-106.289001,287.361572,1239.293091,-44.158638,117.243683,1215.511475,-88.535782
1000,8.333,205.742767,1023.61261,-50.456951,0.162075,1139.147949,-76.812737,-42.343746,1286.684326,-116.704987,256.036133,1389.490845,-91.771423,51.764839,1010.318542,4.325341,200.560486,1102.975342,-82.718933,337.134613,1101.234253,10.030238,125.166443,1309.174561,-106.32885,293.583618,1245.22998,-45.80143,123.610771,1216.489502,-89.76162
1001,8.341,218.406677,1027.246948,-52.543476,9.605845,1136.404297,-76.54287,-37.933636,1282.552979,-115.975616,257.471436,1394.421021,-92.120865,66.015137,1009.52771,4.562849,210.608292,1106.369019,-84.330399,349.057098,1108.266846,5.629611,128.345337,1310.808838,-106.30677,299.630798,1251.330933,-47.477299,130.13205,1217.433472,-90.738701
1002,8.349,232.58429,1031.697754,-55.173218,20.054525,1133.702026,-76.216293,-33.057533,1277.855469,-115.154694,258.697021,1399.849487,-92.439163,81.542999,1008.756165,4.031596,222.069656,1110.457886,-86.27301,361.545898,1116.297852,0.562704,131.746735,1312.656616,-106.200974,306.177124,1258.297607,-49.408836,137.241623,1218.744751,-92.003197
1003,8.358,244.593292,1035.766113,-57.768391,29.330444,1131.584839,-75.751709,-28.577122,1273.778687,-114.091499,259.789886,1404.431885,-92.470161,95.332573,1007.881775,2.660338,231.852325,1114.323853,-88.251343,372.241882,1123.625366,-3.941486,134.564865,1314.200806,-106.035004,311.755981,1264.266602,-50.678467,143.513351,1219.975952,-93.103622
1004,8.366,256.34549,1039.928223,-60.327431,38.466305,1129.794556,-75.245827,-24.22883,1270.003662,-113.118546,260.822662,1408.891479,-92.572624,108.403015,1007.293091,0.700987,241.046677,1118.426025,-90.525444,382.296631,1130.901123,-8.224663,137.285599,1315.612305,-106.031364,317.183228,1270.348633,-52.29023,149.747314,1221.569946,-94.457634
1005,8.375,269.264679,1044.792725,-63.462444,48.36005,1128.32312,-74.616737,-19.500648,1266.031738,-112.030983,261.663513,1413.703735,-92.521751,122.41114,1006.573303,-2.126592,251.045761,1123.102173,-92.914284,392.987152,1139.203003,-13.078465,140.25708,1317.401367,-105.672874,322.836853,1277.144409,-54.005764,156.695145,1223.222534,-95.974236
1006,8.383,280.221161,1049.241455,-66.476997,57.065487,1127.21228,-74.013351,-15.362055,1262.539429,-111.213875,262.238892,1417.7771,-92.566971,134.578094,1005.730164,-5.029585,259.498352,1127.250854,-95.168831,401.841095,1146.584961,-17.165792,142.825455,1318.975586,-105.378052,327.613983,1283.150024,-55.654099,162.540756,1224.916748,-97.428497
1007,8.391,290.508698,1053.900879,-69.58268,65.464455,1126.290039,-73.403458,-11.179789,1259.216064,-110.30542,262.593414,1421.661011,-92.51738,146.397827,1004.945068,-8.340574,267.318176,1131.711548,-97.526718,410.331329,1154.005127,-21.23605,145.270462,1320.504395,-105.128563,331.922546,1288.944092,-57.153458,168.291122,1226.557983,-98.909615
1008,8.4,300.252014,1058.59082,-72.697975,73.527321,1125.733887,-72.926979,-7.056313,1255.992065,-109.447838,262.779327,1425.276367,-92.396904,157.565857,1004.4823,-12.27456,274.840668,1135.873291,-100.157677,418.161285,1161.230469,-25.219622,147.492859,1322.029297,-104.535423,335.880402,1294.58667,-58.748688,173.70697,1228.262207,-100.215096
