Format Version,1.23,Take Name,silk_hang_exp_10,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2024-03-21 04.27.23.958 下午,Capture Start Frame,462808,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar:Marker1,Bar:Marker1,Bar:Marker1,Bar:Marker2,Bar:Marker2,Bar:Marker2,Bar:Marker3,Bar:Marker3,Bar:Marker3,Bar:Marker4,Bar:Marker4,Bar:Marker4,Bar:Marker1,Bar:Marker1,Bar:Marker1,Bar:Marker2,Bar:Marker2,Bar:Marker2,Bar:Marker3,Bar:Marker3,Bar:Marker3,Bar:Marker4,Bar:Marker4,Bar:Marker4,Unlabeled 1424,Unlabeled 1424,Unlabeled 1424,Unlabeled 1425,Unlabeled 1425,Unlabeled 1425,Unlabeled 1426,Unlabeled 1426,Unlabeled 1426,Unlabeled 1427,Unlabeled 1427,Unlabeled 1427,Unlabeled 1428,Unlabeled 1428,Unlabeled 1428,Unlabeled 1429,Unlabeled 1429,Unlabeled 1429,Unlabeled 1430,Unlabeled 1430,Unlabeled 1430,Unlabeled 1431,Unlabeled 1431,Unlabeled 1431,Unlabeled 1432,Unlabeled 1432,Unlabeled 1432,Unlabeled 1433,Unlabeled 1433,Unlabeled 1433
,ID,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,D74166D0E75C11EE1DBCEA1B09BCCFA4,D74166D0E75C11EE1DBCEA1B09BCCFA4,D74166D0E75C11EE1DBCEA1B09BCCFA4,D74166CFE75C11EE1DBCEA1B09BCCFA4,D74166CFE75C11EE1DBCEA1B09BCCFA4,D74166CFE75C11EE1DBCEA1B09BCCFA4,D74166D1E75C11EE1DBCEA1B09BCCFA4,D74166D1E75C11EE1DBCEA1B09BCCFA4,D74166D1E75C11EE1DBCEA1B09BCCFA4,D74166D2E75C11EE1DBCEA1B09BCCFA4,D74166D2E75C11EE1DBCEA1B09BCCFA4,D74166D2E75C11EE1DBCEA1B09BCCFA4,2F1D7686EADE75311EE,2F1D7686EADE75311EE,2F1D7686EADE75311EE,31DD7686EADE75311EE,31DD7686EADE75311EE,31DD7686EADE75311EE,3A0D7686EADE75311EE,3A0D7686EADE75311EE,3A0D7686EADE75311EE,3A7D7686EADE75311EE,3A7D7686EADE75311EE,3A7D7686EADE75311EE,3A9D7686EADE75311EE,3A9D7686EADE75311EE,3A9D7686EADE75311EE,3ACD7686EADE75311EE,3ACD7686EADE75311EE,3ACD7686EADE75311EE,3ADD7686EADE75311EE,3ADD7686EADE75311EE,3ADD7686EADE75311EE,3B2D7686EADE75311EE,3B2D7686EADE75311EE,3B2D7686EADE75311EE,3B3D7686EADE75311EE,3B3D7686EADE75311EE,3B3D7686EADE75311EE,3B5D7686EADE75311EE,3B5D7686EADE75311EE,3B5D7686EADE75311EE
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,-0.000037,0.000021,-0.000312,1,-52.252708,69.434464,33.007179,-51.788937,71.728081,68.753899,-51.80719,67.191605,68.911026,-52.69804,67.05043,-2.909833,-52.716671,71.767746,-2.726379,-51.779938,71.739609,68.740761,-51.816261,67.179962,68.902878,-52.692379,67.049088,-2.898965,-52.72208,71.769325,-2.719709,-71.631966,85.736,22.706547,-59.814983,82.955338,51.422649,-65.064941,73.775444,40.450375,-68.774948,90.81498,28.777424,-59.025963,98.198814,52.542923,-70.521393,101.628448,22.802511,-61.698322,67.18985,50.117935,-67.713829,67.275955,35.561878,-72.711922,70.141548,21.180872,-64.663521,99.701134,37.659779
1,0.008,-0.00002,0.000039,-0.000445,1,-52.251762,69.433441,33.00708,-51.786102,71.725777,68.753853,-51.805557,67.189301,68.910835,-52.699017,67.050697,-2.909994,-52.716385,71.768013,-2.726385,-51.777069,71.73745,68.741257,-51.814503,67.177666,68.903702,-52.692966,67.047791,-2.898933,-52.72216,71.771172,-2.720674,-71.627274,85.740891,22.713205,-59.79755,82.944534,51.420547,-65.06424,73.774429,40.448586,-68.774002,90.816719,28.772808,-59.012985,98.196617,52.540821,-70.515892,101.635971,22.803972,-61.740173,67.189064,50.130951,-67.738029,67.27845,35.566933,-72.711914,70.149872,21.177696,-64.653305,99.700523,37.656036
2,0.016,-0.000032,0.000026,-0.00027,1,-52.25153,69.433907,33.006813,-51.787632,71.727264,68.75354,-51.805508,67.190781,68.910637,-52.696983,67.050148,-2.910209,-52.716003,71.767464,-2.726713,-51.77903,71.7388,68.740013,-51.814125,67.179237,68.90258,-52.691036,67.047714,-2.898972,-52.721684,71.770142,-2.719788,-71.622696,85.748734,22.715416,-59.783268,82.938477,51.416409,-65.062401,73.777298,40.443146,-68.776878,90.819901,28.772974,-58.996761,98.196808,52.536381,-70.507339,101.642929,22.804306,-61.781597,67.188957,50.14497,-67.74646,67.285172,35.56345,-72.711441,70.158211,21.173811,-64.641914,99.701035,37.651943
3,0.025,-0.000023,0.000047,-0.000455,1,-52.25209,69.434044,33.007179,-51.785839,71.72657,68.753929,-51.805389,67.190102,68.910942,-52.699936,67.051094,-2.909866,-52.717201,71.76841,-2.72629,-51.777756,71.737801,68.741394,-51.813496,67.178833,68.903885,-52.694817,67.04937,-2.899961,-52.722084,71.770355,-2.719836,-71.612206,85.749886,22.725382,-59.771133,82.935265,51.410614,-65.062157,73.780487,40.44017,-68.778824,90.821747,28.774075,-58.969574,98.198433,52.530758,-70.497894,101.649452,22.802391,-61.815308,67.190567,50.158669,-67.75853,67.289963,35.564327,-72.709381,70.16774,21.170397,-64.621391,99.706909,37.652988
