Format Version,1.23,Take Name,silk_hang_exp_2,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2024-03-21 04.25.17.096 下午,Capture Start Frame,447585,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar:Marker1,Bar:Marker1,Bar:Marker1,Bar:Marker2,Bar:Marker2,Bar:Marker2,Bar:Marker3,Bar:Marker3,Bar:Marker3,Bar:Marker4,Bar:Marker4,Bar:Marker4,Bar:Marker1,Bar:Marker1,Bar:Marker1,Bar:Marker2,Bar:Marker2,Bar:Marker2,Bar:Marker3,Bar:Marker3,Bar:Marker3,Bar:Marker4,Bar:Marker4,Bar:Marker4,Unlabeled 1291,Unlabeled 1291,Unlabeled 1291,Unlabeled 1292,Unlabeled 1292,Unlabeled 1292,Unlabeled 1293,Unlabeled 1293,Unlabeled 1293,Unlabeled 1294,Unlabeled 1294,Unlabeled 1294,Unlabeled 1295,Unlabeled 1295,Unlabeled 1295,Unlabeled 1296,Unlabeled 1296,Unlabeled 1296,Unlabeled 1297,Unlabeled 1297,Unlabeled 1297,Unlabeled 1298,Unlabeled 1298,Unlabeled 1298,Unlabeled 1299,Unlabeled 1299,Unlabeled 1299,Unlabeled 1300,Unlabeled 1300,Unlabeled 1300
,ID,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8BA3CED0E75C11EE1DBCEA1B09BCCFA4,8BA3CED0E75C11EE1DBCEA1B09BCCFA4,8BA3CED0E75C11EE1DBCEA1B09BCCFA4,8BA3CECFE75C11EE1DBCEA1B09BCCFA4,8BA3CECFE75C11EE1DBCEA1B09BCCFA4,8BA3CECFE75C11EE1DBCEA1B09BCCFA4,8BA3CED1E75C11EE1DBCEA1B09BCCFA4,8BA3CED1E75C11EE1DBCEA1B09BCCFA4,8BA3CED1E75C11EE1DBCEA1B09BCCFA4,8BA3CED2E75C11EE1DBCEA1B09BCCFA4,8BA3CED2E75C11EE1DBCEA1B09BCCFA4,8BA3CED2E75C11EE1DBCEA1B09BCCFA4,2F1D7686EADE75311EE,2F1D7686EADE75311EE,2F1D7686EADE75311EE,31DD7686EADE75311EE,31DD7686EADE75311EE,31DD7686EADE75311EE,362D7686EADE75311EE,362D7686EADE75311EE,362D7686EADE75311EE,371D7686EADE75311EE,371D7686EADE75311EE,371D7686EADE75311EE,372D7686EADE75311EE,372D7686EADE75311EE,372D7686EADE75311EE,37FD7686EADE75311EE,37FD7686EADE75311EE,37FD7686EADE75311EE,381D7686EADE75311EE,381D7686EADE75311EE,381D7686EADE75311EE,387D7686EADE75311EE,387D7686EADE75311EE,387D7686EADE75311EE,388D7686EADE75311EE,388D7686EADE75311EE,388D7686EADE75311EE,389D7686EADE75311EE,389D7686EADE75311EE,389D7686EADE75311EE
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,-0.000056,0.000032,-0.001572,0.999999,-52.253925,69.434906,33.006924,-51.783573,71.728714,68.75354,-51.813255,67.192307,68.910851,-52.706074,67.050629,-2.909982,-52.712803,71.767982,-2.726713,-51.772533,71.731148,68.738403,-51.823925,67.189522,68.910049,-52.695171,67.04686,-2.901779,-52.723526,71.772232,-2.719052,-59.368484,79.634857,15.548841,-72.79422,81.110748,43.752663,-65.206619,95.727638,29.417757,-62.22422,85.505035,21.014498,-74.164703,65.194603,42.82811,-58.186428,95.618149,14.715931,-72.208542,96.601471,43.616425,-68.598801,70.248062,33.668945,-66.897141,63.047009,29.144287,-59.126514,63.760155,15.63411
1,0.008,-0.000047,0.00002,-0.001522,0.999999,-52.253716,69.434875,33.006512,-51.784462,71.728127,68.753181,-51.813698,67.191711,68.910416,-52.70475,67.051163,-2.91045,-52.711956,71.768517,-2.727097,-51.773964,71.731743,68.73703,-51.823719,67.187767,68.909477,-52.69347,67.046425,-2.900407,-52.722912,71.773766,-2.719913,-59.376717,79.626793,15.547459,-72.782944,81.110085,43.756615,-65.205849,95.725464,29.419083,-62.229454,85.501656,21.012348,-74.160629,65.188934,42.83194,-58.185707,95.612831,14.715605,-72.207588,96.59967,43.616798,-68.589767,70.246902,33.670898,-66.905144,63.042961,29.144838,-59.135735,63.763035,15.635796
2,0.016,-0.000052,0.000031,-0.001586,0.999999,-52.253605,69.434593,33.006172,-51.783283,71.728104,68.752815,-51.813095,67.191696,68.910088,-52.705723,67.050621,-2.910757,-52.712322,71.767975,-2.727446,-51.772655,71.731438,68.736931,-51.823246,67.188103,68.908333,-52.694683,67.046585,-2.901434,-52.723133,71.772476,-2.71912,-59.36702,79.627319,15.542737,-72.774231,81.108269,43.760059,-65.205696,95.722946,29.421196,-62.230293,85.495491,21.006731,-74.154686,65.187057,42.835854,-58.185242,95.60672,14.71454,-72.207092,96.597656,43.616913,-68.584801,70.243553,33.671375,-66.897018,63.044537,29.146238,-59.136971,63.755981,15.627222
3,0.025,-0.000045,0.00004,-0.001636,0.999999,-52.253288,69.433929,33.006676,-51.782082,71.726898,68.753342,-51.81234,67.190483,68.910545,-52.706303,67.050491,-2.910271,-52.712433,71.767845,-2.726895,-51.771832,71.731186,68.73745,-51.822113,67.185966,68.908844,-52.695942,67.045822,-2.900423,-52.722496,71.772995,-2.719397,-59.372688,79.61866,15.539688,-72.76577,81.106438,43.764557,-65.203293,95.720161,29.422331,-62.242413,85.487434,21.009626,-74.146339,65.186157,42.844223,-58.184879,95.6008,14.712315,-72.207024,96.598557,43.620377,-68.587288,70.235558,33.679806,-66.900261,63.039249,29.148949,-59.1478,63.75481,15.632523
