Format Version,1.23,Take Name,textured_hang_exp_6,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2024-03-21 03.28.47.895 下午,Capture Start Frame,40880,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar:Marker1,Bar:Marker1,Bar:Marker1,Bar:Marker2,Bar:Marker2,Bar:Marker2,Bar:Marker3,Bar:Marker3,Bar:Marker3,Bar:Marker4,Bar:Marker4,Bar:Marker4,Bar:Marker1,Bar:Marker1,Bar:Marker1,Bar:Marker2,Bar:Marker2,Bar:Marker2,Bar:Marker3,Bar:Marker3,Bar:Marker3,Bar:Marker4,Bar:Marker4,Bar:Marker4,Unlabeled 1064,Unlabeled 1064,Unlabeled 1064,Unlabeled 1065,Unlabeled 1065,Unlabeled 1065,Unlabeled 1066,Unlabeled 1066,Unlabeled 1066,Unlabeled 1067,Unlabeled 1067,Unlabeled 1067,Unlabeled 1068,Unlabeled 1068,Unlabeled 1068,Unlabeled 1069,Unlabeled 1069,Unlabeled 1069,Unlabeled 1070,Unlabeled 1070,Unlabeled 1070,Unlabeled 1071,Unlabeled 1071,Unlabeled 1071,Unlabeled 1072,Unlabeled 1072,Unlabeled 1072,Unlabeled 1073,Unlabeled 1073,Unlabeled 1073
,ID,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,8415147AE75311EE1DBCEA1B09BCCFA4,A784CC6FE75411EE1DBCEA1B09BCCFA4,A784CC6FE75411EE1DBCEA1B09BCCFA4,A784CC6FE75411EE1DBCEA1B09BCCFA4,A784CC6EE75411EE1DBCEA1B09BCCFA4,A784CC6EE75411EE1DBCEA1B09BCCFA4,A784CC6EE75411EE1DBCEA1B09BCCFA4,A784CC70E75411EE1DBCEA1B09BCCFA4,A784CC70E75411EE1DBCEA1B09BCCFA4,A784CC70E75411EE1DBCEA1B09BCCFA4,A784CC71E75411EE1DBCEA1B09BCCFA4,A784CC71E75411EE1DBCEA1B09BCCFA4,A784CC71E75411EE1DBCEA1B09BCCFA4,80D7686EADE75311EE,80D7686EADE75311EE,80D7686EADE75311EE,96D7686EADE75311EE,96D7686EADE75311EE,96D7686EADE75311EE,A0D7686EADE75311EE,A0D7686EADE75311EE,A0D7686EADE75311EE,ABD7686EADE75311EE,ABD7686EADE75311EE,ABD7686EADE75311EE,B0D7686EADE75311EE,B0D7686EADE75311EE,B0D7686EADE75311EE,B1D7686EADE75311EE,B1D7686EADE75311EE,B1D7686EADE75311EE,B2D7686EADE75311EE,B2D7686EADE75311EE,B2D7686EADE75311EE,B8D7686EADE75311EE,B8D7686EADE75311EE,B8D7686EADE75311EE,BBD7686EADE75311EE,BBD7686EADE75311EE,BBD7686EADE75311EE,BCD7686EADE75311EE,BCD7686EADE75311EE,BCD7686EADE75311EE
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,0.000015,0.000015,-0.001101,0.999999,-52.250362,69.38562,33.004658,-51.783447,71.674805,68.751617,-51.808865,67.138344,68.908287,-52.698975,67.006004,-2.912602,-52.710163,71.723328,-2.728659,-51.778179,71.675209,68.74395,-51.81406,67.137703,68.914055,-52.693748,67.001457,-2.914672,-52.715153,71.727905,-2.724918,-75.143936,86.122986,15.727404,-77.439934,91.668701,25.902241,-75.979111,101.084053,30.844822,-76.142464,101.593796,14.370526,-75.513664,101.284645,47.428165,-74.633011,85.325584,46.929657,-77.057877,79.166412,38.302727,-76.736862,68.818535,31.995392,-74.384857,69.870255,16.097931,-75.553581,69.041183,48.112946
1,0.008,-0.000001,0.000015,-0.00114,0.999999,-52.250839,69.385979,33.00362,-51.783718,71.676308,68.750504,-51.80949,67.139854,68.907318,-52.699673,67.005226,-2.913568,-52.71048,71.722549,-2.729779,-51.778435,71.67897,68.737373,-51.814388,67.137032,68.915085,-52.694328,67.001137,-2.915413,-52.715485,71.726776,-2.723822,-75.141762,86.11454,15.733417,-77.441597,91.658325,25.907303,-75.986748,101.061974,30.848894,-76.142342,101.588226,14.377181,-75.514069,101.276718,47.434296,-74.643829,85.320023,46.934788,-77.066673,79.161339,38.306965,-76.750214,68.807076,32.004543,-74.381676,69.864487,16.104639,-75.557343,69.032707,48.118004
2,0.016,0.000018,0.000016,-0.001018,1,-52.249771,69.384132,33.004982,-51.783161,71.673203,68.751953,-51.807819,67.136734,68.9086,-52.698071,67.004646,-2.912289,-52.710037,71.721962,-2.728322,-51.77816,71.674385,68.742805,-51.812672,67.135391,68.915207,-52.692394,67.001205,-2.915543,-52.715366,71.725426,-2.72306,-75.137428,86.10743,15.740781,-77.451637,91.649414,25.907516,-75.985893,101.049232,30.84923,-76.14283,101.582314,14.381636,-75.51474,101.268959,47.436714,-74.651428,85.309296,46.938606,-77.072678,79.154793,38.310287,-76.765388,68.795036,32.011082,-74.376419,69.857368,16.11306,-75.56382,69.028938,48.132957
3,0.025,0.000006,0.00002,-0.000966,1,-52.249008,69.385269,33.003998,-51.782341,71.675262,68.7509,-51.806526,67.138794,68.907654,-52.697361,67.004852,-2.913204,-52.709816,71.722176,-2.729356,-51.777107,71.678322,68.736908,-51.811516,67.135399,68.915924,-52.692204,67.000702,-2.913575,-52.714802,71.7267,-2.724174,-75.129089,86.097824,15.752159,-77.44928,91.644463,25.915754,-75.984665,101.038673,30.851477,-76.141251,101.572296,14.384376,-75.516106,101.263664,47.438828,-74.661873,85.30172,46.944847,-77.083435,79.152023,38.316189,-76.777809,68.78875,32.016243,-74.368614,69.856621,16.123894,-75.567032,69.020767,48.137337
